N	2gram	Tiupa_Anal_3	RusskieA
1	и в	18	36
2	а а	5	25
3	не только	22	22
4	том что	12	19
5	что в	9	19
6	в том	9	17
7	но и	13	16
8	и другие	1	13
9	в этом	14	12
10	и на	4	10
11	это не	2	10
12	как и	14	10
13	как мы	1	10
14	вместе с	2	10
15	потому что	1	10
16	об этом	2	9
17	а в	10	9
18	состоит в	4	8
19	и по	2	8
20	с тем	2	8
21	у нас	1	8
22	о том	6	8
23	один из	2	8
24	может быть	9	8
25	как это	3	8
26	что они	3	7
27	так и	14	7
28	между тем	5	7
29	что и	5	7
30	мы не	3	6
31	таким образом	4	6
32	при этом	11	6
33	с этого	1	6
34	уже не	5	6
35	в них	2	6
36	и не	12	6
37	все это	3	6
38	будто бы	1	6
39	в новый	1	6
40	то что	2	6
41	а и	4	5
42	как в	3	5
43	все же	4	5
44	во многих	1	5
45	как будто	1	5
46	с ними	1	5
47	и у	1	5
48	одно из	1	5
49	в течение	1	5
50	как бы	10	5
51	этом случае	1	5
52	мы имеем	5	4
53	еще не	6	4
54	во всех	2	4
55	что по	4	4
56	представляет собой	5	4
57	входит в	2	4
58	в г	1	4
59	из этих	3	4
60	в их	6	4
61	вплоть до	2	4
62	одна из	2	4
63	связи с	1	4
64	что на	1	4
65	к тому	6	4
66	так в	3	4
67	и их	1	4
68	тем что	2	4
69	а с	1	4
70	и др	1	4
71	и а	4	4
72	в тех	2	4
73	того что	1	4
74	но это	1	4
75	в связи	1	4
76	как уже	2	4
77	не может	2	4
78	только в	2	4
79	к этому	3	4
80	как правило	5	3
81	своего рода	8	3
82	ему сына	1	3
83	если в	3	3
84	в своем	4	3
85	не можем	1	3
86	то же	3	3
87	совпадают с	1	3
88	чаще всего	1	3
89	он же	1	3
90	далеко не	4	3
91	несмотря на	2	3
92	в москве	1	3
93	точки зрения	3	3
94	таким же	1	3
95	с точки	2	3
96	тем не	2	3
97	но они	2	3
98	не менее	4	3
99	этого момента	1	3
100	ничего не	3	3
101	в поле	1	3
102	приводит к	4	3
103	к жизни	3	3
104	не с	2	3
105	то есть	10	3
106	а также	2	3
107	от них	1	3
108	связаны с	1	3
109	всякого рода	1	3
110	по этому	1	3
111	в качестве	12	3
112	слова в	1	3
113	в одном	4	3
114	к ним	1	3
115	на этот	1	3
116	о чем	4	3
117	на ивана	1	3
118	в былинах	1	3
119	этого слова	2	3
120	не будем	1	3
121	и к	4	3
122	в свою	5	3
123	как известно	1	2
124	например в	2	2
125	которого в	1	2
126	к другому	1	2
127	в доме	1	2
128	что иное	1	2
129	на себя	2	2
130	в ней	2	2
131	он был	1	2
132	иное как	1	2
133	на самом	1	2
134	но не	7	2
135	тогда как	20	2
136	отнюдь не	4	2
137	независимо от	1	2
138	с этим	3	2
139	мы можем	2	2
140	хотя и	2	2
141	и как	4	2
142	но в	2	2
143	та же	1	2
144	в целом	3	2
145	все эти	2	2
146	в дальнейшем	2	2
147	и до	1	2
148	после чего	2	2
149	что она	2	2
150	в нем	2	2
151	всех этих	1	2
152	чем у	1	2
153	в силу	1	2
154	когда на	1	2
