N	2gram	Bakhtin_fo_1	Freidism
1	таким образом	11	24
2	и не	14	23
3	не может	6	20
4	точки зрения	5	19
5	прежде всего	15	18
6	к отцу	1	16
7	в этом	25	15
8	в его	13	15
9	с помощью	2	14
10	мы можем	1	13
11	может быть	11	13
12	и его	16	12
13	все эти	9	11
14	как и	8	11
15	с точки	2	11
16	как бы	2	11
17	то что	6	11
18	самом деле	1	10
19	но в	10	10
20	его в	3	10
21	с ним	2	10
22	как мы	14	10
23	так и	12	10
24	и потому	3	10
25	с его	9	9
26	во всех	6	9
27	по отношению	3	9
28	и в	50	9
29	то же	11	8
30	не только	9	8
31	он не	5	8
32	в своей	2	8
33	еще не	5	8
34	что он	1	8
35	только в	4	8
36	так как	6	8
37	все это	4	8
38	и все	6	8
39	отношению к	5	8
40	в самом	8	7
41	мы уже	11	7
42	отношение к	2	7
43	и наконец	1	7
44	ни в	8	7
45	те же	2	7
46	один из	3	7
47	тот же	1	7
48	всяком случае	1	7
49	сказать что	3	7
50	во всяком	3	7
51	в ней	4	6
52	так сказать	7	6
53	и с	4	6
54	на протяжении	1	6
55	и ее	3	6
56	точку зрения	2	6
57	того что	2	6
58	для него	2	6
59	вовсе не	13	6
60	никогда не	2	6
61	хотя бы	2	6
62	совершенно не	2	6
63	я и	1	5
64	и на	8	5
65	он сам	1	5
66	в чем	2	5
67	и к	2	5
68	в этой	1	5
69	не в	5	5
70	мы должны	2	5
71	в то	9	5
72	в каком	2	5
73	могут быть	5	5
74	в себя	1	5
75	для того	5	5
76	в большинстве	1	5
77	и прежде	2	5
78	а в	3	5
79	но и	8	5
80	с этим	6	5
81	его жизни	8	5
82	в свою	2	5
83	что в	5	5
84	смысле слова	2	4
85	в зависимости	1	4
86	и за	1	4
87	той же	2	4
88	мы не	3	4
89	в которой	2	4
90	я не	1	4
91	зависимости от	1	4
92	совсем не	2	4
93	но не	5	4
94	все же	6	4
95	не было	7	4
96	из этих	1	4
97	в пределах	5	4
98	с их	2	4
99	в нем	24	4
100	всех этих	5	4
101	связанные с	1	4
102	при этом	3	4
103	об этом	2	4
104	с другими	3	4
105	в жизни	6	4
106	нигде не	1	4
107	во время	1	4
108	в основе	5	4
109	же время	9	4
110	всей жизни	2	4
111	потому что	4	4
112	и для	4	4
113	к тому	3	4
114	если мы	2	4
115	того чтобы	5	4
116	данном случае	1	4
117	характер и	7	4
118	с самого	2	4
119	которой мы	1	4
120	с ними	1	4
121	конечно не	4	4
122	уже не	2	4
123	в котором	4	4
124	мы находим	2	4
125	как раз	13	4
126	последнем счете	1	4
127	на которые	1	4
128	и др	9	4
129	себя и	3	4
130	в данном	2	4
131	в более	2	4
132	в этих	3	4
133	этот вопрос	1	4
134	между ними	3	4
135	в последнем	1	4
136	в таком	3	4
137	человека и	11	3
138	и есть	1	3
139	подхода к	3	3
140	при анализе	1	3
141	теперь мы	1	3
142	на себя	2	3
143	он был	1	3
144	такие же	1	3
145	а только	2	3
146	как в	6	3
147	и как	10	3
148	между двумя	6	3
149	жизни к	1	3
150	и тот	1	3
151	в себе	3	3
152	и те	3	3
153	этот процесс	5	3
154	главным образом	1	3
155	о которой	1	3
156	и вот	1	3
157	и по	2	3
158	что все	2	3
159	и может	2	3
160	конечно в	1	3
161	зрения на	1	3
162	было бы	2	3
163	уже знаем	1	3
164	мы имеем	1	3
165	очень важный	1	3
166	он дает	1	3
167	нет никакого	1	3
168	самого начала	2	3
169	одна из	2	3
170	чем не	3	3
171	к себе	4	3
172	не могут	3	3
173	бы он	1	3
174	она не	1	3
175	с ее	6	3
176	свою очередь	1	3
177	всем этим	3	3
178	и этим	1	3
179	приводит к	1	3
180	если бы	5	3
181	во втором	2	3
182	со всеми	3	3
183	человека с	1	3
184	себя в	1	3
185	об его	1	3
186	у него	6	3
187	в них	4	3
188	и т.п	4	3
189	и оно	1	3
190	вместе с	3	3
191	по своему	1	3
192	существенных моментах	1	3
193	слова и	2	3
194	и от	1	3
195	не является	2	3
196	узком смысле	1	3
197	не знает	3	3
198	от всех	1	3
199	жизни и	8	3
200	ее в	2	3
201	в искусстве	1	3
202	отношения к	3	2
203	все снова	1	2
204	и то	4	2
205	тех же	2	2
206	тем же	1	2
207	и до	5	2
208	уже указывали	4	2
209	высшей степени	1	2
210	ее целом	2	2
211	объясняется и	1	2
212	для своего	1	2
213	жизни по	2	2
214	в первый	1	2
215	большую роль	3	2
216	нам в	1	2
217	не совсем	1	2
218	того же	8	2
219	и явления	1	2
220	между собой	4	2
221	не без	2	2
222	в ее	6	2
223	но как	1	2
224	себе и	3	2
225	отличие от	2	2
226	большое значение	1	2
227	значение для	1	2
228	в своем	4	2
229	от этого	2	2
230	в этот	2	2
231	не приходится	1	2
232	что это	1	2
233	последующей жизни	1	2
234	в нашем	2	2
235	или во	1	2
236	сил в	1	2
237	выражение в	2	2
238	всей его	2	2
239	человек не	1	2
240	из этой	1	2
241	их в	3	2
242	его таким	1	2
243	но все	5	2
244	на всю	1	2
245	в совершенно	1	2
246	них не	1	2
247	на этой	4	2
248	при помощи	1	2
249	это было	1	2
250	это не	6	2
251	на почве	2	2
252	чаще всего	1	2
253	отсюда и	2	2
254	и смерти	1	2
255	по всему	1	2
256	жизни то	2	2
257	его все	1	2
258	всей последующей	1	2
259	и уже	3	2
260	которой он	1	2
261	жизни но	5	2
262	так называемый	2	2
263	том что	4	2
264	в эту	1	2
265	что значит	1	2
266	на один	2	2
267	он сохраняет	1	2
268	и при	1	2
269	лежат в	2	2
270	в их	6	2
271	мы говорили	3	2
272	в отличие	2	2
273	сих пор	3	2
274	теми же	1	2
275	силу и	1	2
276	в отношении	3	2
277	случае в	1	2
278	его целом	2	2
279	в таких	1	2
280	но для	2	2
281	дело не	1	2
282	правда в	1	2
283	в процессе	4	2
284	значение во	1	2
285	являются только	1	2
286	человека так	2	2
287	из того	1	2
288	этом отношении	3	2
289	в момент	1	2
290	все то	2	2
291	когда мы	1	2
292	же что	2	2
293	отличается от	1	2
294	должны быть	1	2
295	что оно	1	2
296	они и	1	2
297	и снова	1	2
298	оно не	2	2
299	для себя	7	2
300	и самое	1	2
301	из всего	1	2
302	не делает	1	2
303	в виду	3	2
304	на основе	2	2
305	роль в	9	2
306	в глаза	2	2
307	вещи и	1	2
308	и вообще	2	2
309	выводу что	1	2
310	в другом	1	2
311	и поэтому	1	2
312	и являются	1	2
313	притом в	1	2
314	до сих	3	2
315	единства и	2	2
316	не меняется	3	2
317	что и	3	2
318	во всей	3	2
319	всего этого	2	2
320	также в	1	2
321	человека как	1	2
322	вся жизнь	1	2
323	в него	1	2
324	мир в	2	2
325	быть и	2	2
326	мы видим	3	2
327	проникнуть в	1	2
328	очень много	1	2
329	для нее	1	2
330	с одной	3	2
331	для всех	2	2
332	и у	5	2
333	уже в	2	2
334	только на	3	2
335	и они	1	2
336	человека этот	1	2
337	из них	1	2
338	его и	2	2
339	человека на	1	2
340	точка зрения	1	2
341	в конце	9	2
342	с этими	2	2
343	ничего что	1	2
344	связи в	1	2
345	рядом с	2	2
346	и даже	2	2
347	в высшей	1	2
348	влияние на	4	2
349	с другой	2	2
350	человека в	17	2
351	и тех	2	2
352	здесь в	2	2
353	до конца	4	2
354	них и	1	2
355	одной стороны	2	2
356	которых мы	1	2
357	более того	3	2
358	а не	3	2
359	все последующие	1	2
360	что мы	2	2
361	так же	6	2
362	мы остановимся	1	2
363	быть как	1	2
364	самого себя	1	2
365	и всей	2	2
366	все наше	1	2
367	сказать не	1	2
368	в основном	5	2
369	и состав	1	2
370	к другим	1	2
371	это уже	1	2
372	всего они	1	2
373	не существует	1	2
374	формы и	3	2
375	для нас	2	2
376	ибо не	1	2
377	и ни	1	2
378	поэтому все	2	2
379	все они	1	2
380	да и	3	2
381	всех других	1	2
382	вполне понятно	4	2
383	и другие	5	2
384	в своих	1	2
385	снова и	1	2
386	к этому	3	2
387	они не	3	2
388	ту же	2	1
389	и т	8	1
390	одним из	1	1
391	же как	2	1
392	в движение	3	1
393	и через	1	1
394	всех видах	1	1
395	и подробно	1	1
396	другие моменты	2	1
397	далее и	1	1
398	которое мы	1	1
399	и первую	1	1
400	и гораздо	1	1
401	отсюда они	1	1
402	не имеют	3	1
403	ведь и	1	1
404	оно было	1	1
405	когда это	1	1
406	часть его	1	1
407	их и	2	1
408	а как	3	1
409	со всех	1	1
410	всего того	3	1
411	не умирает	1	1
412	слагается из	2	1
413	вопрос о	2	1
414	но она	2	1
415	жизни как	1	1
416	мы и	4	1
417	конечно и	4	1
418	в целом	2	1
419	что можно	1	1
420	жизни это	2	1
421	всех сторон	1	1
422	учение об	1	1
423	оказывается что	2	1
424	значение чем	1	1
425	собой в	1	1
426	лишенный всякого	1	1
427	не был	1	1
428	время в	6	1
429	служит для	1	1
430	природы и	2	1
431	но конечно	2	1
432	и всего	1	1
433	оно совершенно	1	1
434	жить и	1	1
435	пассивным и	1	1
436	энергии и	1	1
437	друг на	2	1
438	греческий человек	1	1
439	в качестве	3	1
440	с собою	1	1
441	нет и	2	1
442	в свои	1	1
443	и речи	5	1
444	его развития	1	1
445	путем анализа	1	1
446	в истории	2	1
447	в центре	2	1
448	что во	1	1
449	независимо от	1	1
450	пути в	1	1
451	в браке	2	1
452	и нет	2	1
453	мотивов в	1	1
454	это был	1	1
455	однако не	1	1
456	переживания и	1	1
457	по ошибке	1	1
458	человека правда	1	1
459	сделаны из	1	1
460	его к	1	1
461	степени существенных	1	1
462	психологии и	1	1
463	но эта	3	1
464	где все	1	1
465	та же	1	1
466	бы и	1	1
467	время это	1	1
468	образом и	1	1
469	бы не	1	1
470	степени и	1	1
471	по преимуществу	3	1
472	это тот	1	1
473	имеем в	1	1
474	как он	2	1
475	на то	1	1
476	должны еще	1	1
477	а вовсе	1	1
478	вообще не	3	1
479	что было	3	1
480	он ни	1	1
481	все другие	2	1
482	философских системах	1	1
483	природной и	2	1
484	на одну	1	1
485	различные формы	1	1
486	с нашим	1	1
487	в человеческой	1	1
488	новое и	2	1
489	на совершенно	1	1
490	части этого	1	1
491	знакомится с	1	1
492	его от	2	1
493	проходят через	3	1
494	его можно	1	1
495	важный момент	1	1
496	но всегда	1	1
497	к выводу	1	1
498	без исключения	1	1
499	в основу	3	1
500	такого же	1	1
501	не следует	1	1
502	ее по	2	1
503	как они	1	1
504	момента его	1	1
505	жизни поэтому	3	1
506	из всех	1	1
507	глубокий и	1	1
508	входит в	3	1
509	и которые	1	1
510	из разновидностей	1	1
511	самих и	1	1
512	к определенным	1	1
513	всего человеческого	1	1
514	то увидим	1	1
515	от отца	1	1
516	во многом	2	1
517	на свои	1	1
518	для них	3	1
519	о которых	1	1
520	бытие и	1	1
521	всего тот	1	1
522	далеко не	2	1
523	и совершается	1	1
524	были в	2	1
525	под прикрытием	1	1
526	на друга	2	1
527	место и	3	1
528	рода и	1	1
529	чем в	2	1
530	форма и	1	1
531	в один	1	1
532	не больше	1	1
533	на первый	1	1
534	этом случае	1	1
535	и правильно	1	1
536	таким же	1	1
537	нас не	1	1
538	он должен	2	1
539	наших дней	1	1
540	имеется и	2	1
541	не к	2	1
542	миф о	1	1
543	понятно что	4	1
544	мы проследим	1	1
545	является только	1	1
546	широком и	1	1
547	для изучения	1	1
548	совершенно новое	1	1
549	в одном	3	1
550	умирает и	1	1
551	которые в	1	1
552	этой же	1	1
553	страха и	1	1
554	друг другу	2	1
555	есть именно	2	1
556	уже сказали	2	1
557	вещей и	1	1
558	с такими	1	1
559	в религиозных	1	1
560	так называемого	1	1
561	с определенными	1	1
562	всю картину	1	1
563	раз и	2	1
564	иной раз	1	1
565	и охотно	1	1
566	целом а	1	1
567	человека есть	1	1
568	до известной	1	1
569	человека но	1	1
570	и функции	1	1
571	поступках и	2	1
572	друг друга	3	1
573	тогда когда	2	1
574	системах и	1	1
575	но вместе	1	1
576	образом в	1	1
577	и аффектов	1	1
578	все без	1	1
579	же значение	1	1
580	это с	1	1
581	дело в	2	1
582	человек как	1	1
583	или как	4	1
584	того в	1	1
585	к ней	2	1
586	ровно ничего	1	1
587	и является	2	1
588	достаточно указать	1	1
589	и со	1	1
590	только наиболее	1	1
591	от их	1	1
592	и здесь	1	1
593	но образ	1	1
594	составная часть	1	1
595	выход из	2	1
596	своих поступков	1	1
597	их правда	1	1
598	похож на	1	1
599	его с	1	1
600	смерти и	1	1
601	той или	2	1
602	она же	2	1
603	по сравнению	2	1
604	уже на	2	1
605	существенного значения	2	1
606	о том	1	1
607	характер этого	1	1
608	правда не	2	1
609	и это	4	1
610	приходит к	1	1
611	до них	1	1
612	социальные противоречия	1	1
613	и сами	1	1
614	точками зрения	1	1
615	на другой	2	1
616	совершенно ясно	1	1
617	как по	2	1
618	через три	1	1
619	то время	4	1
620	зрелости и	2	1
621	в дальнейшем	6	1
622	свободу и	1	1
623	как с	1	1
624	и сам	1	1
625	в мире	1	1
626	времени и	10	1
627	ясно что	2	1
628	в социальном	1	1
629	на месте	1	1
630	увидим что	1	1
631	с собой	1	1
632	в результате	6	1
633	можно только	2	1
634	жизнь и	4	1
635	хоть сколько-нибудь	1	1
636	разумеется что	2	1
637	в эпоху	1	1
638	своего происхождения	1	1
639	жизнь по	1	1
640	правда очень	1	1
641	ничего не	9	1
642	находится в	1	1
643	все его	3	1
644	преимуществу его	1	1
645	часто и	2	1
646	указывали здесь	1	1
647	то есть	33	1
648	в широком	2	1
649	а также	2	1
650	внимание на	1	1
651	этой почве	1	1
652	но когда	1	1
653	события в	1	1
654	затем в	1	1
655	и во	7	1
656	и власть	1	1
657	на ее	1	1
658	от них	1	1
659	человек был	3	1
660	какие мы	1	1
661	но нет	1	1
662	позволит нам	1	1
663	на одном	1	1
664	что человек	1	1
665	в форме	3	1
666	тотчас же	1	1
667	ее удовлетворением	1	1
668	быть ничего	1	1
669	на те	1	1
670	они приобретают	2	1
671	не знала	1	1
672	и следовательно	4	1
673	о своих	1	1
674	у которого	1	1
675	которую играют	1	1
676	не зная	2	1
677	бросается в	1	1
678	же все	1	1
679	этого ряда	3	1
680	во всем	2	1
681	пор не	1	1
682	эти мотивы	1	1
683	поэтому и	3	1
684	человеческих характеров	1	1
685	всех его	1	1
686	этой сложной	1	1
687	оно родилось	1	1
688	есть в	2	1
689	с нею	1	1
690	возрасте в	1	1
691	решающее значение	1	1
692	для других	4	1
693	то и	1	1
694	интимных сторон	1	1
695	также и	2	1
696	за пределами	1	1
697	на определенной	1	1
698	от других	1	1
699	следует за	1	1
700	в ином	1	1
701	и других	3	1
702	уже с	1	1
703	к содержанию	1	1
704	каждый момент	1	1
705	о причинах	1	1
706	одно из	3	1
707	в корне	1	1
708	пока не	1	1
709	цели и	1	1
710	моментов в	1	1
711	мы убедились	1	1
712	бытия и	1	1
713	отдельного человека	1	1
714	тем что	2	1
715	и конкретном	1	1
716	но за	1	1
717	уже совершенно	1	1
718	и только	1	1
719	других же	1	1
720	момент в	2	1
721	этого пути	1	1
722	связан с	1	1
723	или иной	2	1
724	даже не	2	1
725	навлекает на	1	1
726	сами эти	1	1
727	другие мотивы	1	1
728	на них	2	1
729	именно в	3	1
730	стороны он	1	1
731	в каких	1	1
732	характерно для	1	1
733	относящихся к	1	1
734	и шире	1	1
