N	2gram	Tiupa_Narr_1	Dialekti
1	и не	23	30
2	по себе	4	25
3	и т	1	21
4	т д	1	19
5	и в	11	18
6	точки зрения	5	17
7	ничего не	2	17
8	может быть	15	17
9	и есть	1	16
10	в нем	4	16
11	не имеет	2	15
12	потому что	5	14
13	а не	13	14
14	не только	31	13
15	и даже	2	13
16	то что	9	13
17	что в	3	13
18	в этом	12	12
19	с точки	1	12
20	если бы	7	12
21	не может	8	12
22	что это	1	11
23	в себе	6	11
24	что он	3	11
25	так как	1	11
26	как бы	6	11
27	все это	1	11
28	то же	8	10
29	прежде всего	4	10
30	сказать что	2	10
31	и то	3	9
32	отнюдь не	2	9
33	стало быть	3	9
34	так и	5	9
35	это не	3	9
36	том что	7	9
37	никогда не	4	9
38	в том	8	9
39	ясно что	1	8
40	но это	1	8
41	к нему	4	8
42	совершенно не	1	8
43	также и	3	7
44	и как	3	7
45	то в	4	7
46	что она	1	7
47	что не	2	7
48	как она	2	7
49	той или	5	7
50	не существует	3	7
51	не просто	1	7
52	но и	27	7
53	сам по	1	6
54	хотя бы	2	6
55	в чем	2	6
56	не то	1	6
57	но в	7	6
58	с другой	2	6
59	и вот	2	6
60	не в	6	6
61	она не	2	6
62	в то	4	6
63	с ним	2	6
64	никак не	2	6
65	можно сказать	5	6
66	не было	3	6
67	да и	2	6
68	и он	6	5
69	отношение к	1	5
70	в своем	3	5
71	все же	4	5
72	в противоположность	1	5
73	на то	2	5
74	и с	3	5
75	и мы	1	5
76	в этих	2	5
77	ни о	2	5
78	в виду	1	5
79	не с	1	5
80	он сам	3	5
81	само по	1	5
82	в особенности	2	5
83	говорит о	1	5
84	она есть	1	5
85	или не	4	5
86	а в	13	5
87	это и	1	4
88	то я	1	4
89	как он	1	4
90	образ и	1	4
91	одно и	2	4
92	об этом	6	4
93	он есть	1	4
94	нисколько не	1	4
95	по крайней	1	4
96	что эта	1	4
97	и притом	2	4
98	же время	4	4
99	не о	2	4
100	к ней	1	4
101	к тому	6	4
102	как мы	2	4
103	только то	1	4
104	и вообще	1	4
105	о том	4	4
106	крайней мере	1	4
107	быть и	2	4
108	но не	4	4
109	в котором	1	4
110	в конце	2	4
111	мы можем	2	4
112	не говорит	3	4
113	как раз	6	4
114	как это	3	4
115	хотя и	4	4
116	или другой	1	4
117	собственно говоря	1	4
118	так же	1	4
119	другой стороны	2	4
120	во всяком	2	4
121	самом деле	3	3
122	только потому	1	3
123	в ней	4	3
124	на самом	1	3
125	а только	1	3
126	если в	2	3
127	все равно	2	3
128	если она	2	3
129	более или	1	3
130	в самом	6	3
131	та же	2	3
132	а более	1	3
133	он не	3	3
134	и еще	2	3
135	содержит в	1	3
136	но все	1	3
137	в одну	1	3
138	или менее	1	3
139	в их	1	3
140	что я	1	3
141	точку зрения	1	3
142	при условии	1	3
143	даже в	1	3
144	тому что	1	3
145	вплоть до	4	3
146	случае не	1	3
147	в сознании	4	3
148	только с	1	3
149	могут быть	1	3
150	указывает на	1	3
151	и о	3	3
152	сознания и	1	3
153	и та	1	3
154	нуждается в	1	3
155	что и	1	3
156	один из	6	3
157	только в	12	3
158	даже если	1	3
159	только на	2	3
160	или иной	4	3
161	даже не	1	3
162	точек зрения	2	3
163	еще и	1	3
164	что для	1	3
165	а он	1	3
166	и потому	1	3
167	в данном	11	3
168	в его	6	3
169	не является	3	3
170	он чувствовал	1	3
171	и все	3	3
172	у них	1	3
173	еще более	1	3
174	только что	2	3
175	отношении к	1	3
176	была бы	1	3
177	жизни и	6	3
178	говоря о	1	2
179	же как	1	2
180	чтобы не	1	2
181	и состоит	4	2
182	мы и	1	2
183	быть в	1	2
184	как один	1	2
185	из этих	4	2
186	но как	3	2
187	точка зрения	5	2
188	и всякий	1	2
189	что именно	1	2
190	с этим	1	2
191	что касается	2	2
192	и где	1	2
193	он на	1	2
194	человеческого сознания	2	2
195	тут и	1	2
196	тоже не	1	2
197	тому же	6	2
198	не как	1	2
199	на земле	1	2
200	могла бы	1	2
201	в мире	4	2
202	это было	2	2
203	с другими	1	2
204	но уже	1	2
205	мы имеем	3	2
206	как и	13	2
207	одна и	1	2
208	до сих	2	2
209	и тогда	2	2
210	в своей	5	2
211	всяком случае	2	2
212	себе а	1	2
213	во всем	1	2
214	в которых	1	2
215	в корне	1	2
216	и от	2	2
217	ни было	1	2
218	того кто	2	2
219	для нее	1	2
220	не знает	1	2
221	раз и	1	2
222	не менее	3	2
223	но они	3	2
224	как можно	1	2
225	дело не	2	2
226	к ним	2	2
227	и является	2	2
228	из того	1	2
229	этом отношении	3	2
230	отличается от	1	2
231	от которой	1	2
232	как не	1	2
233	как с	1	2
234	и совершенно	1	2
235	в первобытной	1	2
236	в другом	1	2
237	мог бы	1	2
238	речь как	1	2
239	существенно не	1	2
240	для этого	1	2
241	по мере	2	2
242	для того	3	2
243	вслед за	1	2
244	в него	1	2
245	того что	4	2
246	же можно	1	2
247	в современной	3	2
248	чем он	2	2
249	с ними	2	2
250	мы увидим	1	2
251	с одной	1	2
252	в качестве	14	2
253	уже не	8	2
254	и у	1	2
255	и внутреннего	2	2
256	то и	1	2
257	из них	4	2
258	для него	4	2
259	со стороны	8	2
260	как у	2	2
261	о внутреннем	1	2
262	тот кто	2	2
263	именно в	3	2
264	с той	1	2
265	а с	1	2
266	стремится к	1	2
267	а главное	1	2
268	о чем	4	2
269	солнечный свет	1	2
270	он и	2	2
271	в частности	14	2
272	как в	4	2
273	смысл не	2	2
274	одной стороны	1	2
275	это за	1	2
276	ни от	2	2
277	еще не	4	2
278	сих пор	2	2
279	об одном	1	2
280	и для	2	2
281	то не	1	2
282	тем более	1	2
283	я в	2	2
284	пространства времени	1	2
285	а о	2	2
286	что даже	1	2
287	себе но	1	2
288	точно так	1	2
289	как результат	1	2
290	к этому	1	2
291	которая не	1	2
292	и наиболее	1	1
293	без этих	1	1
294	как известно	3	1
295	лишь из	1	1
296	как все	1	1
297	речь идет	3	1
298	например в	1	1
299	не остается	1	1
300	не становится	1	1
301	к своей	1	1
302	тем же	2	1
303	и до	1	1
304	той же	1	1
305	и само	1	1
306	мы не	3	1
307	связаны между	1	1
308	мир не	1	1
309	из жизни	1	1
310	он как	1	1
311	сложности и	1	1
312	становится совершенно	1	1
313	вот я	2	1
314	что иное	1	1
315	на себя	4	1
316	а стало	1	1
317	но даже	1	1
318	и самого	2	1
319	столько же	2	1
320	мало отвечают	1	1
321	иное как	1	1
322	столь же	5	1
323	говорит и	1	1
324	в различных	1	1
325	во всех	1	1
326	бы она	1	1
327	во внешнем	1	1
328	различия между	1	1
329	в ее	1	1
330	другой более	1	1
331	миром и	1	1
332	мы будем	1	1
333	свое существование	1	1
334	друг от	1	1
335	один и	2	1
336	себя за	1	1
337	и соответствующих	1	1
338	в той	2	1
339	его на	1	1
340	из уст	2	1
341	в связи	2	1
342	вспомним что	1	1
343	что ее	1	1
344	когда он	1	1
345	сознания в	2	1
346	и наконец	1	1
347	а со	1	1
348	и к	1	1
349	следующим образом	1	1
350	понятие которое	1	1
351	не более	1	1
352	в общий	1	1
353	к чему	3	1
354	еще на	1	1
355	не приходится	1	1
356	в которой	1	1
357	бы не	1	1
358	большей части	3	1
359	так в	4	1
360	чем его	1	1
361	не могла	2	1
362	при этом	19	1
363	зрительный образ	2	1
364	она вся	1	1
365	эмпирических фактов	1	1
366	к одному	1	1
367	в силу	1	1
368	уже вовсе	1	1
369	и по	1	1
370	людей и	1	1
371	так например	1	1
372	от других	1	1
373	таким образом	1	1
374	по его	1	1
375	однако все	1	1
376	не будет	2	1
377	главным образом	1	1
378	чего он	1	1
379	мы уже	1	1
380	них не	1	1
381	а по	2	1
382	по смыслу	1	1
383	то есть	9	1
384	или наконец	1	1
385	его в	1	1
386	ли он	1	1
387	не умеет	1	1
388	и отдельные	1	1
389	уже знаем	1	1
390	увидим впоследствии	1	1
391	и тем	4	1
392	времен года	1	1
393	в жизни	3	1
394	солнце и	1	1
395	он является	1	1
396	далеко не	1	1
397	в этой	6	1
398	этого не	2	1
399	со своими	1	1
400	не всегда	3	1
401	на другое	1	1
402	они являются	1	1
403	основывается на	1	1
404	в москве	2	1
405	жизни но	2	1
406	его слово	1	1
407	производит впечатление	1	1
