N	3gram	Tiupa_Hudo_1	Istorich
1	в этих случаях	1	10
2	с другой стороны	5	8
3	о том что	1	5
4	так же как	1	4
5	с одной стороны	2	4
6	на первый взгляд	1	4
7	мы имеем в	3	4
8	тем не менее	3	4
9	в том что	7	4
10	этой точки зрения	1	3
11	с этой точки	1	3
12	не может быть	3	3
13	дело не в	1	3
14	точно так же	1	2
15	в одной из	1	2
16	как это происходит	1	2
17	это происходит в	1	2
18	а в том	1	2
19	в то время	1	2
20	на свое место	1	2
21	как и в	1	2
22	таким образом что	1	1
23	с точки зрения	3	1
24	состоит в том	5	1
25	а не с	1	1
26	по отношению к	9	1
27	он не только	1	1
28	в этом случае	1	1
29	он мог бы	1	1
30	то же самое	1	1
31	только в условиях	1	1
32	в иных случаях	1	1
33	сама по себе	2	1
34	что он не	1	1
35	не входит в	1	1
36	бы то ни	1	1
37	этих случаях оказывается	1	1
38	но он не	2	1
39	тогда как в	1	1
40	в таких случаях	1	1
41	в самом начале	1	1
42	если бы для	1	1
43	то ни было	1	1
44	может быть это	1	1
45	имеем дело с	1	1
46	в связи с	1	1
47	имеются и в	1	1
48	по содержанию своему	1	1
49	и потому что	1	1
50	может быть названо	2	1
51	только о том	1	1
52	более или менее	5	1
53	не в качестве	1	1
54	перед тем как	1	1
55	также своего рода	1	1
56	ту или иную	1	1
57	таким образом и	1	1
58	в чем собственно	1	1
59	к тому что	2	1
