N	2gram	Propp_Isto_7	Analitik
1	тогда как	3	19
2	в этом	12	18
3	не только	21	16
4	и в	24	16
5	в частности	1	16
6	так и	5	15
7	как и	6	14
8	своего рода	4	12
9	но и	11	12
10	и не	4	12
11	том что	10	12
12	в том	7	12
13	в качестве	3	11
14	при этом	4	10
15	а не	8	10
16	как бы	4	10
17	в этой	1	9
18	ничего не	5	9
19	и даже	3	9
20	в целом	1	8
21	представляет собой	4	8
22	состоит в	1	8
23	в данном	4	8
24	не случайно	3	8
25	к тому	1	7
26	а также	1	7
27	о том	9	7
28	то что	7	7
29	в самом	2	6
30	и на	2	6
31	но в	5	6
32	может быть	14	6
33	с другой	9	6
34	как это	2	6
35	на себя	2	5
36	и к	1	5
37	данном случае	3	5
38	с одной	5	5
39	говорит о	2	5
40	того же	2	4
41	между двумя	1	4
42	но не	6	4
43	по отношению	1	4
44	как в	12	4
45	в своем	1	4
46	хотя и	3	4
47	он в	2	4
48	то же	8	4
49	не с	1	4
50	и тем	2	4
51	тем самым	1	4
52	точки зрения	4	4
53	не в	9	4
54	в конце	3	4
55	не менее	5	4
56	во второй	1	4
57	можно сказать	1	4
58	во всех	7	4
59	только в	6	4
60	и его	3	4
61	уже не	2	4
62	в сознании	1	4
63	не так	2	4
64	у него	10	4
65	одной стороны	5	4
66	не может	14	4
67	и смерти	1	4
68	этом случае	1	4
69	все это	8	4
70	в один	2	4
71	отношению к	1	4
72	и то	1	3
73	в ситуации	1	3
74	в их	4	3
75	мы имеем	12	3
76	ему в	1	3
77	ответ на	6	3
78	самом начале	1	3
79	на его	2	3
80	и если	3	3
81	и сам	1	3
82	его от	1	3
83	попадает в	2	3
84	автора и	1	3
85	не мог	1	3
86	в эту	1	3
87	не столько	3	3
88	тем не	4	3
89	случае в	1	3
90	никогда не	4	3
91	имеем дело	1	3
92	со своим	4	3
93	сводится к	1	3
94	тем что	6	3
95	как будто	1	3
96	как мы	3	3
97	можно было	1	3
98	если бы	1	3
99	что и	8	3
100	и все	6	3
101	одной из	4	3
102	с ними	1	3
103	так что	3	3
104	я в	1	3
105	из них	2	3
106	обращает на	1	3
107	только на	2	3
108	со стороны	2	3
109	именно в	1	3
110	было бы	2	3
111	из трех	1	3
112	и за	1	3
113	или в	8	3
114	на небесах	2	3
115	прежде всего	2	3
116	на конце	1	3
117	а в	10	3
118	на смену	1	3
119	не знает	1	3
120	в действительности	2	3
121	я его	1	2
122	отношения к	1	2
123	из его	1	2
124	а как	1	2
125	во времени	1	2
126	и он	3	2
127	собой в	1	2
128	еще не	8	2
129	он был	1	2
130	иного рода	1	2
131	на основе	1	2
132	встречи с	1	2
133	знаю что	2	2
134	однако как	1	2
135	на то	3	2
136	вообще не	2	2
137	он не	6	2
138	от которого	1	2
139	в окно	1	2
140	что она	5	2
141	таким образом	7	2
142	в одну	2	2
143	же не	1	2
144	них не	1	2
145	на протяжении	1	2
146	по себе	1	2
147	он же	1	2
148	в этих	13	2
149	в своей	1	2
150	в котором	2	2
151	с точки	1	2
152	но эта	2	2
153	и наоборот	1	2
154	для нее	2	2
155	в таких	2	2
156	она не	2	2
157	в то	2	2
158	дело не	5	2
159	не имеет	4	2
160	на него	2	2
161	которые и	1	2
162	так например	2	2
163	всего в	1	2
164	обращаясь к	1	2
165	те же	1	2
166	того и	1	2
167	на которую	1	2
168	нас к	2	2
169	с ним	5	2
170	что в	13	2
171	никак не	1	2
172	или их	1	2
173	его в	3	2
174	и во	1	2
175	в его	1	2
176	не знаю	3	2
177	того что	6	2
178	один из	7	2
179	а то	1	2
180	ни с	2	2
181	и их	1	2
182	или даже	2	2
183	вовсе не	4	2
184	не о	1	2
185	представляют собой	5	2
186	здесь в	1	2
187	вслед за	1	2
188	превращается в	3	2
189	и стал	3	2
190	на этот	2	2
191	его как	1	2
192	о чем	1	2
193	вступает в	3	2
194	вместе с	7	2
195	так же	6	2
196	при переходе	2	2
197	к своему	1	2
198	этих случаях	16	2
199	в ответ	3	2
200	по существу	4	2
201	в состоянии	4	2
202	еще одна	3	2
203	тот кто	5	2
204	еще более	1	2
