N	2gram	Bakhtin_Fr_7	Istorich
1	что он	3	24
2	не только	5	18
3	может быть	4	17
4	мы имеем	2	15
5	и в	41	15
6	никогда не	2	15
7	так как	3	14
8	но и	9	14
9	так же	5	13
10	знаем что	1	12
11	что в	9	12
12	то что	8	12
13	а в	5	12
14	в этом	15	11
15	об этом	1	11
16	в этих	2	11
17	и не	7	11
18	то же	13	10
19	что они	1	10
20	его в	3	10
21	еще не	2	9
22	все же	1	9
23	в другом	1	9
24	с тем	1	9
25	и здесь	4	9
26	потому что	5	9
27	должны были	1	8
28	он не	4	8
29	связи с	1	8
30	один из	1	8
31	мы увидим	1	8
32	очень много	1	8
33	мы видим	6	8
34	в нем	7	7
35	таким образом	19	7
36	том что	4	7
37	не в	9	7
38	ничего не	4	7
39	смерти и	1	7
40	вместе с	5	7
41	мы здесь	2	6
42	но в	8	6
43	что это	4	6
44	и что	1	6
45	в его	12	6
46	что и	5	6
47	мы уже	12	6
48	так что	1	6
49	вход в	1	6
50	как бы	7	6
51	в том	11	6
52	только в	6	6
53	и есть	3	5
54	как в	5	5
55	с этим	2	5
56	и наконец	4	5
57	имеем в	2	5
58	но все	4	5
59	было бы	4	5
60	этого не	1	5
61	в котором	1	5
62	на него	1	5
63	видим что	1	5
64	можно было	3	5
65	так и	10	5
66	связан с	2	5
67	она не	1	5
68	к нему	5	5
69	в одном	3	5
70	прежде всего	11	5
71	к которому	1	5
72	представления о	1	5
73	а не	2	5
74	в связи	2	5
75	не может	3	5
76	к тому	2	5
77	со всех	2	4
78	всех сторон	1	4
79	в ней	5	4
80	и на	4	4
81	только после	1	4
82	в одной	2	4
83	в себе	11	4
84	все эти	13	4
85	в этой	13	4
86	и они	1	4
87	при этом	3	4
88	после этого	1	4
89	уже видели	2	4
90	и с	4	4
91	не будем	1	4
92	но он	4	4
93	но они	1	4
94	дело не	2	4
95	того как	5	4
96	очень часто	3	4
97	о нем	3	4
98	другими словами	2	4
99	в другой	1	4
100	сына в	1	4
101	его и	1	4
102	при рождении	1	4
103	руки и	1	4
104	у него	6	4
105	тем что	3	4
106	и др	2	4
107	связь с	1	4
108	но это	3	4
109	в область	3	4
110	не должен	1	4
111	одной из	2	4
112	и другие	3	4
113	они не	1	4
114	в доме	2	3
115	мы не	2	3
116	не совсем	2	3
117	он был	3	3
118	увидим что	1	3
119	он в	1	3
120	как он	2	3
121	говорит что	2	3
122	уже знаем	1	3
123	он и	1	3
124	не мог	2	3
125	в их	3	3
126	с одним	1	3
127	и его	9	3
128	встречается в	1	3
129	и это	5	3
130	но по	2	3
131	в себя	2	3
132	так в	1	3
133	роль в	2	3
134	о том	6	3
135	после того	4	3
136	и она	1	3
137	того что	2	3
138	в качестве	9	3
139	по отношению	2	3
140	то чего	1	3
141	в состоянии	2	3
142	в других	1	3
143	как это	1	3
144	все это	10	3
145	между прочим	1	3
146	отношению к	2	3
147	царство и	1	3
148	а другой	1	3
149	например в	3	2
150	сын и	1	2
151	самом деле	1	2
152	на самом	2	2
153	и для	5	2
154	в сущности	4	2
155	что иное	1	2
156	принадлежит к	1	2
157	я не	3	2
158	они были	1	2
159	и то	2	2
160	в которых	2	2
161	иное как	1	2
162	во всех	3	2
163	то мы	1	2
164	но не	1	2
165	не просто	2	2
