N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	40
2	то есть	19	18
3	и его	5	17
4	прежде всего	4	16
5	в этом	17	15
6	мы уже	1	13
7	не только	32	13
8	в его	9	13
9	и не	20	13
10	вовсе не	1	12
11	что в	3	12
12	как и	7	11
13	но и	23	11
14	таким образом	1	10
15	как мы	3	10
16	и т.п	8	10
17	в сущности	3	9
18	он не	3	9
19	в них	1	9
20	может быть	25	9
21	и все	2	9
22	и до	2	8
23	и на	3	8
24	отношение к	2	8
25	все эти	2	8
26	и с	4	8
27	в том	18	8
28	у него	4	8
29	но в	6	8
30	то же	4	7
31	в своем	2	7
32	он и	1	7
33	в виду	1	7
34	до нас	1	7
35	и др	2	7
36	во всех	1	6
37	в самом	1	6
38	в то	3	6
39	же время	4	6
40	связи с	4	6
41	связь с	1	6
42	в той	6	6
43	здесь и	2	5
44	в году	1	5
45	в нем	4	5
46	со всеми	1	5
47	так сказать	1	5
48	в основе	5	5
49	и для	2	5
50	в особенности	4	5
51	те же	4	5
52	начала и	1	5
53	связаны с	1	5
54	в литературе	2	5
55	для него	2	5
56	то что	11	5
57	не было	2	5
58	а не	12	5
59	в связи	2	5
60	как раз	2	5
61	также и	1	4
62	жизни и	3	4
63	в ней	3	4
64	жизнью и	2	4
65	в мире	9	4
66	было бы	4	4
67	с начала	1	4
68	ни в	3	4
69	том что	14	4
70	в их	1	4
71	даже в	2	4
72	в области	2	4
73	у нас	1	4
74	и смертью	1	4
75	о том	6	4
76	роль в	2	4
77	особенно в	3	4
78	и здесь	1	4
79	а также	7	4
80	и во	1	4
81	один из	3	4
82	из них	3	4
83	и даже	3	4
84	до сих	1	4
85	здесь в	1	4
86	и потому	2	4
87	в данном	5	4
88	сих пор	1	4
89	в культуре	2	4
90	ни для	7	4
91	и брани	1	4
92	самом деле	2	3
93	на самом	1	3
94	и есть	1	3
95	с его	6	3
96	по отношению	7	3
97	отличие от	5	3
98	в этой	5	3
99	и как	5	3
100	и наконец	1	3
101	и к	1	3
102	шире и	1	3
103	в себе	8	3
104	при этом	9	3
105	об этом	1	3
106	на протяжении	6	3
107	но именно	1	3
108	мы видели	1	3
109	в отличие	5	3
110	не понимает	1	3
111	их в	1	3
112	вплоть до	2	3
113	дело не	1	3
114	одна из	3	3
115	между жизнью	1	3
116	о нем	4	3
117	начиная с	1	3
118	но все	4	3
