N	3gram	Bakhtin_Pr_2	KulturaY
1	для того чтобы	1	15
2	в том что	4	15
3	с точки зрения	9	9
4	по отношению к	8	8
5	в самом деле	3	7
6	с другой стороны	1	6
7	о том что	3	5
8	в зависимости от	3	5
9	в этом отношении	2	5
10	по крайней мере	2	5
11	мере в какой	1	5
12	той мере в	1	5
13	в той мере	1	5
14	что же касается	1	4
15	до сих пор	2	4
16	тем не менее	1	4
17	более или менее	1	3
18	в этом смысле	5	3
19	можно было бы	1	3
20	не потому что	1	3
21	не может быть	6	3
22	и того же	1	2
23	как раз на	1	2
24	на самом деле	1	2
25	на то что	2	2
26	в том и	1	2
27	в этом случае	1	2
28	потому что не	1	2
29	в каждом из	2	2
30	в свое время	2	2
31	то же время	3	2
32	хотя бы и	2	2
33	этой точки зрения	2	2
34	и в самом	2	2
35	но все же	2	2
36	одного и того	1	2
37	в то же	3	2
38	но прежде всего	1	1
39	художественной литературе и	1	1
40	между ними и	1	1
41	что в данном	1	1
42	ни один из	1	1
43	можно и должно	1	1
44	как раз и	1	1
45	что с точки	1	1
46	только в той	1	1
47	сами по себе	1	1
48	в отличие от	1	1
49	в наше время	1	1
50	в письме к	1	1
51	на этот вопрос	1	1
52	не укладывается в	1	1
53	что все это	1	1
54	мысли и идеи	1	1
55	же из них	1	1
56	в прокрустово ложе	1	1
57	позицию по отношению	1	1
58	но только для	1	1
59	ничего общего с	1	1
60	не только в	1	1
61	в противоречии с	1	1
62	и с точки	1	1
63	все это как	1	1
64	и в его	3	1
65	неразрывно связан с	1	1
66	тех или иных	1	1
67	имеем в виду	2	1
68	как свой предмет	1	1
69	это не значит	1	1
70	в том смысле	1	1
71	я не люблю	1	1
72	не находится в	1	1
73	само по себе	2	1
74	так же как	3	1
75	вовсе еще не	1	1
76	потому что они	2	1
77	лицом к лицу	1	1
78	а может быть	2	1
79	самом деле в	1	1
80	том что на	1	1
81	рядом с этим	1	1
82	что он есть	1	1
83	как будто и	1	1
84	ни в каком	1	1
85	но с другой	1	1
86	далеко не всегда	1	1
87	о характере этого	1	1
88	в ее целом	1	1
89	все слова в	1	1
90	той или иной	3	1
91	и более широкое	1	1
92	мы имеем в	2	1
93	в дневнике писателя	1	1
94	смысле этого слова	2	1
95	друг от друга	2	1
96	тем более что	1	1
97	в большинстве случаев	2	1
98	и не потому	1	1
99	в братьях карамазовых	2	1
100	таким образом в	2	1
101	потому что она	1	1
102	того как мы	1	1
103	и не находится	1	1
104	и если не	1	1
