N	3gram	Tiupa_Hudo_1	Dialekti
1	и т д	3	15
2	с точки зрения	3	9
3	в том что	6	9
4	не может быть	2	6
5	то же время	8	6
6	в то же	8	6
7	в этом смысле	1	4
8	того что он	1	4
9	не в том	2	4
10	в результате которой	1	4
11	и в этом	1	3
12	личности с ее	1	3
13	на то что	2	3
14	одних и тех	1	2
15	имеет ничего общего	1	2
16	о том как	2	2
17	как и все	1	2
18	и в то	1	2
19	с этой точки	1	2
20	то и другое	2	2
21	и тех же	1	2
22	ту или иную	2	2
23	ничего общего с	1	2
24	еще ничего не	1	2
25	но в то	3	2
26	этой точки зрения	1	2
27	то что мы	1	2
28	в свою очередь	1	2
29	та или иная	3	2
30	не имеет ничего	1	2
31	тем не менее	3	2
32	не может не	1	1
33	в чем не	1	1
34	ни с какой	1	1
35	что она не	1	1
36	только потому что	2	1
37	та же самая	1	1
38	прежде всего в	1	1
39	прежде всего это	1	1
40	отличаются друг от	1	1
41	точки зрения в	1	1
42	же как и	1	1
43	самом же деле	1	1
44	может быть только	1	1
45	и то и	1	1
46	именно в этом	1	1
47	в сущности в	1	1
48	в отличие от	1	1
49	и та же	1	1
50	на самом же	1	1
51	в себе и	1	1
52	того и другого	1	1
53	с тем что	1	1
54	то что я	1	1
55	нет ничего удивительного	1	1
56	в аспекте ее	1	1
57	к жизни и	2	1
58	т е все	1	1
59	в том случае	1	1
60	в это время	1	1
61	личности в ее	1	1
62	содержит в себе	1	1
63	в данном случае	1	1
64	не только в	2	1
65	мы не знаем	1	1
66	удивительного в том	1	1
67	в конце концов	1	1
68	жизнь личности в	1	1
69	так или иначе	2	1
70	в этот момент	1	1
71	в нем не	1	1
72	в связи с	3	1
73	уже не может	1	1
74	то ни другое	1	1
75	уходит своими корнями	1	1
76	своими корнями в	1	1
77	как бы в	1	1
78	или иначе не	1	1
79	также и о	1	1
80	ничего удивительного в	1	1
81	связи с этим	2	1
82	одна и та	1	1
83	о том что	9	1
84	мы еще ничего	1	1
85	не только не	1	1
86	легко заметить что	1	1
87	в себя и	1	1
88	речь идет о	2	1
89	но все же	1	1
90	ни в чем	1	1
91	друг от друга	1	1
92	ни то ни	1	1
93	вполне достаточно чтобы	1	1
94	перед нами не	1	1
95	по себе а	1	1
96	том случае если	1	1
97	же время нельзя	1	1
98	своей и чужой	1	1
