N	2gram	Trubetskoy_1	Psycholo
1	то что	13	37
2	и в	14	30
3	в том	17	27
4	что в	4	24
5	и что	2	23
6	потому что	5	23
7	том что	9	21
8	того чтобы	8	20
9	таким образом	11	20
10	для того	6	20
11	как бы	4	19
12	на то	5	17
13	что он	6	17
14	не только	9	16
15	и мы	1	16
16	если мы	1	16
17	в этом	17	14
18	в самом	3	14
19	то есть	1	13
20	так же	2	13
21	показать что	1	12
22	в сущности	1	12
23	вместе с	4	12
24	может быть	9	11
25	если бы	6	11
26	как на	8	11
27	о том	7	10
28	и то	4	9
29	никогда не	5	9
30	и когда	1	9
31	так как	4	9
32	с другой	1	9
33	для этого	3	9
34	не может	22	9
35	самом деле	7	8
36	на деле	1	8
37	что это	3	8
38	он должен	5	8
39	при этом	5	8
40	заключается в	1	8
41	с тем	6	8
42	сейчас же	1	8
43	не в	4	8
44	к тому	7	8
45	и это	1	8
46	тому что	2	8
47	того что	3	8
48	а не	2	8
49	могут быть	1	8
50	и т	3	7
51	то же	11	7
52	но не	4	7
53	все же	4	7
54	и как	3	7
55	в нем	5	7
56	точки зрения	11	7
57	по себе	2	7
58	в основе	1	7
59	совершенно ясно	1	7
60	мы можем	2	7
61	как это	1	7
62	в зависимости	1	6
63	мы уже	2	6
64	в своем	6	6
65	и если	7	6
66	факт что	2	6
67	что все	3	6
68	ясно что	2	6
69	как и	4	6
70	никак не	1	6
71	что с	2	6
72	как будто	2	6
73	в совершенно	4	6
74	или в	3	6
75	о котором	3	6
76	и тем	2	6
77	двух противоположных	1	6
78	тем что	3	6
79	но и	10	6
80	именно в	3	6
81	и не	19	6
82	и для	6	6
83	что оно	3	6
84	совершенно не	2	6
85	жизни и	4	6
86	и есть	2	5
87	еще не	3	5
88	по этому	2	5
89	что они	3	5
90	когда он	1	5
91	в себе	9	5
92	в этой	4	5
93	было бы	5	5
94	несмотря на	3	5
95	сих пор	5	5
96	стоит только	2	5
97	только не	1	5
98	же самое	1	5
99	как мы	1	5
100	но в	2	5
101	сводится к	3	5
102	один из	1	5
103	только в	5	5
104	именно на	2	5
105	до сих	5	5
106	а с	2	5
107	совершенно очевидно	2	5
108	и потому	3	5
109	бы в	1	5
110	в своих	6	5
111	исходит из	1	4
112	как только	1	4
113	то это	3	4
114	в ней	2	4
115	друг к	1	4
116	стороны и	1	4
117	и к	6	4
118	мы говорили	3	4
119	и заключается	1	4
