N	3gram	Propp_Isto_1	Narrotol
1	не только в	1	6
2	в том что	4	5
3	к тому же	1	5
4	в соответствии с	1	4
5	не может быть	7	4
6	по отношению к	3	3
7	подобно тому как	1	3
8	в этом отношении	1	3
9	для того чтобы	1	3
10	в первом случае	1	3
11	тем не менее	6	3
12	о том что	3	2
13	мы имеем дело	1	2
14	внимание на то	1	2
15	то же самое	3	2
16	не было и	1	2
17	до сих пор	5	2
18	сами по себе	1	2
19	в отличие от	2	2
20	друг на друга	1	2
21	но и в	2	2
22	чем иным как	1	2
23	в зависимости от	2	2
24	в связи с	3	2
25	тем или иным	1	2
26	дело в том	3	2
27	не только на	1	2
28	на то что	4	2
29	что иное как	1	1
30	никогда не было	1	1
31	порой в качестве	1	1
32	мере того как	2	1
33	какой бы то	1	1
34	как один из	1	1
35	более или менее	5	1
36	большей или меньшей	2	1
37	не только с	1	1
38	по мере того	2	1
39	один и тот	2	1
40	же как и	1	1
41	с другой стороны	5	1
42	до известной степени	1	1
43	ни один человек	1	1
44	бы то ни	2	1
45	как мы увидим	2	1
46	только то что	1	1
47	но и здесь	1	1
48	точно так же	3	1
49	то что обычно	1	1
50	она может быть	1	1
51	в том случае	1	1
52	в этой связи	1	1
53	едва ли не	1	1
54	что это за	3	1
55	дело не с	1	1
56	то ни было	2	1
57	в меньшей степени	1	1
58	с одной стороны	4	1
59	и тот же	2	1
60	в значительной степени	1	1
61	в конечном итоге	2	1
62	друг с другом	3	1
63	связаны между собой	1	1
64	в большей или	1	1
65	именно это и	1	1
66	в стороне от	1	1
67	содержит в себе	1	1
68	не сами по	1	1
69	будет сказано ниже	1	1
70	не само по	1	1
71	мы не можем	2	1
72	еще в году	1	1
73	само по себе	2	1
74	не сливаются в	1	1
75	но все же	3	1
76	если бы не	1	1
77	в этих случаях	2	1
78	по себе но	1	1
79	уже не только	1	1
80	к тому что	1	1
81	с большей или	1	1
82	по себе а	1	1
83	но и с	1	1
84	и т д	22	1
