N	2gram	Losev_Dial_3	Poddanst
1	не только	23	17
2	и в	24	14
3	и не	27	12
4	в этом	8	10
5	в отношении	1	10
6	в качестве	1	9
7	но в	2	9
8	то же	6	9
9	в том	5	9
10	хотя бы	4	8
11	только в	5	7
12	в то	5	7
13	же время	3	7
14	в ней	2	6
15	было бы	5	6
16	но и	9	6
17	быть может	3	6
18	в смысле	2	6
19	россии в	1	5
20	с другой	4	5
21	может быть	13	5
22	и пр	6	5
23	а я	2	5
24	не в	3	5
25	и о	3	5
26	если бы	6	4
27	тех кто	1	4
28	в своем	3	4
29	и к	5	4
30	как бы	3	4
31	и если	2	4
32	том что	8	4
33	не может	19	4
34	и потому	2	4
35	в котором	1	4
36	по себе	20	4
37	что в	7	4
38	же в	2	4
39	а в	2	4
40	то что	14	4
41	и т	24	3
42	мы не	5	3
43	это не	4	3
44	хотя и	5	3
45	и как	8	3
46	тот же	1	3
47	с одной	3	3
48	в себе	2	3
49	религиозного творчества	1	3
50	в нем	3	3
51	сами по	3	3
52	для того	3	3
53	прежде всего	8	3
54	одной стороны	3	3
55	что мы	8	3
56	и без	3	3
57	с точки	14	3
58	но не	2	3
59	она есть	10	3
60	могут быть	2	3
61	т е	48	3
62	тем самым	3	3
63	потому что	7	3
64	точки зрения	25	3
65	в сравнении	3	3
66	сравнении с	3	3
67	я и	2	3
68	и это	4	2
69	отношения к	1	2
70	например в	2	2
71	в сфере	1	2
72	в ее	1	2
73	и есть	16	2
74	в мире	1	2
75	было в	1	2
76	есть не	9	2
77	есть нечто	23	2
78	но к	1	2
79	никак не	2	2
80	во всех	1	2
81	говорить о	4	2
82	в общем	1	2
83	со стороны	2	2
84	отнюдь не	10	2
85	с этим	3	2
86	того что	12	2
87	стороны и	1	2
88	помнить что	1	2
89	духа и	1	2
90	к чему	1	2
91	думать что	2	2
92	есть в	3	2
93	но о	2	2
94	в его	2	2
95	из них	3	2
96	в виде	8	2
97	не к	1	2
98	в силу	3	2
99	и вот	2	2
100	как раз	7	2
101	именно как	3	2
102	и с	6	2
103	точек зрения	1	2
104	как факт	1	2
105	может ли	3	2
106	именно в	2	2
107	iii в	1	2
108	и тем	2	2
109	в них	5	2
110	церкви и	1	2
111	не было	3	2
