N	2gram	Losev_Prob_2	Vvedenie
1	и т	6	42
2	т д	6	36
3	т е	1	35
4	и в	35	32
5	в том	12	31
6	в этом	17	30
7	том что	19	26
8	может быть	18	26
9	не только	24	22
10	для того	3	21
11	того чтобы	2	20
12	таким образом	4	19
13	также и	12	18
14	то что	38	16
15	потому что	13	15
16	так как	7	15
17	не может	13	14
18	в самом	5	13
19	в нем	1	13
20	о том	18	13
21	со стороны	1	13
22	в их	3	12
23	в общем	4	12
24	представляет собой	2	12
25	в его	7	12
26	того что	12	12
27	только в	14	12
28	и не	37	12
29	как на	2	12
30	как мы	5	11
31	и именно	1	11
32	ясно что	8	11
33	в данном	10	11
34	что такое	18	11
35	языка и	5	10
36	что в	11	10
37	то же	5	9
38	в истории	3	9
39	и как	4	9
40	но в	6	9
41	по себе	8	9
42	между тем	1	9
43	в той	2	9
44	этом смысле	5	9
45	науки о	1	8
46	а только	6	8
47	это не	1	8
48	не в	2	8
49	тем не	12	8
50	не менее	13	8
51	с другой	6	8
52	именно в	1	8
53	самом деле	4	7
54	вопрос о	3	7
55	но не	4	7
56	все же	8	7
57	к выводу	1	7
58	было бы	8	7
59	точки зрения	2	7
60	уже и	3	7
61	можно было	5	7
62	выводу что	1	7
63	дело с	1	7
64	как нечто	2	7
65	прежде всего	11	7
66	о котором	3	7
67	только как	3	7
68	смысле слова	7	6
69	и это	5	6
70	из этих	3	6
71	его в	3	6
72	с тем	3	6
73	как и	5	6
74	представить себе	4	6
75	вовсе не	37	6
76	в то	6	6
77	в качестве	2	6
78	тем что	4	6
79	не могут	4	6
80	о природе	1	6
81	один из	3	6
82	этот вопрос	1	6
83	и его	1	6
84	и даже	11	6
85	до сих	4	6
86	но и	16	6
87	а именно	6	6
88	сих пор	4	6
89	все это	4	6
90	хотя бы	12	6
91	одним из	1	5
92	мере в	2	5
93	в целом	3	5
94	иное как	3	5
95	или вообще	4	5
96	с их	1	5
97	так например	1	5
98	об этом	2	5
99	на почве	1	5
100	и тем	4	5
101	данном случае	5	5
102	в них	2	5
103	но если	4	5
104	в которых	1	5
105	сказать что	24	5
106	так что	11	5
107	уже в	3	5
108	не есть	33	5
109	что не	5	5
110	а не	10	5
111	по своему	5	5
112	она есть	1	5
113	как бы	4	5
114	области знания	1	5
115	другой стороны	5	5
116	есть и	1	5
117	в какой	1	5
118	вместе с	2	5
119	и то	10	4
120	как это	1	4
121	связи между	1	4
122	в чисто	1	4
123	той же	2	4
124	в и	2	4
125	мы имеем	1	4
126	язык как	3	4
127	что иное	3	4
128	не просто	11	4
129	независимо от	2	4
130	как уже	1	4
131	от этого	1	4
132	уже не	8	4
133	так или	6	4
134	в себе	5	4
135	но ведь	3	4
136	должен был	1	4
137	по крайней	6	4
138	как о	3	4
139	не имеет	7	4
140	только с	2	4
141	в каждом	1	4
142	здесь нет	1	4
143	это только	3	4
144	времени и	1	4
145	внимание на	3	4
146	и что	13	4
147	крайней мере	6	4
148	еще не	10	4
149	что он	4	4
150	и ее	2	4
151	с одной	5	4
152	в виде	6	4
153	всяком случае	10	4
154	само по	2	4
155	как раз	8	4
156	этом отношении	1	4
157	даже и	18	4
158	одной стороны	5	4
159	или иначе	6	4
160	еще и	5	4
161	о чем	6	4
162	этом случае	7	4
163	и для	6	4
164	особого рода	1	4
165	а в	4	4
166	не что	3	4
167	во всяком	13	4
168	которых не	1	3
169	и есть	4	3
