N	2gram	Ircho_Kome_2	Dialekti
1	т е	1	46
2	и не	14	30
3	и есть	2	19
4	а не	1	18
5	и т	2	17
6	ничего не	1	17
7	может быть	11	17
8	то что	6	16
9	стало быть	1	15
10	и в	26	15
11	как бы	2	14
12	точки зрения	4	14
13	не имеет	3	14
14	так как	4	14
15	что это	4	13
16	по себе	1	13
17	это не	2	12
18	в этом	10	11
19	говорить о	2	11
20	ясно что	8	11
21	в том	11	11
22	прежде всего	4	11
23	не может	3	11
24	и все	2	11
25	том что	9	10
26	в основе	1	10
27	потому что	6	10
28	то же	3	9
29	мы не	2	9
30	было бы	8	9
31	с точки	1	9
32	в виду	2	9
33	и что	2	9
34	все это	3	9
35	в чем	1	8
36	не в	2	8
37	в себе	1	8
38	не только	7	8
39	ни в	5	8
40	и это	2	8
41	и ее	2	8
42	не просто	1	7
43	что именно	2	7
44	и мы	1	7
45	как и	4	7
46	и его	12	7
47	только в	4	7
48	или в	3	7
49	что он	5	7
50	что в	9	7
51	хотя и	4	6
52	если бы	9	6
53	в то	6	6
54	же время	3	6
55	что и	7	6
56	так что	5	6
57	вовсе не	2	6
58	и даже	1	6
59	нет ничего	1	6
60	в результате	1	6
61	тем более	1	6
62	сказать что	1	6
63	той же	3	5
64	мы имеем	2	5
65	в сущности	1	5
66	и на	7	5
67	с его	5	5
68	в своем	6	5
69	что она	2	5
70	в нем	6	5
71	в жизни	1	5
72	же это	1	5
73	в ней	3	5
74	на себе	1	5
75	того чтобы	6	5
76	как таковой	1	5
77	в каком	1	5
78	таким образом	6	5
79	о том	6	5
80	в себя	1	5
81	так и	12	5
82	именно в	1	5
83	если мы	1	5
84	для того	5	5
85	и для	4	5
86	но если	3	5
87	или по	1	4
88	хотя бы	2	4
89	в этой	3	4
90	в течение	2	4
91	и как	1	4
92	с их	4	4
93	и стало	1	4
94	в силу	2	4
95	то ни	2	4
96	и с	5	4
97	этом смысле	2	4
98	с тем	5	4
99	и уже	1	4
100	уже о	2	4
101	той или	1	4
102	еще не	6	4
103	в его	4	4
104	мы видим	1	4
105	с ними	2	4
106	ни с	1	4
107	в одном	2	4
108	не о	1	4
109	само по	1	4
110	как раз	1	4
111	отнюдь не	2	4
112	так же	1	4
113	один из	5	4
114	бы в	2	4
115	жизни и	3	4
116	но и	10	4
117	то на	1	3
118	отношения к	1	3
119	только потому	2	3
120	мы имели	1	3
121	едва ли	14	3
122	же что	1	3
123	то мы	1	3
124	со стороны	2	3
125	надо было	3	3
126	событий а	1	3
127	в истории	5	3
128	общего с	1	3
129	как в	3	3
130	с этим	5	3
131	и нет	1	3
