N	3gram	Bakhtin_Fr_7	Mirosoze
1	есть прежде всего	1	5
2	что иное как	1	3
3	и в этом	1	3
4	это и есть	1	3
5	есть не что	1	3
6	к человеку и	1	3
7	не что иное	1	3
8	как и всегда	1	2
9	потому что он	1	2
10	мы еще вернемся	1	2
11	о том что	1	2
12	по отношению к	2	2
13	как и в	2	2
14	после того как	4	2
15	она не имеет	1	2
16	в том что	3	2
17	как и во	1	2
18	мы увидим что	1	2
19	в тот момент	1	1
20	жизнь и судьба	2	1
21	а следовательно и	2	1
22	с точки зрения	3	1
23	в этом мире	1	1
24	как и все	1	1
25	сам по себе	1	1
26	а также в	1	1
27	с ним как	1	1
28	но и в	1	1
29	в этом отношении	2	1
30	еще нигде не	1	1
31	они как и	1	1
32	отношения к самому	1	1
33	в значительной степени	2	1
34	со всеми его	1	1
35	человека и человеческого	1	1
36	еще вернемся в	1	1
37	и в этой	2	1
38	но в нем	1	1
39	говорят о том	1	1
40	те которые были	1	1
41	есть не только	1	1
42	что у него	2	1
43	это не есть	1	1
44	хотя и в	1	1
45	и в словах	1	1
46	по ту сторону	1	1
47	в разных местах	1	1
48	человек не есть	1	1
49	не в силах	1	1
50	но он не	1	1
51	к которой он	1	1
52	на самом деле	1	1
53	то же что	1	1
54	жизни и от	1	1
55	в конце концов	4	1
56	именно потому что	1	1
57	по своей природе	1	1
