N	3gram	Vinokur_St_2	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	1	10
4	с самого начала	3	8
5	в отношении к	1	7
6	и т п	3	6
7	по отношению к	1	5
8	во всяком случае	3	5
9	в этом смысле	1	4
10	с точки зрения	2	4
11	бы то ни	2	4
12	то ни было	2	4
13	а между тем	1	3
14	в самом деле	2	3
15	он не может	1	3
16	в высшей степени	1	3
17	в конце концов	1	3
18	что у меня	1	3
19	и все это	1	3
20	с другой стороны	3	3
21	а прежде всего	1	2
22	в этом случае	1	2
23	но все это	2	2
24	вместе с тем	5	2
25	в отличие от	2	2
26	и в этом	2	2
27	что он сам	1	2
28	на тему о	1	2
29	о том что	11	2
30	так и в	2	2
31	тем не менее	2	2
32	к тому же	2	2
33	и т д	6	2
34	как мы видели	1	2
35	возбудило в нем	1	1
36	точно такое же	1	1
37	и в которой	1	1
38	где я не	1	1
39	все это и	1	1
40	в чем же	1	1
41	и для самого	1	1
42	в котором он	1	1
43	и в особенности	1	1
44	в ней буквально	1	1
45	в том же	2	1
46	что же касается	1	1
47	у меня в	2	1
48	них как на	1	1
49	как его понимал	1	1
50	он с самого	1	1
51	в еще более	1	1
52	должно было быть	1	1
53	до сих пор	5	1
54	говорить о мире	1	1
55	что он не	4	1
56	не только с	2	1
57	в этом отношении	9	1
58	то что в	2	1
59	говорит о себе	1	1
60	за то что	2	1
61	с которыми он	1	1
62	говорит что он	1	1
63	ни одного слова	1	1
64	вы говорите что	1	1
65	но и эти	1	1
66	и пр в	1	1
67	к одному из	1	1
68	к тому что	5	1
69	что почти все	1	1
70	в значительной степени	2	1
71	на них как	1	1
72	для него самого	2	1
73	о чем он	1	1
74	в данном случае	1	1
75	ни в одном	2	1
76	не столько в	2	1
77	настолько велико что	1	1
78	всяком случае не	2	1
79	и то же	1	1
80	одно и то	1	1
81	то что он	2	1
82	друг к другу	1	1
83	но и с	2	1
84	каждого из них	1	1
85	и в том	1	1
86	потому что они	1	1
87	нет ни одного	1	1
88	в эту сторону	1	1
89	действующих лиц в	1	1
90	имел в виду	1	1
91	т е внутренне	1	1
92	и вместе с	1	1
93	в свою очередь	1	1
94	не только не	2	1
95	ни о каком	1	1
96	по его мнению	1	1
97	но все же	2	1
98	но и по	1	1
99	как бы ни	1	1
100	на то что	2	1
101	вопрос о том	3	1
102	кажется что в	1	1
103	и что он	1	1
104	для того чтобы	5	1
105	в том что	16	1
106	же время с	1	1
107	и в другом	1	1
