N	3gram	Vinokur_Ku_1	Istorich
1	и т д	14	18
2	с другой стороны	6	8
3	в этом случае	2	7
4	с одной стороны	1	7
5	в этих случаях	1	6
6	вместе с тем	3	6
7	о том что	5	4
8	в связи с	3	4
9	но все же	2	4
10	тем не менее	4	4
11	т е в	2	3
12	так же как	1	3
13	не может быть	3	3
14	после того как	1	3
15	для того чтобы	15	3
16	это уже не	1	2
17	на том что	1	2
18	потому что он	1	2
19	если не считать	1	2
20	по отношению к	8	2
21	о том как	3	2
22	с представлением о	1	2
23	до сих пор	4	2
24	в таких случаях	1	2
25	в это время	1	2
26	в особенности в	1	2
27	в том чтобы	8	2
28	не только в	1	2
29	и вместе с	1	2
30	то же в	2	2
31	что представление о	1	2
32	в том что	15	2
33	на то что	2	2
34	что и в	1	2
35	его к себе	2	1
36	большую роль в	1	1
37	т д по	1	1
38	сводится к следующему	1	1
39	мере того как	3	1
40	иметь в виду	1	1
41	он не сделал	1	1
42	это было бы	1	1
43	т д убеждают	1	1
44	на самом деле	2	1
45	никак не может	1	1
46	в соответствии с	3	1
47	свидетельствует о том	1	1
48	по мере того	3	1
49	случаев в которых	1	1
50	с точки зрения	9	1
51	только в том	3	1
52	в зависимости от	5	1
53	в отличие от	1	1
54	несколько случаев в	1	1
55	по своему содержанию	1	1
56	в себе и	1	1
57	с тем что	1	1
58	состоит не в	1	1
59	то же время	2	1
60	целое в свою	1	1
61	точно так же	1	1
62	что все это	1	1
63	с этой точки	1	1
64	только для того	1	1
65	дело не в	1	1
66	пример уже не	1	1
67	одна из наиболее	1	1
68	постановка вопроса о	1	1
69	стоит в связи	1	1
70	все же и	1	1
71	не в том	4	1
72	состоит в том	3	1
73	ту же роль	1	1
74	и потому что	2	1
75	во всех этих	1	1
76	прежде всего есть	1	1
77	она все же	1	1
78	еще и потому	1	1
79	т д все	1	1
80	во всяком случае	5	1
81	мы увидим что	2	1
82	они не имеют	1	1
83	этой точки зрения	2	1
84	и в таком	1	1
85	на той же	1	1
86	таким образом в	1	1
87	д и т	2	1
88	то обстоятельство что	8	1
89	на наших глазах	1	1
90	в свою очередь	3	1
91	само по себе	1	1
92	но дело не	1	1
93	гораздо больше но	1	1
94	и тем самым	1	1
95	хотя бы в	4	1
96	вот пример уже	1	1
97	в самом деле	7	1
98	лет тому назад	1	1
99	только на те	1	1
100	и не потому	1	1
101	в то же	2	1
102	в том смысле	1	1
103	внимание только на	1	1
104	всех этих случаях	1	1
105	только тогда когда	1	1
106	т д и	2	1
107	ныне настала очередь	1	1
