N	2gram	Nazirov_Vr_1	Psycholo
1	то что	7	44
2	и в	8	33
3	в этом	8	28
4	и что	8	25
5	как бы	4	25
6	потому что	1	24
7	том что	3	22
8	может быть	4	22
9	что в	7	21
10	в том	3	21
11	о том	4	20
12	что он	4	20
13	только что	1	15
14	что это	1	13
15	таким образом	2	13
16	так же	4	13
17	и не	5	13
18	все это	4	13
19	в самом	1	12
20	было бы	1	12
21	и все	7	12
22	он не	3	11
23	на то	3	10
24	в его	3	10
25	не может	2	10
26	то же	5	9
27	в этой	2	9
28	как раз	2	9
29	в конце	3	8
30	в рассказе	1	8
31	вместе с	2	8
32	в каком	1	8
33	в своем	3	7
34	раз в	3	7
35	не только	9	7
36	в нем	6	7
37	до конца	1	7
38	для нас	4	7
39	в ней	4	6
40	что они	1	6
41	в себе	2	6
42	после этого	2	6
43	во время	2	6
44	точки зрения	2	6
45	но он	3	6
46	что эта	1	6
47	это не	4	6
48	у него	5	6
49	как на	1	6
50	это и	1	5
51	полагает что	1	5
52	в целом	1	5
53	о смерти	1	5
54	с этим	1	5
55	все же	6	5
56	целый ряд	4	5
57	и как	3	5
58	как он	1	5
59	ясно что	1	5
60	как и	6	5
61	никогда не	2	5
62	и его	3	5
63	и это	2	5
64	с ним	4	5
65	заключается в	1	5
66	что для	1	5
67	из этого	1	5
68	и есть	1	4
69	той же	1	4
70	я не	3	4
71	говорит о	1	4
72	не будет	1	4
73	это было	1	4
74	и уже	3	4
75	этот материал	1	4
76	в своей	2	4
77	с точки	2	4
78	одна из	2	4
79	это мнение	1	4
80	а в	2	4
81	и о	3	4
82	что у	3	4
83	жизнь и	1	4
84	об этом	5	4
85	о нем	6	4
86	не просто	1	4
87	того что	1	4
88	себя в	1	4
89	в жизни	1	4
90	при помощи	2	4
91	из них	2	4
92	никто не	1	4
93	целым рядом	1	4
94	в частности	1	4
95	жизни и	1	4
96	это в	2	4
97	к этому	3	4
98	в таком	1	4
99	речь идет	3	3
100	же как	2	3
101	шаг за	1	3
102	к своей	1	3
103	идет о	1	3
104	и этот	1	3
105	говорить о	1	3
106	событий и	1	3
107	и он	2	3
108	но не	1	3
109	в сторону	1	3
110	конце концов	1	3
111	как в	1	3
112	его в	3	3
113	далеко не	3	3
114	всех этих	1	3
115	в дневнике	4	3
116	их в	2	3
117	что этот	1	3
118	тем самым	1	3
119	в то	5	3
120	ли это	1	3
121	во все	1	3
122	с ее	1	3
123	в мире	2	3
124	так и	1	3
125	это то	1	3
126	во всей	1	3
127	вслед за	1	3
128	том как	1	3
129	тому же	1	3
130	всяком случае	1	3
131	в одном	1	3
132	тем что	3	3
133	и из	1	3
134	до сих	1	3
135	но и	7	3
136	на этот	1	3
137	не было	5	3
138	эти слова	3	3
139	из которых	1	3
140	в той	2	3
141	да и	1	3
142	еще раз	1	3
143	сих пор	1	3
144	мести и	1	3
145	бы его	1	3
146	за шагом	1	3
147	к этой	1	3
148	в своих	4	3
149	точно так	1	3
150	во всяком	1	3
151	этот характер	1	2
152	также и	1	2
153	и то	2	2
154	и ее	2	2
155	это время	1	2
156	не был	1	2
157	столь же	2	2
158	с его	3	2
159	во всех	1	2
160	как говорит	1	2
161	что ее	1	2
162	и наконец	1	2
163	но в	6	2
164	всего романа	1	2
165	при этом	4	2
166	едва ли	1	2
167	что ни	1	2
168	никому не	1	2
169	ввел в	1	2
170	в них	2	2
171	всю жизнь	1	2
172	такой же	1	2
173	которую он	1	2
174	можно найти	1	2
175	записи в	1	2
176	в котором	6	2
177	в их	1	2
178	место в	2	2
179	в русской	3	2
180	не имеет	1	2
181	только не	1	2
182	же время	5	2
183	во всем	1	2
184	этот закон	1	2
185	этой сцене	1	2
186	в ее	1	2
187	то время	1	2
188	на нее	1	2
189	и с	6	2
190	ничего не	1	2
191	в виду	4	2
192	ему нужно	1	2
193	но мы	1	2
194	рассказ не	1	2
195	один из	1	2
196	ли он	1	2
197	через несколько	1	2
198	связи с	3	2
199	уже в	4	2
200	чтобы он	3	2
201	в нашей	2	2
202	не все	1	2
203	его и	2	2
204	мы знаем	2	2
205	не хотел	1	2
206	с другой	1	2
207	такое понимание	1	2
208	именно в	1	2
209	а с	2	2
210	прежде всего	1	2
211	тех пор	1	2
212	в монологах	1	2
213	с конца	1	2
214	этот рассказ	2	2
215	материал и	1	2
216	в это	2	2
217	и другом	1	2
218	и от	1	2
219	ее и	1	2
220	другой стороны	1	2
221	который не	1	2
222	которых не	1	1
223	этого романа	1	1
224	себя как	1	1
225	от этой	1	1
226	через месяц	1	1
227	этого в	1	1
228	человека и	1	1
229	начинается с	1	1
230	и писатель	1	1
231	того же	1	1
232	ему что	1	1
233	не хочет	1	1
234	он всегда	1	1
235	он как	1	1
236	хуже чем	1	1
237	с толстым	1	1
238	мы получаем	1	1
239	еще не	2	1
240	но как	2	1
241	заметим что	1	1
242	если в	1	1
243	каком направлении	1	1
244	это сравнение	1	1
245	несмотря на	4	1
246	и речи	1	1
247	я только	1	1
248	рассказ этот	1	1
249	и я	1	1
250	в истории	4	1
251	первый взгляд	1	1
252	же с	1	1
253	независимо от	1	1
254	дает нам	1	1
255	как к	1	1
256	же самому	1	1
257	нападает на	1	1
258	в этот	3	1
259	роль играет	1	1
260	поэтому он	1	1
261	романа это	1	1
262	рассказ о	1	1
263	чувств и	2	1
264	но ведь	1	1
265	не могла	1	1
266	имело бы	1	1
267	теперь это	1	1
268	воду в	1	1
269	и сам	1	1
270	отцов и	4	1
271	в плане	1	1
272	из него	1	1
273	называя его	1	1
274	это конечно	1	1
275	в одну	2	1
276	другой раз	1	1
277	есть все	1	1
278	в глубине	1	1
279	его слабости	1	1
280	этом романе	1	1
281	этом смысле	1	1
282	знали что	1	1
283	на характер	1	1
284	и романа	1	1
285	эта попытка	1	1
286	на первый	2	1
287	в эту	2	1
288	в этих	1	1
289	для него	2	1
290	его современников	1	1
291	будь он	1	1
292	одном из	1	1
293	второй раз	1	1
294	без всяких	1	1
295	не могли	1	1
296	с такими	1	1
297	что есть	3	1
298	но они	1	1
299	правда в	1	1
300	того как	1	1
301	нарастало и	1	1
302	в могиле	1	1
303	все свои	1	1
304	он хочет	1	1
305	такая же	1	1
306	за исключением	1	1
307	совершенно прав	1	1
308	сюжет в	1	1
309	до того	1	1
310	приехал в	2	1
311	считать что	1	1
312	вот в	1	1
313	глубине души	1	1
314	один раз	1	1
315	начиная с	2	1
316	глаза в	1	1
317	об одном	1	1
318	вот такой	1	1
319	на это	2	1
320	не забудем	1	1
321	свою очередь	1	1
322	меня в	1	1
323	с первого	1	1
324	на той	1	1
325	этого как	1	1
326	нужно было	1	1
327	об этой	2	1
328	чем все	1	1
329	именно этот	1	1
330	но у	1	1
331	он сам	2	1
332	и вообще	1	1
333	эту сцену	2	1
334	толстого к	1	1
335	художественные произведения	1	1
336	а также	2	1
337	что им	1	1
338	это была	1	1
339	и во	3	1
340	все в	1	1
341	к нему	1	1
342	его с	2	1
343	в другой	1	1
344	романа в	1	1
345	следить за	1	1
346	гамлет и	1	1
347	в третий	1	1
348	но с	1	1
349	что только	1	1
350	совсем не	1	1
351	романа и	1	1
352	действие в	1	1
353	материал взятый	1	1
354	между тем	5	1
355	тургенева и	18	1
356	если это	1	1
357	и у	3	1
358	самую суть	1	1
359	больше не	1	1
360	в душе	1	1
361	забудем что	1	1
362	и их	1	1
363	для правильного	1	1
364	ее не	1	1
365	и никогда	1	1
366	это будет	1	1
367	рядом с	2	1
368	в особенности	1	1
369	и даже	6	1
370	нам не	1	1
371	о своей	1	1
372	обратились на	1	1
373	к которому	1	1
374	в предисловии	1	1
375	во второй	1	1
376	сцена не	1	1
377	с героями	1	1
378	и самый	1	1
379	в ту	1	1
380	с которым	2	1
381	они как	1	1
382	только от	1	1
383	не об	1	1
384	ближе к	1	1
385	уже давно	1	1
386	него в	1	1
387	за тем	1	1
388	так в	2	1
389	знаем о	1	1
390	что за	1	1
391	автором на	1	1
392	матери и	3	1
393	хотя он	1	1
394	лежал в	1	1
395	в условиях	1	1
396	но это	2	1
397	отличается от	1	1
398	имел в	3	1
399	в чем	3	1
400	и близко	1	1
401	но для	1	1
402	это как	1	1
403	которых он	1	1
404	в связи	3	1
405	этого и	1	1
406	это можно	1	1
407	третий раз	1	1
408	человек и	1	1
409	но об	1	1
410	бы в	1	1
411	у которого	1	1
412	же в	2	1
413	сходятся в	1	1
414	гораздо больше	1	1
415	нет ничего	1	1
416	а о	1	1
417	в свою	2	1
418	равно как	1	1
419	автора в	1	1
420	по которой	1	1
421	когда писатель	1	1
422	мы об	1	1
423	во сне	1	1
424	ничего общего	1	1
