N	3gram	Propp_Isto_3	RusskieA
1	в том что	5	18
2	состоит в том	2	13
3	в этом случае	5	6
4	в данном случае	3	6
5	и т д	15	5
6	вместе с тем	1	4
7	и в других	2	4
8	так же как	1	4
9	в некоторых местах	1	4
10	о том что	2	4
11	мы видели что	3	4
12	в лесу или	2	3
13	в этих случаях	7	3
14	можно предположить что	1	3
15	в другие сроки	1	3
16	не может быть	1	3
17	подобно тому как	1	3
18	тем не менее	5	2
19	во многих случаях	1	2
20	что иное как	3	2
21	мы не будем	1	2
22	в лесу в	2	2
23	на самом же	1	2
24	не будем здесь	2	2
25	не что иное	3	2
26	мы имеем не	2	2
27	но вместе с	1	2
28	самом же деле	1	2
29	лесу или в	1	2
30	в то время	2	2
31	после того как	1	2
32	с одной стороны	2	2
33	то и дело	1	2
34	для нас важно	1	1
35	том что в	2	1
36	речь будет ниже	1	1
37	в свете приведенных	2	1
38	мы здесь имеем	1	1
39	этому же кругу	1	1
40	к этому же	2	1
41	говорит вот тебе	1	1
42	всего дома и	1	1
43	показывает что в	2	1
44	с одним из	2	1
45	материалов достаточно чтобы	1	1
46	в тех случаях	1	1
47	в дом где	1	1
48	т е не	1	1
49	далеко не единственный	2	1
50	на эту связь	1	1
51	мы должны будем	1	1
52	по возвращении домой	1	1
53	но далеко не	1	1
54	одна из особенностей	1	1
55	песни и пляски	1	1
56	но и в	1	1
57	как мы увидим	1	1
58	а так как	1	1
59	что в некоторых	1	1
60	из того что	1	1
61	после чего они	1	1
62	можно было бы	1	1
63	сюда же можно	1	1
64	они говорят что	1	1
65	или в другие	1	1
66	буквальном смысле этого	1	1
67	могут быть прослежены	1	1
68	же можно отнести	1	1
69	в своем исследовании	1	1
70	здесь еще не	1	1
71	свете приведенных материалов	2	1
72	можно наблюдать что	1	1
73	в царство мертвых	2	1
74	может быть и	1	1
75	ставит себе целью	1	1
76	здесь мы имеем	3	1
77	к заключению что	1	1
78	во всяком случае	2	1
79	есть и другие	1	1
80	во многих местах	1	1
81	смысле этого слова	1	1
82	в некоторых случаях	3	1
83	еще не все	3	1
84	живут не только	1	1
85	то время как	2	1
86	в такой же	1	1
87	видели что в	1	1
88	под образа и	1	1
89	с другой стороны	7	1
90	и в том	1	1
91	возможно что здесь	1	1
92	о чем говорилось	1	1
93	это не совсем	1	1
94	это еще не	2	1
95	не все еще	2	1
96	выше мы видели	3	1
97	независимо от обряда	1	1
98	в свою очередь	1	1
99	из леса таким	1	1
100	один из них	1	1
101	в связь с	1	1
102	не можем входить	1	1
103	не только на	1	1
104	сообщает также что	1	1
105	что представление о	1	1
106	начиная с момента	1	1
107	так как в	1	1
108	вопрос может быть	1	1
109	кругу явлений относится	1	1
110	можно сказать что	1	1
111	на то что	1	1
112	тех случаях когда	1	1
113	мы и здесь	1	1
114	может быть поставлен	3	1
115	мы уже знаем	2	1
116	как и в	2	1
117	это и есть	1	1
118	как мы видели	5	1
119	в дом и	1	1
