N	3gram	Trubetskoy_1	Narrotol
1	в данном случае	3	8
2	в том что	15	5
3	к тому же	5	5
4	то же время	2	4
5	в то же	2	4
6	не может быть	3	4
7	этом и состоит	1	3
8	по отношению к	9	3
9	для того чтобы	7	3
10	в этом и	1	3
11	начало и конец	4	3
12	тем не менее	4	3
13	о том что	4	2
14	состоит в том	1	2
15	в самом деле	5	2
16	то же самое	1	2
17	до сих пор	8	2
18	друг на друга	1	2
19	заключает в себе	2	2
20	в зависимости от	1	2
21	одно и то	1	2
22	может быть не	1	2
23	и то же	1	2
24	в связи с	3	2
25	дело в том	1	2
26	во всяком случае	2	2
27	в свою очередь	2	2
28	на то что	7	2
29	и того же	3	1
30	никогда не было	1	1
31	и в жизни	1	1
32	далеко не исчерпывается	1	1
33	более или менее	7	1
34	в этом последнем	1	1
35	не только с	1	1
36	в том числе	1	1
37	не имея возможности	1	1
38	что и для	1	1
39	он не может	2	1
40	с другой стороны	4	1
41	с точки зрения	8	1
42	и не может	1	1
43	как и все	2	1
44	том случае если	4	1
45	в его душе	1	1
46	при этом что	2	1
47	бы то ни	2	1
48	только то что	2	1
49	и то что	3	1
50	из того что	1	1
51	при этом однако	1	1
52	точно так же	1	1
53	по крайней мере	1	1
54	может быть вполне	1	1
55	в том случае	4	1
56	может быть и	4	1
57	как и в	2	1
58	то ни было	2	1
59	все та же	1	1
60	мы не знаем	1	1
61	с одной стороны	2	1
62	но при этом	1	1
63	друг с другом	9	1
64	а с другой	2	1
65	в нашем случае	2	1
66	к одному из	1	1
67	в нем не	1	1
68	с и т.д	1	1
69	столь же мало	1	1
70	лишь в том	5	1
71	что у него	1	1
72	перед нами два	1	1
73	а не в	1	1
74	при этом у	1	1
75	то что мы	1	1
76	тогда как за	1	1
77	ни одна из	1	1
78	одна из этих	1	1
79	том числе и	1	1
80	но все же	2	1
81	одного и того	3	1
82	друг от друга	6	1
83	не отличается от	1	1
84	к тому что	1	1
85	не подлежит сомнению	3	1
86	на самом деле	7	1
87	в нашем опыте	1	1
88	мы уже знаем	1	1
89	быть и не	1	1
90	но для того	1	1
91	но и с	1	1
92	как мы видели	1	1
