N	2gram	Losev_Dial_2	KulturaY
1	т е	30	38
2	и т	17	33
3	в том	14	30
4	и в	19	24
5	потому что	14	23
6	том что	10	21
7	т п	2	18
8	что в	7	17
9	было бы	3	15
10	и пр	5	15
11	в этом	8	14
12	т д	15	14
13	точки зрения	12	14
14	может быть	20	13
15	все же	4	12
16	таким образом	4	12
17	и не	30	12
18	в его	1	12
19	не в	8	11
20	только в	5	11
21	хотя бы	4	10
22	в самом	5	10
23	не только	19	10
24	в силу	5	10
25	вовсе не	13	10
26	самом деле	4	9
27	с точки	8	9
28	так как	14	9
29	о том	5	9
30	того что	6	9
31	прежде всего	8	9
32	то что	14	9
33	а только	3	8
34	уже не	3	8
35	то же	12	8
36	тем что	2	8
37	как раз	5	8
38	а не	16	8
39	не может	9	7
40	это не	10	7
41	в них	1	7
42	не менее	3	7
43	связи с	4	7
44	в области	2	7
45	так и	10	7
46	с другой	5	7
47	как бы	14	7
48	вместе с	2	7
49	только потому	2	6
50	мере в	2	6
51	мы имеем	3	6
52	зависимости от	2	6
53	в ней	2	6
54	однако не	1	6
55	в которой	2	6
56	все эти	2	6
57	при этом	4	6
58	тогда когда	6	6
59	что он	6	6
60	в какой	2	6
61	но и	12	6
62	именно в	2	6
63	что же	2	6
64	все это	4	6
65	другой стороны	4	6
66	что такое	3	6
67	например в	2	5
68	в зависимости	2	5
69	еще не	4	5
70	но не	6	5
71	не просто	12	5
72	что это	10	5
73	и с	5	5
74	но уже	1	5
75	с тем	2	5
76	так сказать	1	5
77	по крайней	9	5
78	и его	5	5
79	не потому	6	5
80	к тому	2	5
81	в виду	5	5
82	с ним	4	5
83	и что	5	5
84	между тем	2	5
85	а потому	2	5
86	крайней мере	9	5
87	еще и	1	5
88	всяком случае	2	5
89	содержание и	1	5
90	что не	6	5
91	в той	3	5
92	в результате	2	5
93	этом отношении	1	5
94	а в	4	5
95	во всяком	2	5
96	того же	1	4
97	это и	3	4
98	что эти	2	4
99	е как	1	4
100	и на	1	4
101	что они	6	4
102	как в	2	4
103	в целом	1	4
104	из этих	1	4
105	на то	1	4
106	в нем	10	4
107	того или	2	4
108	в данном	3	4
109	и тогда	3	4
110	тем не	2	4
111	в науке	2	4
112	того как	2	4
113	следует что	2	4
114	не на	2	4
115	внимание на	1	4
116	что и	5	4
117	с ними	2	4
118	должен быть	1	4
119	так что	7	4
120	есть в	2	4
121	не есть	47	4
122	из них	3	4
123	до сих	2	4
124	там где	1	4
125	в частности	2	4
126	и потому	5	4
127	с этим	3	4
128	в тех	2	4
129	по существу	1	4
130	слова и	1	4
131	сих пор	2	4
132	же в	2	4
133	в этих	3	4
134	так же	2	4
135	и то	7	3
136	в котором	1	3
137	в сущности	2	3
138	то это	2	3
139	и он	1	3
140	только тогда	7	3
141	в общем	2	3
142	очевидно что	2	3
143	в истории	2	3
144	в связи	4	3
145	в своем	4	3
146	когда он	1	3
147	более или	2	3
148	в этой	3	3
149	с их	1	3
150	в себе	15	3
151	и если	4	3
152	на его	2	3
153	должна быть	5	3
154	что она	14	3
155	и может	6	3
156	он есть	3	3
157	а это	1	3
158	несмотря на	2	3
159	должно быть	7	3
160	нисколько не	4	3
161	или менее	2	3
162	в их	2	3
163	и эти	1	3
164	даже в	3	3
165	тому что	2	3
166	только и	2	3
167	это слово	1	3
168	из одного	1	3
169	мере того	1	3
170	что оно	4	3
171	оно не	1	3
172	здесь не	1	3
173	ясно что	4	3
174	том как	2	3
175	это только	3	3
176	по мере	1	3
177	и здесь	1	3
178	можно сказать	5	3
179	нуждается в	3	3
180	этом смысле	1	3
181	обе эти	1	3
182	меня и	1	3
183	уже в	4	3
184	в одном	4	3
185	связано с	1	3
186	уже и	2	3
187	даже и	1	3
188	не было	3	3
189	в особенности	1	3
190	и даже	14	3
191	или иной	1	3
192	к которому	1	3
193	как это	7	3
194	а если	1	3
195	несколько слов	1	3
196	в системе	2	3
197	была бы	3	3
198	или иного	1	3
199	как на	1	3
200	в таком	4	3
201	они не	3	3
202	гораздо более	1	3
203	речь идет	1	2
204	также и	2	2
205	явлений в	1	2
206	и есть	4	2
207	на месте	1	2
208	очень много	1	2
209	по преимуществу	1	2
210	все те	1	2
211	и значение	1	2
212	бы уже	1	2
213	что если	3	2
214	бы и	2	2
215	я не	6	2
216	один пример	1	2
217	этого термина	1	2
218	свой предмет	1	2
219	что можно	1	2
220	думаю что	3	2
221	иное как	3	2
222	на самом	2	2
223	не все	1	2
224	если в	2	2
225	себе и	3	2
226	меньше всего	1	2
227	идет о	1	2
228	что касается	1	2
229	и как	10	2
230	но в	2	2
231	на лицо	2	2
232	от этого	3	2
233	так или	2	2
234	во многих	1	2
235	но ведь	2	2
236	больше всего	1	2
237	он не	4	2
238	свое время	1	2
239	но все	2	2
240	в каждом	2	2
241	как они	3	2
242	в состоянии	2	2
243	заключается в	4	2
244	здесь только	1	2
245	и мы	3	2
246	и тем	1	2
247	ни в	10	2
248	все равно	5	2
249	как и	10	2
250	между собою	3	2
251	в москве	1	2
252	как таковой	4	2
253	несомненно не	1	2
254	одного и	1	2
255	же есть	2	2
256	и становится	1	2
257	и еще	1	2
258	но если	1	2
259	и при	2	2
260	в своей	8	2
261	что я	2	2
262	вопрос о	3	2
263	и более	3	2
264	по себе	18	2
265	можно ли	3	2
266	что с	2	2
267	иной раз	5	2
268	в то	6	2
269	как о	1	2
270	не имеет	1	2
271	уже из	1	2
272	ничего не	3	2
273	дело не	2	2
274	социального и	1	2
275	был в	2	2
276	никогда не	9	2
277	же время	5	2
278	быть в	4	2
279	ли это	1	2
280	не могут	4	2
281	и должно	2	2
282	когда мы	3	2
283	во все	2	2
284	том и	1	2
285	к жизни	1	2
286	отсюда следует	1	2
287	если мы	2	2
288	что все	1	2
289	в собственном	1	2
290	чтобы быть	1	2
291	мы наблюдаем	1	2
292	чтобы дать	1	2
293	и прочих	2	2
294	подойти к	1	2
295	когда в	1	2
296	о котором	3	2
297	одно из	4	2
298	смысле и	1	2
299	в разных	3	2
300	любви к	1	2
301	это было	3	2
302	должны быть	3	2
303	смысле это	1	2
304	а именно	5	2
305	не знаю	2	2
306	но с	1	2
307	д и	2	2
308	тот же	1	2
309	как я	2	2
310	на мой	1	2
311	же и	9	2
312	конечно не	6	2
313	то и	1	2
314	ни одного	1	2
315	хочу сказать	1	2
316	когда оно	2	2
317	здесь как	1	2
318	были бы	1	2
319	или иначе	2	2
320	в каком	4	2
321	только к	2	2
322	превращается в	1	2
323	о чем	3	2
324	не всегда	1	2
325	в это	3	2
326	может иметь	3	2
327	мы говорим	3	2
328	это есть	8	2
329	возможность и	1	2
330	к вашему	1	2
331	с этой	1	2
332	видно что	1	2
333	в смысле	5	2
334	не раз	2	2
335	смысл и	2	2
336	или в	2	2
337	и все	12	2
338	лишь как	1	2
