N	2gram	Voloshinov_1	VLabPisa
1	таким образом	17	27
2	в этом	16	26
3	и в	19	25
4	не только	8	22
5	может быть	26	21
6	хотя бы	5	20
7	и не	26	19
8	художественного творчества	1	18
9	не может	24	17
10	творческий процесс	1	15
11	в его	6	15
12	в процессе	14	14
13	этом отношении	3	13
14	в том	6	13
15	прежде всего	13	13
16	в частности	2	12
17	как это	1	12
18	все это	3	12
19	с другой	5	11
20	из них	3	11
21	в качестве	2	10
22	не могут	3	10
23	о том	2	10
24	то же	7	9
25	что в	4	9
26	для него	9	9
27	но и	8	9
28	и др	2	9
29	к этому	5	9
30	в своем	2	8
31	реальной действительности	1	8
32	ни один	1	8
33	все эти	7	8
34	не следует	1	8
35	другой стороны	6	8
36	могут быть	2	8
37	во всех	7	7
38	по отношению	3	7
39	из этих	2	7
40	было бы	4	7
41	как и	12	7
42	том что	3	7
43	не было	3	7
44	а не	7	7
45	из современных	1	7
46	отношению к	2	7
47	это и	3	6
48	более или	1	6
49	в себе	2	6
50	в нем	10	6
51	главным образом	1	6
52	это не	1	6
53	или менее	1	6
54	их в	1	6
55	и его	19	6
56	в то	3	6
57	так и	11	6
58	между тем	3	6
59	бы и	2	6
60	в основном	6	6
61	то что	8	6
62	одним из	2	5
63	и есть	3	5
64	действительности и	3	5
65	зависимости от	2	5
66	как говорит	1	5
67	все же	8	5
68	в пределах	6	5
69	в плане	1	5
70	и при	3	5
71	не в	5	5
72	тому что	2	5
73	же время	3	5
74	связи с	11	5
75	на основе	1	5
76	приводит к	1	5
77	он же	1	5
78	как бы	15	5
79	не является	4	5
80	в результате	9	5
81	сказать что	4	5
82	только в	9	5
83	с его	1	4
84	в этой	1	4
85	чем же	4	4
86	в самом	10	4
87	в целом	1	4
88	что все	2	4
89	художественный образ	2	4
90	в философии	2	4
91	одна из	2	4
92	никогда не	2	4
93	творческих импульсов	1	4
94	к тому	2	4
95	должен быть	1	4
96	в ее	7	4
97	познания и	1	4
98	можно сказать	3	4
99	познания в	1	4
100	с ними	1	4
101	что он	2	4
102	в единстве	2	4
103	в одном	1	4
104	как раз	2	4
105	в связи	7	4
106	в романе	2	4
107	равно как	1	4
108	в своей	3	4
109	например в	1	3
110	мыслительного процесса	1	3
111	в котором	3	3
112	его не	1	3
113	имеет свою	3	3
114	и он	2	3
115	но как	1	3
