N	4gram	Vygotskiy__5	Psycholo
1	в то время как	4	5
2	с этой точки зрения	4	4
3	одной и той же	1	3
4	заключается в том чтобы	1	3
5	заключается в том что	4	3
6	у него могут быть	1	2
7	в собственном смысле слова	1	2
8	надо сказать что в	1	2
9	совершенно так же как	1	1
10	с одной стороны и	1	1
11	вопрос о том что	1	1
12	в той мере в	3	1
13	образом мы видим что	1	1
14	одного и того же	3	1
15	эта точка зрения была	1	1
16	равно что сказать что	1	1
17	и в известном смысле	1	1
18	в том числе и	1	1
19	в такой же мере	3	1
20	той мере в какой	2	1
21	одни и те же	1	1
22	том чтобы понять что	1	1
23	один и тот же	3	1
24	о чем идет речь	1	1
25	одно и то же	1	1
26	по самой психологической природе	1	1
27	не что иное как	1	1
28	в сущности говоря это	1	1
29	все равно что сказать	1	1
30	в том чтобы понять	1	1
31	по самой своей природе	2	1
32	необходимо включает в себя	1	1
33	на вопрос о том	2	1
34	прибавим к этому что	1	1
35	таким образом мы видим	1	1
36	то время как для	1	1
37	но вместе с тем	1	1
38	состоит в том что	3	1
39	есть в сущности говоря	1	1
40	сама по себе мысль	1	1
41	к одному и тому	2	1
42	для того чтобы выяснить	1	1
43	так же как и	1	1
44	одному и тому же	2	1
45	в результате этого исследования	1	1
