N	3gram	Bakhtin_Fr_6	Problema
1	той или иной	1	11
2	с точки зрения	2	11
3	в том что	2	8
4	в той или	1	7
5	сам по себе	1	6
6	с другой стороны	2	6
7	то есть в	2	6
8	в данном случае	2	5
9	не только в	1	4
10	о том что	5	3
11	или иной мере	1	3
12	вместе с тем	1	3
13	в зависимости от	1	3
14	в связи с	1	3
15	мы все время	1	2
16	в то же	5	2
17	а также и	2	2
18	и прежде всего	2	2
19	в то время	1	2
20	в значительной мере	1	2
21	мы не будем	1	2
22	на самом же	1	2
23	более или менее	1	2
24	самом же деле	1	2
25	все эти образы	1	2
26	в себе и	1	2
27	заключается в том	1	2
28	для того чтобы	1	2
29	в чем же	1	1
30	то что не	1	1
31	в мировой литературе	1	1
32	с одной стороны	4	1
33	почти во всех	2	1
34	в этой области	1	1
35	нечего и говорить	1	1
36	же деле здесь	1	1
37	о том как	1	1
38	конечно не в	2	1
39	до того что	1	1
40	и для всех	1	1
41	что именно в	1	1
42	все это есть	1	1
43	в конце концов	1	1
44	и то что	2	1
45	свидетельствует о том	1	1
46	до сих пор	3	1
47	но и для	1	1
48	все эти моменты	1	1
49	что не имеет	1	1
50	в нем и	1	1
51	друг к другу	1	1
52	сказать что в	2	1
53	общего и частного	1	1
54	никак не может	2	1
55	и как бы	1	1
56	которые находятся в	1	1
57	не существует но	1	1
58	дело в том	1	1
59	за то что	1	1
60	и почти во	1	1
61	совершенно ясно что	1	1
62	здесь вовсе не	1	1
63	из общего и	1	1
64	в настоящее время	1	1
65	то есть только	2	1
66	в основе своей	1	1
67	и даже в	1	1
68	то это было	1	1
69	только то что	1	1
70	не подлежит никакому	1	1
71	но все же	1	1
72	о котором мы	3	1
73	начало и конец	2	1
74	как мы сказали	1	1
75	прежде всего с	1	1
76	и говорить о	1	1
77	в литературе и	2	1
78	том что он	1	1
79	в предисловии к	1	1
80	что же касается	1	1
81	на первом плане	1	1
82	подлежит никакому сомнению	1	1
83	ничего подобного не	1	1
