N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	56
2	то есть	19	24
3	в его	9	18
4	таким образом	1	17
5	все эти	2	15
6	в этом	17	14
7	в том	18	13
8	так и	9	13
9	в то	3	12
10	и его	5	12
11	то же	4	11
12	в них	1	11
13	и т.п	8	11
14	как бы	4	11
15	и до	2	10
16	мы уже	1	10
17	еще не	7	10
18	же время	4	10
19	в самом	1	9
20	и не	20	9
21	только в	4	9
22	но и	23	9
23	в сущности	3	8
24	во всех	1	8
25	не только	32	8
26	в нем	4	8
27	и с	4	8
28	и даже	3	8
29	до сих	1	8
30	и др	2	8
31	по своему	1	8
32	сих пор	1	8
33	том что	14	8
34	и на	3	7
35	как мы	3	7
36	у него	4	7
37	в частности	14	7
38	в ее	3	6
39	в этой	5	6
40	но в	6	6
41	на его	1	6
42	точки зрения	10	6
43	языка и	2	6
44	вовсе не	1	6
45	связи с	4	6
46	связаны с	1	6
47	прежде всего	4	6
48	границы между	1	6
49	в той	6	6
50	и все	2	6
51	потому что	1	6
52	одним из	2	5
53	с ее	3	5
54	с его	6	5
55	но не	5	5
56	в пределах	2	5
57	он не	3	5
58	так сказать	1	5
59	роль в	2	5
60	мы видели	1	5
61	своего рода	12	5
62	в процессе	1	5
63	никогда не	3	5
64	в области	2	5
65	один из	3	5
66	ни с	1	5
67	не было	2	5
68	как и	7	5
69	в результате	2	5
70	что в	3	5
71	между вещами	1	5
72	они не	2	5
73	например в	2	4
74	и потому	2	4
75	но по	1	4
76	в ней	3	4
77	и к	1	4
78	что это	3	4
79	в себе	8	4
80	при этом	9	4
81	их в	1	4
82	что все	1	4
83	начала и	1	4
84	и ее	2	4
85	и более	1	4
86	даже в	2	4
87	одна из	3	4
88	по своей	3	4
89	наконец в	2	4
90	в совершенно	1	4
91	времени и	7	4
92	к языку	1	4
93	о том	6	4
94	с одной	7	4
95	в качестве	21	4
96	в особенности	4	4
97	в эпизоде	3	4
98	и брани	1	4
99	в основе	5	4
100	и четвертой	1	3
101	в году	1	3
102	в их	1	3
103	меньшей степени	1	3
104	на них	1	3
105	время в	2	3
106	в едином	1	3
107	в своем	2	3
108	низа и	1	3
109	перед нами	4	3
110	и наконец	1	3
111	третьей и	2	3
112	сливаются в	1	3
113	с начала	1	3
114	мировой истории	1	3
115	не мог	4	3
116	не в	14	3
117	но он	1	3
118	новое и	1	3
119	в форме	5	3
120	настоящего времени	1	3
121	здесь мы	1	3
122	вещами и	1	3
123	в другом	1	3
124	и здесь	1	3
125	и т.д	7	3
126	а также	7	3
127	времени в	2	3
128	подлежит сомнению	1	3
129	между тем	3	3
130	существенную роль	1	3
131	слов и	1	3
132	в литературе	2	3
133	одной из	4	3
134	уже не	5	3
135	что и	1	3
136	может быть	25	3
137	здесь в	1	3
138	к которому	2	3
139	более того	1	3
140	не на	2	3
141	сказать что	4	3
142	связь с	1	3
143	к его	1	3
144	образом и	1	3
145	и ценностями	1	3
146	в связи	2	3
147	не подлежит	1	3
148	то что	11	3
149	речи и	1	3
150	они еще	1	3
151	том числе	6	3
152	также и	1	2
153	и то	1	2
154	самом деле	2	2
155	на самом	1	2
156	это игра	1	2
157	и чрезвычайно	1	2
158	на две	1	2
159	др в	1	2
160	действительности и	1	2
161	мы не	1	2
162	бы то	3	2
163	с другой	8	2
164	совсем не	1	2
165	что они	3	2
166	это мир	1	2
167	как к	2	2
168	хотя и	3	2
169	когда он	3	2
170	и как	5	2
171	в действительности	1	2
172	все те	4	2
173	ни было	3	2
174	не как	2	2
175	картины мира	5	2
176	связей в	1	2
177	в мире	9	2
178	его в	2	2
179	здесь как	1	2
180	ни в	3	2
181	из нее	1	2
182	в слове	1	2
183	он и	1	2
184	несмотря на	2	2
185	в развитии	1	2
186	или менее	2	2
187	для него	2	2
188	и при	1	2
189	в котором	1	2
190	с точки	2	2
191	в которых	1	2
192	последовательности в	1	2
193	если бы	1	2
194	не могли	1	2
195	между людьми	1	2
196	дело в	1	2
197	чтобы стать	2	2
198	дело не	1	2
199	к концу	1	2
200	что на	2	2
201	начиная с	1	2
202	числе и	4	2
203	той или	4	2
204	события так	1	2
205	данном случае	4	2
206	картина мира	5	2
207	и совершенно	1	2
208	и сам	1	2
209	когда в	1	2
210	еще одного	1	2
211	с ним	1	2
212	зрения на	2	2
213	его жизни	2	2
214	можно сказать	5	2
215	в значительной	2	2
216	и во	1	2
217	к нему	5	2
218	грань между	1	2
219	этот момент	1	2
220	на одном	1	2
221	отметить что	1	2
222	во всей	2	2
223	было бы	4	2
224	что он	6	2
225	действующих лиц	1	2
226	это не	2	2
227	нераздельное единство	1	2
228	на мир	1	2
229	уже в	3	2
230	ни одного	1	2
231	первые три	1	2
232	в известном	2	2
233	из них	3	2
234	характерно что	1	2
235	точка зрения	6	2
236	как раз	2	2
237	смерти и	2	2
238	далеко не	5	2
239	нового времени	2	2
240	говорит о	2	2
241	одной стороны	7	2
242	а на	1	2
243	то ни	3	2
244	его как	2	2
245	точек зрения	2	2
246	у всех	1	2
247	не может	10	2
248	о себе	1	2
249	так же	2	2
250	из которых	4	2
