N	3gram	Potebnia_M_2	Vladivir
1	в том что	7	9
2	в связи с	1	8
3	во всяком случае	7	6
4	в то время	4	6
5	тем не менее	5	6
6	что же касается	1	5
7	по крайней мере	5	4
8	дело в том	1	3
9	более или менее	8	3
10	в отличие от	1	3
11	в то же	2	3
12	не в том	2	3
13	то что он	1	3
14	то же время	2	3
15	о том что	1	3
16	с а а	1	2
17	на то что	3	2
18	том что он	1	2
19	нам кажется что	2	2
20	сам по себе	4	2
21	в том чтобы	1	2
22	так как это	1	2
23	или по крайней	2	2
24	в свою очередь	6	2
25	а в том	1	2
26	не то что	1	2
27	само по себе	2	2
28	после того как	2	2
29	есть для нас	1	1
30	имеет дело с	1	1
31	мы его не	1	1
32	без всякого участия	1	1
33	потому что в	1	1
34	прежде всего на	1	1
35	а не с	2	1
36	но и по	1	1
37	но даже и	1	1
38	в этом случае	1	1
39	и для него	1	1
40	уже в самых	1	1
41	до сих пор	4	1
42	себе отчет в	1	1
43	было для него	2	1
44	прежде всего его	1	1
45	в сознании и	1	1
46	бы то ни	1	1
47	прочим потому что	1	1
48	не было бы	4	1
49	но что именно	1	1
50	то что в	2	1
51	в собственном смысле	1	1
52	себе не может	1	1
53	потому что для	1	1
54	отчет в том	1	1
55	в нем две	1	1
56	и не в	1	1
57	вместе с тем	1	1
58	и тем не	1	1
59	я этого не	1	1
60	слов того же	1	1
61	отношения между двумя	1	1
62	каждый из этих	1	1
63	тот же с	1	1
64	в том как	1	1
65	потому что тогда	1	1
66	и как бы	1	1
67	то время как	3	1
68	в с а	1	1
69	из этих последних	1	1
70	из них не	1	1
71	не может быть	2	1
72	может быть названа	1	1
73	по себе не	3	1
74	далеко не все	1	1
75	то что я	1	1
76	что во всех	1	1
77	между прочим потому	1	1
78	ничего общего с	1	1
79	и в свою	4	1
80	до тех пор	1	1
81	если не в	1	1
82	но тем не	3	1
83	здесь как и	1	1
84	на первых порах	1	1
85	мы прежде всего	1	1
86	с самого начала	2	1
87	здесь не о	1	1
88	но все же	1	1
89	только тогда когда	2	1
90	в этом смысле	2	1
91	но во всяком	3	1
92	но это не	1	1
93	в его сознании	1	1
94	во многих случаях	1	1
95	в сравнении с	2	1
96	для того чтобы	2	1
97	в себе в	1	1
98	и т д	3	1
