N	2gram	Tiupa_Anal_3	Problema
1	то есть	10	39
2	то что	2	38
3	вовсе не	1	37
4	и не	12	37
5	и в	18	35
6	не есть	4	33
7	не только	22	24
8	сказать что	2	24
9	том что	12	19
10	у нас	1	18
11	о том	6	18
12	может быть	9	18
13	в этом	14	17
14	но и	13	16
15	такого рода	5	15
16	что мы	2	14
17	только в	2	14
18	не менее	4	13
19	потому что	1	13
20	не может	2	13
21	во всяком	2	13
22	тем не	2	12
23	того что	1	12
24	в том	9	12
25	хотя бы	1	12
26	не будет	3	11
27	никак не	1	11
28	и даже	8	11
29	так что	1	11
30	прежде всего	5	11
31	что в	9	11
32	в таком	1	11
33	таком случае	1	10
34	говорить о	3	10
35	еще не	6	10
36	всяком случае	2	10
37	ничего не	3	10
38	а не	9	10
39	в данном	4	10
40	да и	2	10
41	тем более	1	10
42	едва ли	3	9
43	в этой	6	9
44	пока еще	3	9
45	для себя	1	9
46	все же	4	8
47	по себе	4	8
48	было бы	3	8
49	уже не	5	8
50	как раз	7	8
51	бы и	2	7
52	все эти	2	7
53	того или	1	7
54	мы не	3	7
55	тем самым	4	7
56	не является	5	7
57	в конце	5	7
58	так и	14	7
59	казалось бы	1	7
60	в его	7	7
61	этом случае	1	7
62	есть не	2	6
63	мы и	1	6
64	с другой	7	6
65	но как	3	6
66	но в	2	6
67	так или	1	6
68	на то	1	6
69	по крайней	4	6
70	а а	5	6
71	мы можем	2	6
72	не о	1	6
73	как будто	1	6
74	крайней мере	4	6
75	когда мы	2	6
76	можно сказать	4	6
77	или иначе	1	6
78	а именно	1	6
79	о чем	4	6
80	но это	1	6
81	и для	2	6
82	в то	3	6
83	то же	3	5
84	между собой	1	5
85	по своему	2	5
86	отнюдь не	4	5
87	с этим	3	5
88	в самом	5	5
89	в себе	2	5
90	с другими	1	5
91	этом смысле	1	5
92	как и	14	5
93	и без	3	5
94	под этим	1	5
95	связи с	1	5
96	будто бы	1	5
97	той или	3	5
98	указывает на	3	5
99	как мы	1	5
100	данном случае	3	5
101	и на	4	5
102	тот или	2	5
103	с одной	2	5
104	одной стороны	2	5
105	или иной	5	5
106	еще и	3	5
107	что не	3	5
108	другой стороны	5	5
