N	2gram	Voloshinov_1	VerxiiNi
1	и в	38	26
2	таким образом	7	22
3	с тем	8	18
4	в этом	10	15
5	вместе с	5	15
6	точки зрения	10	13
7	как бы	28	12
8	в том	2	11
9	из этих	1	10
10	не только	27	10
11	и с	5	10
12	может быть	13	10
13	связи с	3	9
14	в области	5	9
15	так как	7	9
16	но и	13	9
17	что в	1	9
18	но не	2	8
19	в общем	1	8
20	главным образом	3	8
21	с другой	1	8
22	и не	14	8
23	но в	5	7
24	связанные с	2	7
25	но все	4	7
26	из них	3	7
27	том что	3	7
28	потому что	5	7
29	к нему	2	7
30	то что	8	7
31	а с	5	7
32	того же	1	6
33	все же	7	6
34	все эти	2	6
35	в себе	9	6
36	с точки	5	6
37	в отношении	2	6
38	к тому	4	6
39	так и	6	6
40	и т.д	21	6
41	о том	4	6
42	в конце	6	6
43	что и	3	6
44	несмотря на	2	6
45	и потому	2	6
46	все это	4	6
47	мы должны	10	6
48	отношение к	2	5
49	сих пор	2	5
50	и к	4	5
51	тому же	2	5
52	в силу	1	5
53	в мире	2	5
54	лишь в	4	5
55	или менее	1	5
56	по крайней	1	5
57	того чтобы	7	5
58	никогда не	7	5
59	для того	9	5
60	в его	6	5
61	крайней мере	1	5
62	до сих	1	5
63	а не	6	5
64	и для	3	5
65	так же	4	5
66	одной из	2	5
67	более или	1	5
68	в котором	3	4
69	то же	14	4
70	в течение	1	4
71	целый ряд	3	4
72	в самом	4	4
73	в этой	6	4
74	то есть	4	4
75	с другими	2	4
76	должен был	1	4
77	он не	2	4
78	и тогда	2	4
79	в которых	2	4
80	в то	9	4
81	в нем	4	4
82	а в	5	4
83	что оно	3	4
84	и что	1	4
85	только в	6	4
86	русской жизни	1	4
87	на этот	1	4
88	ничем не	1	4
89	не может	12	4
90	из которых	3	4
91	в так	2	4
92	и от	7	4
93	в этих	2	4
94	что он	2	4
95	в виде	1	4
96	же как	1	3
97	из всех	1	3
98	так называемые	4	3
99	если в	1	3
100	к сожалению	1	3
101	в своем	1	3
102	и нет	2	3
103	когда он	1	3
104	и как	9	3
105	за собой	1	3
106	в которой	7	3
107	что это	4	3
108	к достижению	2	3
109	и те	1	3
110	и если	1	3
111	при этом	9	3
112	подойти к	2	3
113	и при	2	3
114	оказывается что	1	3
115	тем не	1	3
116	если бы	4	3
117	не менее	1	3
118	представляет собой	2	3
119	течением времени	1	3
120	и о	1	3
121	уже с	1	3
122	с самого	4	3
123	культуры и	1	3
124	с течением	1	3
125	ясно что	2	3
126	можно сказать	4	3
127	в значительной	2	3
128	путь к	1	3
129	того что	4	3
130	хотя бы	18	3
131	в качестве	4	3
132	так что	1	3
133	из которого	1	3
134	уже не	4	3
135	что эти	2	3
136	для него	3	3
137	в одном	3	3
138	и даже	3	3
139	с ней	2	3
140	в связи	2	3
141	с этой	1	3
142	в результате	1	3
143	у них	2	3
144	конце концов	3	3
145	и другие	1	3
146	к этому	2	3
147	в таком	1	3
148	без сновидений	1	2
149	одним из	1	2
150	явлений природы	1	2
151	и это	7	2
152	и больше	2	2
153	его не	2	2
154	мы имеем	2	2
155	бы например	1	2
156	так чтобы	1	2
157	грань между	1	2
158	еще не	3	2
159	и на	6	2
160	с его	7	2
161	во всех	6	2
162	в новом	1	2
163	оно является	2	2
164	или иное	4	2
165	отличаются от	1	2
166	относится к	2	2
167	что именно	3	2
168	и наконец	5	2
169	ни один	2	2
170	он в	1	2
171	на то	1	2
172	не могла	1	2
173	перестает быть	1	2
174	не к	3	2
175	не как	1	2
176	заключает в	4	2
177	связан с	1	2
178	те же	4	2
179	на все	1	2
180	образом если	1	2
181	к которым	1	2
182	не всегда	2	2
183	мы видели	5	2
184	но если	1	2
185	взгляд на	1	2
186	которые в	2	2
187	не в	6	2
188	как от	1	2
189	самого начала	4	2
190	этими двумя	1	2
191	для каждого	2	2
192	тогда когда	1	2
193	ее с	2	2
194	только не	1	2
195	в разных	3	2
196	в самой	1	2
197	же время	7	2
198	с одним	1	2
199	и является	5	2
200	и после	1	2
201	так например	1	2
202	этом отношении	2	2
203	ему в	1	2
204	и здесь	3	2
205	и проч	1	2
206	не могут	1	2
207	и другой	1	2
208	похож на	1	2
209	той или	3	2
210	утверждать что	1	2
211	но при	3	2
212	и сами	1	2
213	то или	4	2
214	не с	3	2
215	человека над	1	2
216	связанных с	3	2
217	по сравнению	1	2
218	для этого	1	2
219	мысль о	1	2
220	в виду	3	2
221	к одной	1	2
222	должно было	3	2
223	между тем	3	2
224	вслед за	1	2
225	по своей	2	2
226	один из	4	2
227	тот же	2	2
228	и действительно	1	2
229	между этими	1	2
230	для всех	2	2
231	конечно не	3	2
232	уже в	5	2
233	в начале	3	2
234	свидетельствует о	1	2
235	мы можем	7	2
236	но вместе	1	2
237	или иной	4	2
238	именно в	1	2
239	к которому	1	2
240	прежде всего	21	2
241	выступает в	1	2
242	связано с	2	2
243	превращается в	1	2
244	не было	2	2
245	и все	4	2
246	так называемой	4	2
247	в одно	1	2
248	если не	3	2
249	должна была	2	2
250	связь с	2	2
251	без помощи	1	2
252	человек должен	1	2
253	по своему	3	2
254	сравнению с	1	2
255	что мы	11	2
256	же самое	5	2
257	сознании и	1	2
258	тем и	2	2
259	о котором	1	2
260	в свою	6	2
261	связанный с	2	2
262	в процессе	6	2
263	сказать что	3	2
264	либо в	2	2
265	жизни и	3	2
266	все что	1	2
267	с новыми	1	1
268	только он	3	1
269	к людям	1	1
270	вряд ли	3	1
271	можно говорить	1	1
272	языка с	1	1
273	чтобы не	1	1
274	смысле слова	1	1
275	самом деле	4	1
276	он может	1	1
277	к хозяйственной	1	1
278	своей основной	1	1
279	показаться что	2	1
280	это и	1	1
281	другому человеку	1	1
282	который можно	1	1
283	и есть	1	1
284	тем же	3	1
285	культура не	1	1
286	и до	1	1
287	и развитие	1	1
288	занять в	1	1
289	и этот	1	1
290	мы уже	10	1
291	той же	5	1
292	словами в	1	1
293	мы не	9	1
294	ли быть	1	1
295	нам в	3	1
296	именно к	1	1
297	бы и	2	1
298	этом не	1	1
299	в сущности	1	1
300	это всегда	1	1
301	в будущем	3	1
302	не совсем	1	1
303	с религиозными	1	1
304	жизни это	2	1
305	в ней	8	1
306	от всей	1	1
307	образом о	1	1
308	быть в	1	1
309	что его	1	1
310	в чем	1	1
311	привели к	1	1
312	природы и	2	1
313	видели что	3	1
314	в сторону	1	1
315	одном и	1	1
316	уже как	1	1
317	что так	1	1
318	к своей	1	1
319	друга и	1	1
320	себя в	4	1
321	связи и	1	1
322	зрения а	1	1
323	в одной	1	1
324	как в	2	1
325	желаний и	1	1
326	как к	1	1
327	с их	1	1
328	начала было	1	1
329	однако не	1	1
330	на человека	1	1
331	трех слов	3	1
332	себе не	1	1
333	от этого	1	1
334	над природой	1	1
335	в определенный	1	1
336	то в	1	1
337	к чему	2	1
338	тон но	1	1
339	та же	3	1
340	формы в	1	1
341	не был	1	1
342	чуть ли	2	1
343	в нашем	5	1
344	думать что	1	1
345	отчасти и	1	1
346	имеем в	1	1
347	имеет для	1	1
348	если он	3	1
349	вследствие этого	2	1
350	так сказать	4	1
351	широком смысле	1	1
352	на его	5	1
353	не знающий	1	1
354	это связано	1	1
355	время и	1	1
356	соприкасается с	1	1
357	в нашей	1	1
358	среди своих	1	1
359	всех этих	1	1
360	он должен	3	1
361	к одному	1	1
362	существует и	2	1
363	на этом	1	1
364	прежде чем	2	1
365	на бранном	2	1
366	человека в	2	1
367	и оригинального	1	1
368	том же	1	1
369	факт что	1	1
370	говорить не	1	1
371	что перед	2	1
372	его в	4	1
373	было в	4	1
374	есть не	2	1
375	не установленного	1	1
376	это не	3	1
377	было бы	7	1
378	т.д то	1	1
379	весь мир	1	1
380	к нашей	2	1
381	между отдельными	1	1
382	чаще всего	3	1
383	в жизни	2	1
384	ни в	1	1
385	нет в	1	1
386	и вызвал	1	1
387	как видно	1	1
388	в слове	3	1
389	как и	10	1
390	во внимание	1	1
391	которой не	1	1
392	должно быть	2	1
393	интеллигенции в	1	1
394	себе две	1	1
395	и того	1	1
396	одного и	1	1
397	его нельзя	1	1
398	к тем	1	1
399	от своего	1	1
400	в своей	2	1
401	что такое	4	1
402	таким же	1	1
403	менее крупные	1	1
404	в их	1	1
405	то для	1	1
406	слова здесь	2	1
407	место в	2	1
408	на каждом	1	1
409	жизни с	1	1
410	должны были	2	1
411	природы но	1	1
412	но эта	2	1
413	в прямом	1	1
414	превратиться в	1	1
415	их в	3	1
416	однако в	2	1
417	не должно	2	1
418	необходимо чтобы	3	1
419	этот мир	1	1
420	по себе	1	1
421	заставляет его	1	1
422	от тех	1	1
423	этих трех	1	1
424	самое происходит	1	1
425	всех их	1	1
426	эти новые	1	1
427	с развитием	2	1
428	но они	1	1
429	и ясно	1	1
430	и перейти	1	1
431	дело не	1	1
432	того как	1	1
433	это нам	1	1
434	было лишь	1	1
435	чтобы стать	1	1
436	иметь в	1	1
437	а тот	1	1
438	следовательно и	1	1
439	в общих	1	1
440	ничего не	8	1
441	и весь	1	1
442	вследствие того	1	1
443	они являются	1	1
444	языка это	1	1
445	видим что	2	1
446	то у	1	1
447	уже говорили	1	1
448	другой стороны	1	1
449	говорить лишь	1	1
450	это слово	2	1
451	ничто не	1	1
452	в сознании	3	1
453	и делает	1	1
454	но даже	2	1
455	тела и	1	1
456	сознания человеческой	1	1
457	в каком	2	1
458	может показаться	3	1
459	и несколько	2	1
460	у нас	4	1
461	когда мы	6	1
462	не знаем	4	1
463	как только	4	1
464	должны быть	1	1
465	о происхождении	2	1
466	такой как	1	1
467	и конечно	2	1
468	не есть	1	1
469	участвуют в	1	1
470	на это	4	1
471	в каждой	1	1
472	на нечто	1	1
473	магические действия	1	1
474	как не	2	1
475	свою очередь	4	1
476	он постоянно	1	1
477	здесь не	2	1
