N	3gram	Bakhtin_Fr_7	SlovoVZh
1	по отношению к	2	11
2	дело в том	2	4
3	в том что	3	4
4	и по отношению	1	3
5	имеет в виду	1	3
6	и не в	1	3
7	имеем в виду	2	2
8	на самом деле	1	2
9	то же самое	1	2
10	с точки зрения	3	2
11	находит свое выражение	1	2
12	в данном случае	1	2
13	нечто само собой	1	1
14	и в этом	1	1
15	само собой разумеющееся	1	1
16	имеет дело с	1	1
17	бы оно ни	2	1
18	вошли в плоть	1	1
19	более или менее	2	1
20	во всяком случае	1	1
21	мы уже сказали	1	1
22	не должно быть	2	1
23	они как бы	1	1
24	в этом смысле	1	1
25	самом же деле	1	1
26	плоть и кровь	1	1
27	можно определить как	1	1
28	оно ни было	2	1
29	сам по себе	1	1
30	таким образом мы	1	1
31	в свою очередь	3	1
32	но и в	1	1
33	в них и	1	1
34	на самом же	1	1
35	о том что	1	1
36	но все это	2	1
37	ничего общего с	1	1
38	в этом отношении	2	1
39	по аналогии с	1	1
40	на все это	1	1
41	с самого начала	1	1
42	и прежде всего	1	1
43	можно было бы	2	1
44	то же время	9	1
45	но в них	1	1
46	как мы уже	1	1
47	в плоть и	1	1
48	в приведенном нами	1	1
49	мы имеем в	2	1
50	со всех сторон	1	1
51	в то же	9	1
52	как нечто само	1	1
53	и в каком	1	1
54	в том и	1	1
55	так и к	1	1
56	в значительной степени	2	1
57	с такою же	1	1
58	как и в	2	1
59	к тому же	1	1
60	но в то	3	1
61	это прежде всего	2	1
62	мы увидим что	1	1
63	и так называемый	1	1
64	в том же	1	1
65	с жизнью и	1	1
