1	то же время	4	7
2	в то же	4	7
3	присутствия в мире	1	6
4	в этом отношении	1	5
5	к тому же	2	5
6	в данном случае	2	4
7	по отношению к	7	4
8	в том что	11	4
9	с одной стороны	3	4
10	о том что	7	4
11	в том числе	1	3
12	тогда как в	2	3
13	с точки зрения	2	3
14	не может быть	3	3
15	в соответствии с	3	3
16	не только в	2	2
17	в то что	1	2
18	то что я	1	2
19	обратим внимание на	1	2
20	а не как	1	2
21	в одном из	1	2
22	как например в	1	2
23	то же самое	2	2
24	том числе и	1	2
25	той или иной	1	2
26	в самом деле	3	2
27	состоит в том	2	2
28	бы то ни	1	2
29	с другой стороны	1	2
30	подобно тому как	4	2
31	и в самом	1	2
32	в своего рода	1	2
33	себя в другом	1	2
34	берет на себя	1	2
35	тем что он	1	2
36	другого в себе	1	2
37	так или иначе	1	2
38	не только для	1	1
39	автора и героя	1	1
40	легко может быть	1	1
41	только в том	2	1
42	в самом начале	1	1
43	к такого рода	1	1
44	к тому что	4	1
45	стать самим собою	1	1
46	в себе во	1	1
47	как будто бы	2	1
48	найти себя в	1	1
49	хотя бы и	2	1
50	и потому не	1	1
51	я должен найти	1	1
52	так и не	4	1
53	другого я должен	1	1
54	или иначе в	1	1
55	как ему казалось	1	1
56	именно то что	1	1
57	и т п	2	1
58	но при этом	3	1
59	могу обойтись без	1	1
60	обойтись без другого	1	1
61	но и для	1	1
62	тем не менее	3	1
63	то что было	2	1
64	и при этом	1	1
65	для себя а	1	1
66	в другом найдя	1	1
67	другом найдя другого	1	1
68	встречаются и в	1	1
69	едва ли не	1	1
70	в значительной степени	1	1
71	тогда как сам	1	1
72	содержит в себе	1	1
73	я не могу	1	1
74	одних и тех	1	1
75	для того чтобы	3	1
76	в другом и	1	1
77	себе во взаимоотражении	1	1
78	без того чтобы	1	1
79	с того что	1	1
80	это уже не	1	1
81	в глазах других	1	1
82	совершенно не случайно	1	1
83	так и остается	1	1
84	не могу обойтись	1	1
85	отношения к себе	1	1
86	не могу стать	1	1
87	самим собою без	1	1
88	и еще раз	1	1
89	как бы в	1	1
90	том с каким	1	1
91	серьезность и значительность	1	1
92	говорил он себе	1	1
93	о том как	2	1
94	на наш взгляд	4	1
95	и в том	1	1
96	отсылает нас к	1	1
97	в этом контексте	1	1
98	без другого я	1	1
99	в конечном счете	3	1
100	другого не могу	1	1
101	без другого не	1	1
102	и то что	1	1
103	с действительной жизнью	1	1
104	что несмотря на	1	1
105	но еще и	2	1
106	могу стать самим	1	1
107	жизни в ее	1	1
108	между я и	1	1
109	взаимоотражении во взаимоприятии	1	1
110	между тем как	1	1
111	собою без другого	1	1
112	найдя другого в	1	1
113	между автором и	2	1
114	в художественном тексте	1	1
115	и тех же	1	1
116	друг от друга	1	1
117	в этой связи	2	1
118	жизни еще не	1	1
119	в г было	1	1
120	жизни о которых	1	1
121	должен найти себя	1	1
122	не только не	2	1
123	во взаимоотражении во	1	1
