N	3gram	Bakhtin_sl_1	Komedia
1	до сих пор	2	9
2	в том что	1	9
3	для того чтобы	1	6
4	в свою очередь	2	6
5	в то же	12	4
6	о том что	1	4
7	то же время	12	4
8	с самого начала	1	4
9	с точки зрения	8	3
10	и т п	23	3
11	во всяком случае	5	3
12	с одной стороны	4	3
13	тем не менее	1	3
14	так или иначе	1	2
15	в этом случае	2	2
16	бы то ни	1	2
17	в этом отношении	1	2
18	то время как	2	2
19	то ни было	1	2
20	обстоит дело с	1	2
21	с другой стороны	4	2
22	в то время	2	2
23	в известной степени	2	2
24	именно потому что	1	2
25	не могла быть	1	1
26	пределах того же	4	1
27	более или менее	3	1
28	равно как и	1	1
29	имеем в виду	1	1
30	потому что по	1	1
31	и в то	5	1
32	в зависимости от	3	1
33	в отличие от	1	1
34	но и здесь	3	1
35	и не может	2	1
36	и нуждается в	1	1
37	этом случае в	1	1
38	может быть только	2	1
39	с этой точки	1	1
40	по крайней мере	1	1
41	оказывается перед необходимостью	1	1
42	и в частности	1	1
43	его отношение к	1	1
44	в первом случае	2	1
45	эти две линии	1	1
46	и в отношении	1	1
47	все это может	1	1
48	таким образом на	1	1
49	мы остановимся здесь	1	1
50	в пределах того	4	1
51	и не могла	1	1
52	и ничем не	1	1
53	в разной степени	1	1
54	ближе к тому	1	1
55	т п не	1	1
56	в других случаях	2	1
57	и сам он	1	1
58	этой точки зрения	1	1
59	одним из видов	1	1
60	так и в	3	1
61	можно сказать что	1	1
62	нечто совсем иное	1	1
63	отходит в сторону	1	1
64	точки зрения самого	2	1
65	среди которых должен	1	1
66	ни одной из	1	1
67	мы имеем в	1	1
68	к тому что	2	1
69	в отношении к	6	1
70	друг с другом	2	1
71	и в этом	2	1
72	друг друга и	1	1
73	и все его	1	1
74	и т д	5	1
75	в свое время	1	1
