N	2gram	Vinokur_Vv_1	KulturaY
1	и т	43	54
2	т п	5	41
3	т е	38	32
4	и в	27	23
5	точки зрения	7	23
6	в том	31	22
7	не только	21	17
8	в этом	34	16
9	было бы	5	16
10	с точки	2	16
11	самом деле	6	14
12	может быть	24	14
13	в области	4	14
14	в самом	12	13
15	что в	11	13
16	не менее	8	12
17	потому что	14	12
18	для того	21	12
19	вопрос о	8	11
20	том что	26	11
21	того чтобы	21	11
22	можно было	7	11
23	в его	10	11
24	того что	12	11
25	а не	3	11
26	можно говорить	1	10
27	у нас	2	10
28	и не	13	10
29	еще не	4	9
30	таким образом	19	9
31	тем не	8	9
32	хотя бы	5	9
33	так как	13	9
34	прежде всего	8	9
35	т д	37	8
36	лишь в	1	8
37	иными словами	1	8
38	зависимости от	1	8
39	если бы	2	8
40	в виду	4	8
41	уже не	5	8
42	до сих	5	8
43	сих пор	5	8
44	как на	11	8
45	как это	5	7
46	в зависимости	1	7
47	русского языка	1	7
48	все эти	3	7
49	должно быть	2	7
50	того как	3	7
51	и что	4	7
52	с другой	8	7
53	в языке	1	7
54	или иной	1	7
55	в данном	11	7
56	слова и	1	7
57	сказать что	5	7
58	то же	8	6
59	говорить о	3	6
60	в общем	12	6
61	с помощью	1	6
62	в силу	3	6
63	только в	13	6
64	так и	1	6
65	при этом	3	6
66	и тем	5	6
67	с тем	6	6
68	в их	11	6
69	о языке	3	6
70	ничего не	2	6
71	связи с	3	6
72	не может	13	6
73	языка в	4	6
74	могут быть	4	6
75	по себе	9	6
76	о том	15	6
77	после того	2	6
78	что и	3	6
79	тот же	1	6
80	что он	4	6
81	для этого	3	6
82	также и	16	5
83	и есть	3	5
84	в первом	5	5
85	как мы	9	5
86	в чем	4	5
87	о слове	1	5
88	уже выше	1	5
89	независимо от	3	5
90	все же	8	5
91	хотя и	3	5
92	из этих	5	5
93	как бы	5	5
94	что она	3	5
95	как и	5	5
96	не значит	1	5
97	не в	8	5
98	вовсе не	6	5
99	по языку	5	5
100	во внимание	2	5
101	от того	3	5
102	не могут	5	5
103	но также	14	5
104	той или	1	5
105	и должно	1	5
106	при чем	1	5
107	тем что	6	5
108	в связи	2	5
109	что же	3	5
110	тем более	2	5
111	но это	1	5
112	а в	5	5
113	совершенно не	1	5
114	того же	3	4
115	тех же	1	4
116	отношения между	1	4
117	в сущности	3	4
118	на практике	1	4
119	для нашей	1	4
120	как в	1	4
121	в своем	3	4
122	только тогда	1	4
123	в целом	5	4
124	языка как	2	4
125	лишь с	1	4
126	ясно что	9	4
127	этого слова	2	4
128	в своей	4	4
129	что такое	10	4
130	не столько	2	4
131	том чтобы	6	4
132	же мы	1	4
133	тому что	2	4
134	тогда когда	3	4
135	о них	2	4
136	как раз	4	4
137	в числе	1	4
138	и о	1	4
139	в ее	11	4
140	данном случае	5	4
141	были бы	1	4
142	к языку	1	4
143	пор пока	1	4
144	а также	3	4
145	заключается в	4	4
146	между тем	8	4
147	занятия по	1	4
148	язык есть	1	4
149	тех пор	1	4
150	один из	6	4
151	с одной	4	4
152	что не	5	4
153	слова в	1	4
154	русский язык	3	4
155	не было	1	4
156	однако что	1	4
157	одной стороны	4	4
158	мы говорим	2	4
159	в той	7	4
160	этом случае	6	4
161	до тех	1	4
162	то что	17	4
163	только как	6	4
164	речь идет	2	3
165	я и	1	3
166	на самом	1	3
167	это и	1	3
168	то в	1	3
169	той же	4	3
170	есть не	3	3
171	мы не	2	3
172	сам по	1	3
173	в ней	3	3
174	время в	2	3
175	только после	2	3
176	то мы	1	3
177	но не	7	3
178	но как	2	3
179	по отношению	4	3
180	очевидно что	1	3
181	отношение к	3	3
182	то обстоятельство	1	3
183	что именно	2	3
184	и к	1	3
185	бы и	2	3
186	что это	3	3
187	бы сказать	1	3
188	тому же	1	3
189	и вот	3	3
190	русском языке	1	3
191	и с	2	3
192	литературного языка	1	3
193	с этой	4	3
194	мы видели	2	3
195	значит не	1	3
196	научное языковедение	1	3
197	но если	3	3
198	в которых	6	3
199	установка на	1	3
200	и более	1	3
201	так называемого	1	3
202	в отношении	2	3
203	в то	5	3
204	как о	4	3
205	не имеет	4	3
206	и именно	12	3
207	должна быть	2	3
208	которые и	1	3
209	не по	1	3
210	что на	1	3
211	в каком	1	3
212	не потому	1	3
213	обстоятельство что	1	3
214	силу которых	1	3
215	не есть	4	3
216	только то	1	3
217	не трудно	7	3
218	в результате	3	3
219	на вопрос	6	3
220	но и	5	3
221	связь между	4	3
222	это не	8	3
223	вообще и	3	3
224	этот вопрос	4	3
225	в какой	4	3
226	а лишь	1	3
227	уже в	5	3
228	вопроса о	1	3
229	не знать	1	3
230	мы находим	1	3
231	ставит себе	1	3
232	то это	3	3
233	именно в	8	3
234	есть язык	1	3
235	а именно	6	3
236	в ряду	1	3
237	когда мы	2	3
238	по существу	2	3
239	языка т	1	3
240	того или	1	3
241	но для	1	3
242	это уже	1	3
243	этого рода	8	3
244	к тому	4	3
245	мы должны	1	3
246	что вообще	1	3
247	слово в	1	3
248	другой стороны	5	3
249	или иного	1	3
250	по поводу	1	3
251	они не	1	3
252	смысле слова	7	2
253	также что	1	2
254	чтобы не	1	2
255	изучение языка	7	2
256	по адресу	1	2
257	отношению к	4	2
258	что эти	1	2
259	собственном смысле	2	2
260	бы уже	1	2
261	мы имеем	3	2
262	ответить на	1	2
263	и говорить	1	2
264	быть в	4	2
265	здесь не	2	2
266	в различных	2	2
267	заключается не	1	2
268	и вопрос	1	2
269	не то	1	2
270	отличие от	3	2
271	не просто	4	2
272	или иное	1	2
273	связи и	1	2
274	сама по	3	2
275	всю эту	1	2
276	языка и	12	2
277	и я	1	2
278	дает нам	1	2
279	как к	1	2
280	смысле этого	8	2
281	и как	9	2
282	возможных в	1	2
283	увидим что	1	2
284	но в	10	2
285	для которого	1	2
286	еще на	1	2
287	очень много	1	2
288	а во-вторых	2	2
289	грамматические и	1	2
290	учение о	2	2
291	в известном	3	2
292	и тот	1	2
293	как он	6	2
294	так сказать	1	2
295	в значении	1	2
296	с традициями	1	2
297	формы но	1	2
298	же это	2	2
299	принять во	2	2
300	если же	2	2
301	отношений между	3	2
302	в россии	1	2
303	свое время	2	2
304	состоит в	2	2
305	на этом	3	2
306	но все	3	2
307	это конечно	1	2
308	что все	1	2
309	пока мы	1	2
310	значение в	2	2
311	его в	6	2
312	на протяжении	2	2
313	с другими	1	2
314	как об	9	2
315	чем в	3	2
316	от языка	1	2
317	в статье	1	2
318	мере не	1	2
319	и того	2	2
320	одного и	2	2
321	в этих	3	2
322	русского литературного	1	2
323	из того	2	2
324	что сказано	3	2
325	и при	2	2
326	просто и	1	2
327	и без	2	2
328	в котором	4	2
329	мы называем	2	2
330	большей степени	2	2
331	в отличие	3	2
332	не как	3	2
333	мысли и	2	2
334	своего рода	3	2
335	сам же	2	2
336	бы например	1	2
337	точку зрения	1	2
338	если это	2	2
339	однако в	3	2
340	если и	1	2
341	в таких	1	2
342	что различие	1	2
343	себе целью	1	2
344	может служить	3	2
345	к новым	1	2
346	дело не	3	2
347	это еще	2	2
348	нельзя не	4	2
349	слова как	2	2
350	по своему	5	2
351	в русском	1	2
352	никак не	1	2
353	в текст	1	2
354	том отношении	3	2
355	об особой	1	2
356	уже о	1	2
357	которое в	2	2
358	отличается от	1	2
359	к овладению	1	2
360	из всего	1	2
361	говоря уже	2	2
362	совершенно ясно	1	2
363	то или	1	2
364	в дальнейшем	2	2
365	на том	3	2
366	в печати	2	2
367	так называемую	2	2
368	мог бы	2	2
369	по тому	1	2
370	она есть	5	2
371	и нужно	1	2
372	внимание на	4	2
373	язык и	3	2
374	можно сказать	3	2
375	различие в	1	2
376	как они	1	2
377	а потому	3	2
378	и содержания	1	2
379	и об	1	2
380	известном смысле	3	2
381	может оказаться	3	2
382	вопрос об	1	2
383	самое содержание	1	2
384	именно на	2	2
385	в качестве	7	2
386	что если	2	2
387	только слово	1	2
388	речь в	4	2
389	не дает	1	2
390	е на	1	2
391	который как	1	2
392	в одном	4	2
393	ответа на	2	2
394	в особенности	4	2
395	говорим о	1	2
396	значении слова	1	2
397	еще и	3	2
398	только что	4	2
399	не говоря	2	2
400	на этот	4	2
401	не означает	1	2
402	именно так	1	2
403	в свете	1	2
404	что написано	1	2
405	о чем	4	2
406	что мы	2	2
407	чем же	3	2
408	в частности	3	2
409	вместе с	6	2
410	так же	3	2
411	да рядом	1	2
412	в область	1	2
413	тому как	1	2
414	в тех	2	2
415	здесь идет	1	2
416	быть не	1	2
417	иначе говоря	1	2
418	материал для	3	2
419	еще раз	1	2
420	как например	5	2
421	сплошь да	1	2
422	все это	6	2
423	и практическая	1	2
424	кроме того	1	2
425	каждой из	3	2
426	чтобы понять	2	2
427	не с	2	2
428	еще более	1	2
429	главным образом	1	2
430	в большей	7	2
431	е в	4	2
432	историю языка	1	2
433	понимается как	1	2
434	первом случае	2	2
435	только о	2	2
436	в свое	2	2
437	или иным	1	2
438	это в	2	2
439	грамматическую систему	1	2
440	во всяком	3	2
441	целью изучение	1	1
442	не иначе	2	1
443	отношения к	1	1
444	например в	2	1
445	свои задачи	1	1
446	же как	3	1
447	язык может	1	1
448	от научного	1	1
