N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	1	19
2	в том что	2	12
3	все то что	1	11
4	в самом деле	2	7
5	то же самое	1	6
6	на то что	1	6
7	к тому что	1	5
8	так же точно	1	5
9	на самом деле	1	5
10	с самого начала	2	5
11	с точки зрения	5	4
12	можно было бы	1	4
13	то что в	1	3
14	так же как	1	3
15	с одной стороны	2	3
16	тех пор пока	3	2
17	но может быть	1	2
18	если бы мы	1	2
19	с другой стороны	2	2
20	но столь же	1	2
21	может быть это	1	2
22	что в ней	1	2
23	до тех пор	4	2
24	те же самые	1	2
25	должно было бы	1	2
26	весь этот материал	1	1
27	в своих руках	1	1
28	что иное как	2	1
29	тому направлению которое	1	1
30	что в этом	1	1
31	по отношению к	3	1
32	в которых он	1	1
33	равно как и	1	1
34	подобно тому как	1	1
35	мы должны перейти	1	1
36	как это обычно	1	1
37	мы не можем	1	1
38	из него все	1	1
39	но далеко не	1	1
40	на две группы	1	1
41	так как все	1	1
42	не было бы	1	1
43	только то что	1	1
44	однако было бы	1	1
45	то же время	1	1
46	и не может	1	1
47	него все то	1	1
48	ни о какой	1	1
49	с этой точки	1	1
50	не могу поверить	1	1
51	и в некоторых	1	1
52	а также и	1	1
53	и к тому	1	1
54	потому что они	1	1
55	к тому направлению	1	1
56	не может быть	4	1
57	не что иное	2	1
58	и вместе с	1	1
59	те или иные	1	1
60	ничего общего с	2	1
61	этой точки зрения	1	1
62	и никогда не	1	1
63	в конечном счете	1	1
64	же самые слова	1	1
65	в то же	1	1
66	в предисловии к	1	1
67	тому что он	1	1
68	несмотря на все	1	1
69	нам кажется что	1	1
