N	3gram	Bakhtin_fo_1	Narrotol
1	в данном случае	1	8
2	не только в	2	6
3	во времени и	1	6
4	времени и пространстве	1	6
5	в том что	2	5
6	к тому же	2	5
7	в соответствии с	2	4
8	то же время	9	4
9	той или иной	2	4
10	в то же	6	4
11	не может быть	3	4
12	по отношению к	3	3
13	в этом отношении	3	3
14	для того чтобы	5	3
15	в этом и	1	3
16	на другой день	2	3
17	о том что	1	2
18	в самом деле	1	2
19	не было и	2	2
20	до сих пор	3	2
21	сами по себе	1	2
22	но и на	1	2
23	в отличие от	2	2
24	друг на друга	2	2
25	но и в	2	2
26	как если бы	2	2
27	в зависимости от	1	2
28	одно и то	3	2
29	как раз в	4	2
30	и то же	3	2
31	в связи с	5	2
32	дело в том	2	2
33	и все же	1	2
34	во всяком случае	1	2
35	в свою очередь	1	2
36	не только на	1	2
37	и того же	5	1
38	раз в том	1	1
39	перед нами был	1	1
40	жизни то есть	2	1
41	в том числе	4	1
42	дело не только	1	1
43	же как и	2	1
44	с точки зрения	2	1
45	и не только	2	1
46	и в то	5	1
47	до известной степени	1	1
48	в той же	1	1
49	как мы увидим	1	1
50	она входит в	1	1
51	связанных между собой	1	1
52	у него нет	1	1
53	мы еще вернемся	1	1
54	может быть и	2	1
55	жизни но и	1	1
56	не могло быть	3	1
57	в особенности в	1	1
58	в самом начале	1	1
59	как и в	2	1
60	между ними не	1	1
61	в первый раз	1	1
62	с одной стороны	2	1
63	в значительной степени	1	1
64	на мировую литературу	1	1
65	друг с другом	1	1
66	ему что он	1	1
67	и как бы	1	1
68	в нашем случае	1	1
69	в нем не	3	1
70	в той или	1	1
71	здесь не только	1	1
72	в стороне от	1	1
73	связи с этим	2	1
74	было и не	1	1
75	бросается в глаза	1	1
76	влияние не только	1	1
77	преступление и наказание	1	1
78	качестве одной из	1	1
79	до нас в	3	1
80	то что не	1	1
81	если бы между	1	1
82	и т.п в	1	1
83	так и его	1	1
84	на протяжении всего	1	1
85	и в самом	1	1
86	существенную роль в	2	1
87	но в этом	1	1
88	в качестве одной	1	1
89	том числе и	2	1
90	но все же	2	1
91	ни единого слова	1	1
92	одного и того	5	1
93	мы уже знаем	1	1
94	или иной степени	1	1
95	во всех его	1	1
96	но для того	2	1
97	и не могло	1	1
98	не входит в	1	1
