N	2gram	Vinokur_Ku_1	OGranits
1	и в	24	13
2	и его	5	12
3	прежде всего	9	9
4	может быть	13	8
5	не может	7	8
6	и не	12	8
7	в его	12	7
8	и их	1	7
9	и пр	15	7
10	точки зрения	14	7
11	социального общения	3	6
12	только в	11	6
13	как бы	7	6
14	не только	10	6
15	то что	9	6
16	таким образом	12	6
17	языковых средств	1	5
18	языка и	8	5
19	все же	12	5
20	но ведь	2	5
21	с точки	9	5
22	в процессе	1	5
23	хотя бы	10	5
24	слов и	1	4
25	еще и	5	4
26	но в	2	4
27	вопроса о	1	4
28	мы можем	1	4
29	то же	8	4
30	лишь в	2	4
31	в сознании	1	4
32	в своей	2	4
33	было бы	15	4
34	все это	6	4
35	только и	3	4
36	в двух	1	4
37	лингвистического вкуса	3	4
38	о задачах	1	4
39	не является	2	4
40	в каждом	2	4
41	вряд ли	1	3
42	связана с	1	3
43	и то	3	3
44	в ее	1	3
45	самом деле	9	3
46	в пределах	4	3
47	так и	7	3
48	говорить о	1	3
49	в их	3	3
50	по отношению	8	3
51	общего с	1	3
52	с этим	4	3
53	из статьи	1	3
54	в которой	6	3
55	ни один	1	3
56	в себе	3	3
57	языка как	5	3
58	к одному	1	3
59	в одном	3	3
60	так как	9	3
61	одно и	1	3
62	но и	6	3
63	слово в	1	3
64	как и	2	3
65	и уже	1	3
66	со всей	1	3
67	я хочу	1	3
68	точку зрения	1	3
69	что же	6	3
70	не в	11	3
71	да и	1	3
72	но для	1	3
73	и для	2	3
74	никогда не	2	3
75	и все	2	3
76	превращается в	2	3
77	отношению к	9	3
78	не столько	2	3
79	что в	17	3
80	в искусстве	1	3
81	ничего общего	1	3
82	смысле слова	1	2
83	для себя	1	2
84	зависимости от	6	2
85	и может	3	2
86	роль в	4	2
87	и этот	1	2
88	конечно в	1	2
89	есть не	1	2
90	мог бы	1	2
91	подойти к	2	2
92	человеческой речи	1	2
93	если бы	9	2
94	языковых форм	2	2
95	что иное	1	2
96	иное как	2	2
97	не что	1	2
98	и должно	2	2
99	грамматики и	1	2
100	в ней	6	2
101	ее в	2	2
102	речи не	2	2
103	этого социального	1	2
104	а также	1	2
105	в чем	1	2
106	между тем	5	2
107	в общем	3	2
108	нуждается в	3	2
109	в языке	8	2
110	что они	4	2
111	к сожалению	1	2
112	и следовательно	1	2
113	может иметь	2	2
114	как в	4	2
115	в которую	1	2
116	в данном	4	2
