N	2gram	Berdyaev_M_2	Problema
1	и в	46	44
2	и не	18	35
3	не есть	13	35
4	может быть	21	28
5	по себе	2	25
6	потому что	12	25
7	то что	5	23
8	в том	3	21
9	только в	3	19
10	а не	13	18
11	в этом	20	17
12	также и	4	16
13	сказать что	3	16
14	и то	1	14
15	не только	18	14
16	то же	5	13
17	не в	9	13
18	но в	10	12
19	том что	4	12
20	той или	1	12
21	так что	2	12
22	так и	4	10
23	как и	13	10
24	у нас	11	10
25	но и	15	10
26	что всякий	3	9
27	не имеет	4	9
28	в нем	22	9
29	и с	3	9
30	это не	5	9
31	и тем	1	9
32	и это	5	9
33	в его	5	9
34	что и	4	9
35	что он	7	9
36	так как	8	9
37	как бы	8	9
38	и от	3	9
39	смысле слова	3	8
40	сама по	1	8
41	в себе	10	8
42	он не	10	8
43	было бы	1	8
44	ни в	3	8
45	но это	8	8
46	только и	4	8
47	связи с	2	8
48	того что	6	8
49	или иной	2	8
50	что же	2	8
51	что в	4	8
52	это и	3	7
53	мы не	1	7
54	на самом	1	7
55	все эти	1	7
56	мы должны	1	7
57	вещи и	1	7
58	с ним	3	7
59	и что	2	7
60	с другой	1	7
61	уже не	4	7
62	не может	15	7
63	и потому	7	7
64	сам по	2	6
65	в целом	1	6
66	и к	7	6
67	о том	3	6
68	и если	2	6
69	у пушкина	1	6
70	но если	1	6
71	никогда не	18	6
72	для этого	4	6
73	и только	1	6
74	такого рода	2	6
75	нет ничего	3	6
76	жизни и	6	6
77	и есть	8	5
78	есть не	5	5
79	значение и	1	5
80	за пределы	1	5
81	что они	3	5
82	в своем	8	5
83	хотя и	2	5
84	в нашем	7	5
85	с тем	1	5
86	и сам	1	5
87	точки зрения	2	5
88	в своей	5	5
89	нас не	2	5
90	как о	1	5
91	и его	5	5
92	в ней	11	5
93	и здесь	6	5
94	в конце	5	5
95	не было	11	5
96	так же	6	5
97	как в	7	5
98	да и	2	5
99	этого слова	1	5
100	все это	1	5
101	а в	2	5
102	с ней	1	5
103	не что	3	4
104	не имеют	2	4
105	что иное	3	4
106	он сам	6	4
107	иное как	3	4
108	в чем	3	4
109	могли бы	1	4
