N	2gram	Bakhtin_Pr_2	EvropaiE
1	и в	45	37
2	в отношении	1	32
3	в пределах	4	25
4	точки зрения	19	23
5	что в	6	21
6	не только	16	18
7	с точки	9	17
8	в то	5	16
9	то же	5	15
10	хотя бы	5	15
11	отношении к	1	15
12	в своем	5	14
13	но в	6	14
14	же время	3	14
15	но и	15	14
16	и не	42	14
17	в этом	20	12
18	в их	4	11
19	в области	2	11
20	в том	8	11
21	так и	3	10
22	в себе	5	9
23	только в	9	9
24	прежде всего	11	9
25	не может	24	9
26	так же	5	9
27	в смысле	2	9
28	в ее	3	8
29	думать что	1	8
30	было бы	4	8
31	в своей	6	8
32	к тому	1	8
33	с одной	1	8
34	нам кажется	1	7
35	того что	3	7
36	так как	5	7
37	с другой	1	7
38	как и	14	7
39	может быть	18	6
40	и на	7	6
41	во всех	4	6
42	стороны и	1	6
43	на то	2	6
44	то есть	50	6
45	том что	7	6
46	того чтобы	1	6
47	вовсе не	7	6
48	для того	1	6
49	и даже	3	6
50	как бы	15	6
51	то что	5	6
52	же как	4	5
53	которую мы	2	5
54	но не	6	5
55	не в	8	5
56	и по	2	5
57	к которым	1	5
58	но если	1	5
59	тем самым	2	5
60	как мы	8	5
61	одной из	2	5
62	в виде	1	5
63	со стороны	4	5
64	от этого	1	5
65	в частности	1	5
66	и потому	6	5
67	в той	3	5
68	этой точки	2	5
69	то в	1	4
70	мы не	1	4
71	в ней	7	4
72	независимо от	1	4
73	в самом	13	4
74	несмотря на	1	4
75	чем в	1	4
76	лежат в	1	4
77	даже в	6	4
78	не имеет	3	4
79	и притом	1	4
80	в процессе	2	4
81	той или	3	4
82	по себе	8	4
83	можно сказать	2	4
84	тем более	1	4
85	именно в	3	4
86	само по	2	4
87	или иной	3	4
88	не на	4	4
89	как это	2	4
90	сказать что	5	4
91	в каком	1	4
92	в сфере	2	3
93	идет о	2	3
94	бы и	3	3
95	и со	2	3
96	того же	1	3
97	как в	4	3
98	и к	2	3
99	себе не	1	3
100	но на	2	3
101	вообще не	1	3
102	в определенном	1	3
103	мы можем	4	3
104	не дает	1	3
105	большинстве случаев	2	3
106	этом смысле	5	3
107	в них	4	3
108	мы видели	3	3
109	и некоторые	2	3
110	она в	1	3
111	в которых	1	3
112	дело в	1	3
113	никогда не	17	3
114	потому что	8	3
115	в пределы	3	3
116	уже и	1	3
117	с другом	2	3
118	во все	2	3
119	бы ни	1	3
120	можно было	2	3
121	о том	3	3
122	от них	2	3
123	место в	1	3
124	что и	5	3
125	отметить что	2	3
126	и только	1	3
127	не из	1	3
128	в данной	1	3
129	из них	9	3
130	в прошлом	1	3
131	к ним	3	3
132	тем что	2	3
133	этом отношении	2	3
134	по своим	2	3
135	и прежде	2	3
136	в свою	1	3
137	там где	6	3
138	в данном	1	3
139	друг с	2	3
140	не является	3	3
141	и для	2	3
142	и от	3	3
