N	2gram	Voloshinov_1	Vladivir
1	и в	13	40
2	то что	6	28
3	не только	6	25
4	и не	8	25
5	учение о	2	24
6	том что	2	18
7	в том	2	18
8	но и	3	18
9	еще и	4	18
10	также и	1	17
11	что в	3	17
12	в этом	2	16
13	в его	7	14
14	не может	8	14
15	в виде	1	13
16	точки зрения	7	13
17	вовсе не	2	13
18	только в	6	13
19	в конце	1	12
20	даже и	1	12
21	сказать что	1	12
22	едва ли	1	11
23	никогда не	3	11
24	потому что	1	11
25	таким образом	6	11
26	тем не	1	10
27	и его	12	10
28	то это	1	10
29	прежде всего	9	10
30	и то	3	9
31	в себе	3	9
32	в своей	4	9
33	не менее	2	9
34	что же	3	9
35	в своем	1	8
36	в этой	1	8
37	и что	1	8
38	а также	2	8
39	для него	2	8
40	может быть	8	8
41	а не	2	8
42	так же	2	8
43	и как	1	7
44	и если	1	7
45	как и	3	7
46	несмотря на	2	7
47	в то	1	7
48	так как	3	7
49	вместе с	1	7
50	к тому	2	7
51	а в	2	7
52	в своих	2	7
53	смысле слова	2	6
54	не мог	2	6
55	с точки	5	6
56	по себе	1	6
57	во всем	2	6
58	и это	1	6
59	так и	3	6
60	об этом	1	6
61	и здесь	1	6
62	почему же	1	6
63	если не	1	6
64	да и	3	6
65	но это	1	6
66	хотя бы	5	6
67	мы уже	2	5
68	в ней	2	5
69	совсем не	1	5
70	тут же	1	5
71	отнюдь не	1	5
72	в истории	1	5
73	более или	1	5
74	все эти	2	5
75	можно было	1	5
76	должно быть	1	5
77	или менее	1	5
78	но если	1	5
79	в отношении	2	5
80	тем что	2	5
81	только и	4	5
82	эти три	1	5
83	ничего общего	3	5
84	для себя	2	5
85	еще в	2	5
86	с другой	2	5
87	что он	1	5
88	только на	1	5
89	в одном	3	5
90	не было	1	5
91	в данном	2	5
92	никакого отношения	1	5
93	в самом	2	4
94	то же	4	4
95	и о	1	4
96	вопрос о	1	4
97	но даже	1	4
98	еще не	1	4
99	но не	1	4
100	то он	1	4
101	все же	5	4
102	но в	4	4
103	на то	1	4
104	было бы	4	4
105	такой же	1	4
106	тому что	1	4
107	не имеет	2	4
108	или как	1	4
109	в дальнейшем	1	4
110	мог бы	2	4
111	до конца	1	4
112	и все	3	4
113	как это	1	4
114	в течение	2	4
115	такого рода	1	4
116	указать на	1	4
117	мы должны	6	4
118	же как	1	3
119	на самом	1	3
120	мы имеем	1	3
121	на первом	1	3
122	с большим	1	3
123	в чем	2	3
124	отличие от	1	3
125	за пределы	3	3
126	и у	1	3
127	уже в	2	3
128	с их	1	3
129	в нем	2	3
130	при этом	2	3
131	раз навсегда	1	3
132	является не	1	3
133	далеко не	1	3
134	не столько	3	3
135	в отличие	1	3
136	не в	3	3
137	весь этот	1	3
138	того чтобы	1	3
139	сводится к	1	3
140	все то	1	3
141	в виду	1	3
142	если бы	2	3
143	к нему	1	3
144	и тем	2	3
145	с одной	2	3
146	и чисто	1	3
147	само по	1	3
148	само собой	1	3
149	человека и	1	3
150	в связи	2	3
151	одной стороны	2	3
152	как бы	6	3
153	же самое	1	3
154	но для	3	3
155	и для	3	3
156	собственно говоря	2	3
157	только о	1	3
158	вполне понятно	4	3
159	ее в	2	3
160	и эта	5	3
161	в этот	2	2
162	не имеют	1	2
163	и этот	2	2
164	есть не	2	2
165	мы не	4	2
166	не вполне	1	2
167	на себя	1	2
168	нам представляется	1	2
169	данном случае	2	2
170	и речи	1	2
171	которые не	1	2
172	общего с	3	2
173	с этим	3	2
174	что касается	1	2
175	и наконец	5	2
