N	3gram	Losev_Prob_1	KulturaY
1	и т п	1	18
2	для того чтобы	8	15
3	в том что	5	15
4	и т д	10	14
5	с точки зрения	3	9
6	в том чтобы	1	8
7	в самом деле	2	7
8	только потому что	2	6
9	с другой стороны	3	6
10	о том что	5	5
11	в этом отношении	1	5
12	по крайней мере	2	5
13	во всяком случае	3	5
14	что же касается	3	4
15	до сих пор	3	4
16	тем не менее	18	4
17	более или менее	3	3
18	в этом смысле	6	3
19	о том как	2	3
20	того или иного	2	3
21	можно было бы	2	3
22	вместе с тем	1	3
23	не потому что	2	3
24	в связи с	4	3
25	не может быть	2	3
26	все это не	1	3
27	и того же	2	2
28	сводится к тому	1	2
29	на самом деле	4	2
30	на то что	8	2
31	так или иначе	2	2
32	и потому что	1	2
33	в том и	1	2
34	внимание на то	1	2
35	т д и	4	2
36	в этом случае	2	2
37	в первую очередь	1	2
38	обратить внимание на	1	2
39	что в них	1	2
40	и вовсе не	4	2
41	так и в	1	2
42	д и т	3	2
43	заключается в том	1	2
44	и в самом	2	2
45	одного и того	2	2
46	в то же	4	2
47	к тому что	1	2
48	если бы он	1	1
49	но уже и	1	1
50	и может быть	1	1
51	говоря уже об	1	1
52	на том что	2	1
53	что иное как	2	1
54	он должен быть	1	1
55	мы сразу же	1	1
56	этом смысле есть	1	1
57	в данный момент	1	1
58	то это значит	1	1
59	иметь в виду	3	1
60	это было бы	1	1
61	не говоря уже	2	1
62	в настоящее время	3	1
63	вовсе не нужно	1	1
64	ни один из	1	1
65	никак не может	1	1
66	а только ради	1	1
67	свидетельствует о том	2	1
68	же касается истории	1	1
69	п тем не	1	1
70	и если мы	3	1
71	как раз и	7	1
72	и во многих	1	1
73	с представлением о	1	1
74	во многих других	1	1
75	ниже мы увидим	1	1
76	и притом не	1	1
77	и в то	1	1
78	в таких случаях	2	1
79	сами по себе	3	1
80	при этом что	1	1
81	в первом и	1	1
82	по своему содержанию	2	1
83	и является наиболее	1	1
84	но для этого	1	1
85	всего то что	1	1
86	чтобы указать на	1	1
87	в сущности говоря	1	1
88	в погоне за	1	1
89	отчет в том	1	1
90	то что обычно	1	1
91	и ничего не	1	1
92	хотя и здесь	1	1
93	д все это	1	1
94	не то что	1	1
95	в известной мере	1	1
96	может быть проще	1	1
97	одно и то	1	1
98	в это время	1	1
99	постановка вопроса о	1	1
100	скажем несколько слов	1	1
101	если не считать	1	1
102	как раз то	1	1
103	ничего общего с	7	1
104	не только в	1	1
105	т д все	1	1
106	и с точки	1	1
107	и в его	1	1
108	оно заключается в	1	1
109	тех или иных	2	1
110	потому что оно	2	1
111	и то же	1	1
112	всех этих случаях	1	1
113	во всех этих	2	1
114	это не значит	1	1
115	это-то как раз	1	1
116	а вовсе не	1	1
117	еще и потому	1	1
118	не для того	1	1
119	вовсе не то	1	1
120	литературе и искусстве	3	1
121	когда мы говорим	2	1
122	потому что если	1	1
123	так же как	2	1
124	вовсе еще не	3	1
125	вопросом о том	1	1
126	а может быть	2	1
127	до наших дней	1	1
128	то во всяком	2	1
129	ни в каком	3	1
130	не есть нечто	1	1
131	однако не в	1	1
132	вовсе не есть	6	1
133	уже не просто	1	1
134	дело не с	1	1
135	не только потому	1	1
136	с тем что	2	1
137	и тем самым	3	1
138	совершенно правильно в	1	1
139	той или иной	4	1
140	данный момент в	1	1
141	что нет ничего	1	1
142	оказывается что эти	1	1
143	в литературе и	4	1
144	в этих случаях	2	1
145	в братьях карамазовых	1	1
146	только помнить что	1	1
147	не что иное	2	1
148	таким образом в	1	1
149	чтобы в конце	1	1
150	потому что она	1	1
151	т п тем	1	1
152	у нас только	1	1
153	на этот раз	2	1
154	точно так же	4	1
155	только тогда когда	1	1
156	но еще и	1	1
157	тот или иной	1	1
