N	2gram	Losev_Dial_3	FransuaR
1	и в	24	56
2	то есть	1	24
3	в его	2	18
4	таким образом	13	17
5	все эти	3	15
6	в этом	8	14
7	в том	5	13
8	так и	5	13
9	он был	1	12
10	в то	5	12
11	и его	5	12
12	то же	6	11
13	вещей и	6	11
14	в них	5	11
15	в этих	1	11
16	как бы	3	11
17	мы уже	3	10
18	еще не	2	10
19	же время	3	10
20	эпохи в	1	9
21	в самом	7	9
22	и не	27	9
23	только в	5	9
24	но и	9	9
25	в сущности	10	8
26	во всех	1	8
27	не только	23	8
28	в нем	3	8
29	и с	6	8
30	и даже	13	8
31	до сих	1	8
32	по своему	1	8
33	сих пор	1	8
34	все это	6	8
35	том что	8	8
36	и на	3	7
37	как мы	2	7
38	у него	2	7
39	в частности	2	7
40	той же	3	6
41	в ее	1	6
42	но в	2	6
43	эпохи и	1	6
44	точки зрения	25	6
45	вовсе не	13	6
46	связи с	1	6
47	прежде всего	8	6
48	и все	6	6
49	потому что	7	6
50	с ее	1	5
51	с его	2	5
52	но не	2	5
53	он не	5	5
54	такой же	1	5
55	во время	1	5
56	в отношении	1	5
57	в процессе	1	5
58	никогда не	7	5
59	не было	3	5
60	как и	7	5
61	в условиях	2	5
62	в результате	1	5
63	что в	7	5
64	есть и	12	5
65	они не	2	5
66	ту же	1	4
67	например в	2	4
68	и потому	2	4
69	в ней	2	4
70	за пределы	3	4
71	и к	5	4
72	в которой	1	4
73	что это	12	4
74	в себе	2	4
75	при этом	2	4
76	их в	2	4
77	что все	14	4
78	и ее	3	4
79	и более	1	4
80	даже в	1	4
81	одна из	3	4
82	по своей	1	4
83	во всем	3	4
84	наконец в	1	4
85	образы и	1	4
86	в совершенно	1	4
87	вещи и	1	4
88	и которые	1	4
89	о том	6	4
90	и вещей	1	4
91	с одной	3	4
92	в качестве	1	4
93	конечно не	4	4
94	так как	6	4
95	в особенности	7	4
96	в основе	3	4
97	в своих	2	4
98	в их	2	3
99	конечно и	1	3
100	на них	2	3
101	не просто	18	3
102	в своем	3	3
103	перед нами	3	3
104	кроме того	6	3
105	и наконец	1	3
