N	3gram	Losev_Dial_2	Komedia
1	в том что	6	9
2	и т п	2	5
3	в то время	3	5
4	с другой стороны	4	5
5	к тому же	1	5
6	том что он	1	4
7	то время как	3	4
8	в конце концов	1	4
9	то же время	4	4
10	в то же	3	4
11	и т д	15	4
12	в этом отношении	1	3
13	речь идет о	1	3
14	с одной стороны	1	3
15	о том что	4	3
16	несмотря на всю	1	3
17	не в состоянии	2	2
18	не говоря уже	2	2
19	то же самое	2	2
20	говоря уже о	2	2
21	но и в	1	2
22	может быть даже	1	2
23	до сих пор	2	2
24	т е в	3	2
25	бы то ни	1	2
26	во всяком случае	2	2
27	я думаю что	1	1
28	том что в	1	1
29	что иное как	3	1
30	только что в	1	1
31	более или менее	2	1
32	большей или меньшей	1	1
33	и даже не	1	1
34	подобно тому как	1	1
35	же как и	1	1
36	и что же?	1	1
37	и не только	5	1
38	в зависимости от	2	1
39	вместе с тем	1	1
40	как будто бы	3	1
41	же как раз	1	1
42	в обоих случаях	1	1
43	сам по себе	3	1
44	независимо от того	1	1
45	это вовсе не	2	1
46	с тех пор	2	1
47	со всех сторон	1	1
48	в это время	1	1
49	чтобы убедиться в	1	1
50	так же как	1	1
51	в данном случае	2	1
52	не только в	2	1
53	но при этом	1	1
54	в разной мере	1	1
55	так или иначе	2	1
56	не раз в	1	1
57	а в другом	1	1
58	и в том	1	1
59	потому что они	2	1
60	бросается в глаза	1	1
61	т д все	1	1
62	же как мы	1	1
63	одного из них	1	1
64	и независимо от	1	1
65	с самого начала	2	1
66	по одному из	1	1
67	и прежде всего	2	1
68	не что иное	3	1
69	может и не	1	1
70	которые могут быть	1	1
71	то оно все	1	1
72	в другом случае	1	1
73	как мы уже	1	1
74	бы только один	1	1
75	к тому что	1	1
76	тем не менее	2	1
77	на всю ее	1	1
78	мы уже знаем	3	1
79	может быть в	3	1
80	при всем том	1	1
81	но и все	1	1
