N	3gram	Bakhtin_Fr_1	Istorich
1	с другой стороны	1	8
2	во всех этих	2	6
3	не только в	1	5
4	с одной стороны	2	4
5	мы имеем в	1	4
6	в том что	6	4
7	мы видим что	1	3
8	не может быть	1	3
9	и в других	2	2
10	но и в	2	2
11	но это не	1	2
12	на этот вопрос	2	2
13	и здесь мы	1	2
14	до сих пор	4	2
15	так как он	1	2
16	лежит в основе	1	2
17	так и в	2	2
18	но все же	2	2
19	вовсе не входит	1	1
20	сказать что в	1	1
21	с точки зрения	3	1
22	и др все	1	1
23	по отношению к	1	1
24	гораздо шире чем	1	1
25	и может быть	1	1
26	по одной из	1	1
27	в самом деле	1	1
28	в частности и	1	1
29	не входит в	2	1
30	но все это	1	1
31	прямо или косвенно	1	1
32	в большинстве случаев	2	1
33	как мы уже	5	1
34	она еще может	1	1
35	и у других	2	1
36	все это в	1	1
37	в которых они	1	1
38	представления о мире	1	1
39	вплоть до наших	1	1
40	входит в наши	1	1
41	в самом начале	1	1
42	очень интересный и	1	1
43	один из них	1	1
44	в связи с	1	1
45	в наши задачи	1	1
46	до наших дней	1	1
47	наши задачи мы	1	1
48	но и на	1	1
49	во франции в	1	1
50	во второй половине	2	1
51	кроме того он	1	1
52	видеть в нем	2	1
53	вместе со своим	1	1
