N	3gram	Bakhtin_Fr_3	Myslijsy
1	по отношению к	2	8
2	в том что	1	7
3	в этом случае	1	5
4	не может быть	2	5
5	само по себе	1	5
6	о том что	2	5
7	до сих пор	4	4
8	и в этом	1	4
9	можно сказать что	2	4
10	для того чтобы	3	4
11	на самом деле	3	3
12	с точки зрения	1	3
13	во всяком случае	1	3
14	то же время	6	3
15	в то же	6	3
16	что иное как	1	2
17	и до сих	1	2
18	подобно тому как	1	2
19	в том же	2	2
20	хотя бы и	1	2
21	нетрудно заметить что	1	2
22	сказать несколько слов	1	2
23	между тем как	1	2
24	в данном случае	2	2
25	что и в	1	2
26	не что иное	1	2
27	но это есть	1	1
28	в нем был	1	1
29	в одном слове	1	1
30	дело в том	1	1
31	и той же	2	1
32	одним и тем	1	1
33	в настоящее время	1	1
34	в том числе	3	1
35	и сама литература	1	1
36	о том как	1	1
37	но что в	1	1
38	потому что не	1	1
39	хотя в этом	1	1
40	видно что в	3	1
41	на одном из	1	1
42	слове и в	1	1
43	но и не	1	1
44	но и в	2	1
45	его восприятия и	1	1
46	в этом отношении	2	1
47	что в нем	1	1
48	той же книге	3	1
49	даже и в	1	1
50	и не может	1	1
51	встречаются и в	1	1
52	большую роль в	1	1
53	что в то	1	1
54	и др в	1	1
55	может быть только	1	1
56	не подлежит сомнению	1	1
57	и потому не	1	1
58	может быть и	1	1
59	имеет в виду	2	1
60	нет и не	1	1
61	уже в языке	1	1
62	и сделал его	1	1
63	дело не с	1	1
64	и тем же	1	1
65	что может быть	1	1
66	смысле этого слова	1	1
67	в связи с	4	1
68	как и сама	1	1
69	что этот образ	1	1
70	в свою очередь	1	1
71	уже и в	1	1
72	с другой стороны	1	1
73	общества и его	1	1
74	но на самом	1	1
75	все то что	2	1
76	в свое время	1	1
77	в самом языке	1	1
78	в той же	4	1
79	в истории и	1	1
80	сих пор не	1	1
81	есть не что	1	1
82	было бы совершенно	1	1
83	и до того	1	1
84	заключается в том	1	1
85	то есть все	1	1
86	в том чтобы	1	1
87	и вместе с	1	1
88	в одном из	1	1
89	с самого начала	1	1
90	и в самом	1	1
91	отрицание должно быть	1	1
92	том числе и	2	1
93	кроме того что	1	1
94	одной и той	2	1
95	в них не	1	1
96	и все что	2	1
97	как и в	2	1
98	мы видели что	1	1
