N	3gram	Tiupa_Anal_3	Dialekti
1	с точки зрения	2	14
2	в таком случае	1	10
3	тем не менее	2	10
4	не только не	3	7
5	что иное как	1	6
6	не может быть	1	6
7	не что иное	1	6
8	в самом деле	1	5
9	сам по себе	1	5
10	по крайней мере	4	5
11	само по себе	1	5
12	о том что	5	5
13	подобно тому как	2	4
14	сама по себе	2	4
15	крайней мере в	2	3
16	с одной стороны	2	3
17	не есть ни	1	3
18	в том что	7	3
19	есть не что	1	3
20	как и в	4	3
21	и прежде всего	2	3
22	ничего не говорит	1	3
23	в сравнении с	2	3
24	хотя и не	1	2
25	не говоря уже	1	2
26	того или иного	1	2
27	тот или иной	2	2
28	говоря уже о	1	2
29	но они не	1	2
30	с тех пор	1	2
31	в зависимости от	1	2
32	что не есть	1	2
33	уже по одному	1	2
34	не могут быть	1	2
35	с другой стороны	5	2
36	во всяком случае	2	2
37	той или иной	3	2
38	к тому же	3	2
39	так или иначе	1	2
40	в этом мире	1	1
41	тех пор как	1	1
42	в чистом виде	1	1
43	в особенности это	1	1
44	и той же	2	1
45	на самом деле	1	1
46	и в особенности	1	1
47	гоголевский хома брут	1	1
48	о смерти ни	1	1
49	той же самой	1	1
50	не видит что	1	1
51	до сих пор	1	1
52	в этом отношении	3	1
53	о себе самом	1	1
54	то от этого	1	1
55	перед нами не	1	1
56	есть одна из	1	1
57	в применении к	1	1
58	между мифом и	1	1
59	в данном случае	3	1
60	далеко не всегда	1	1
61	тот факт что	1	1
62	отнюдь еще не	1	1
63	я не мог	1	1
64	и как бы	1	1
65	не в том	1	1
66	имеем дело не	2	1
67	нет никакой возможности	1	1
68	или иной модус	1	1
69	не менее чем	1	1
70	то же время	3	1
71	и к ним	1	1
72	в одном из	1	1
73	в конечном счете	2	1
74	в особенности с	1	1
75	речь идет о	1	1
76	с этой стороны	1	1
77	в то же	3	1
78	в связи с	1	1
79	несмотря на свою	1	1
80	в глубине души	1	1
81	одной и той	2	1
82	все той же	1	1
83	в себе не	1	1
84	что и в	1	1
85	но еще и	1	1
