N	3gram	Bakhtin_Fr_6	Myslijsy
1	в том что	2	13
2	по отношению к	1	13
3	не может быть	1	9
4	в нем самом	1	5
5	с другой стороны	2	5
6	удовольствия и неудовольствия	2	4
7	но и в	2	4
8	в то же	5	3
9	с одной стороны	4	3
10	и в языке	1	3
11	что и в	1	3
12	и как бы	1	3
13	а так как	1	3
14	не только в	1	3
15	то же время	5	3
16	с точки зрения	2	3
17	в нем есть	1	2
18	но и для	1	2
19	одного и того	1	2
20	так что не	1	2
21	притом не только	1	2
22	все то что	4	2
23	а потому что	1	2
24	дело в том	1	2
25	на этот вопрос	1	2
26	для того чтобы	1	2
27	и того же	1	2
28	заключается в том	1	1
29	о том что	5	1
30	и в истории	1	1
31	как мы видим	1	1
32	сам по себе	1	1
33	в одном из	1	1
34	в связи с	1	1
35	переходят друг в	1	1
36	и там где	1	1
37	если они не	1	1
38	положительного и отрицательного	1	1
39	из того что	1	1
40	мы видели что	1	1
41	времени с другой	1	1
42	все это совершается	1	1
43	что касается до	1	1
44	во всех языках	2	1
45	но все же	1	1
46	и телесной жизни	2	1
47	до сих пор	3	1
48	и духовные особенности	1	1
49	не во всех	1	1
50	и стремление к	1	1
51	не совпадает с	1	1
52	а не из	1	1
53	и все это	1	1
54	таким образом уже	1	1
55	в первом случае	3	1
56	в то время	1	1
57	он не мог	1	1
58	есть только то	1	1
59	и в этой	1	1
60	таким образом в	2	1
61	более или менее	1	1
62	те места где	1	1
63	то это было	1	1
64	в этом отношении	3	1
65	одной стороны и	2	1
66	каждом из этих	1	1
67	только то что	1	1
68	в себе самом	1	1
69	несмотря на их	1	1
70	смысле этого слова	1	1
71	что все они	1	1
72	и не только	1	1
73	в каждом из	1	1
74	органы его не	1	1
75	начинается там где	1	1
76	после того как	1	1
77	несколько слов об	1	1
78	друг в друга	1	1
79	между тем как	1	1
80	то он должен	1	1
81	до того что	1	1
82	то есть только	2	1
83	с тем и	1	1
84	и потому не	1	1
