N	2gram	Potebnia_M_3	RusskieA
1	и в	30	36
2	не только	21	22
3	том что	18	19
4	что в	17	19
5	в том	32	17
6	но и	19	16
7	так как	13	15
8	во время	2	14
9	в этом	10	12
10	в других	2	11
11	и т	5	10
12	и на	3	10
13	это не	1	10
14	как и	10	10
15	как мы	7	10
16	вместе с	12	10
17	потому что	46	10
18	т д	3	9
19	об этом	2	9
20	а в	12	9
21	и по	4	8
22	с тем	7	8
23	о том	2	8
24	один из	4	8
25	из них	6	8
26	может быть	28	8
27	что они	2	7
28	так и	11	7
29	между тем	9	7
30	что и	13	7
31	мы не	9	6
32	в виде	2	6
33	так например	2	6
34	таким образом	14	6
35	при этом	3	6
36	видно что	1	6
37	не имеет	6	6
38	уже не	6	6
39	в них	5	6
40	и не	15	6
41	все это	4	6
42	для нас	20	6
43	то что	18	6
44	а и	4	5
45	как в	10	5
46	все же	2	5
47	во многих	1	5
48	показывает что	2	5
49	в которых	2	5
50	того как	4	5
51	там же	6	5
52	с ними	1	5
53	одно из	5	5
54	как бы	3	5
55	с в	2	4
56	г в	1	4
57	в первый	1	4
58	еще не	5	4
59	во всех	1	4
60	что по	2	4
61	после этого	1	4
62	входит в	2	4
63	из этих	9	4
64	в их	2	4
65	что этот	1	4
66	тому что	3	4
67	связи с	2	4
68	что на	1	4
69	к тому	7	4
70	его с	2	4
71	так в	2	4
72	и что	10	4
73	тем что	7	4
74	а с	2	4
75	и а	1	4
76	того что	18	4
77	но это	6	4
78	не может	6	4
79	только в	21	4
80	к этому	3	4
81	увидим ниже	1	3
82	их и	1	3
83	на каждом	1	3
84	если в	1	3
85	которые не	1	3
86	в своем	5	3
87	не можем	3	3
88	что это	4	3
89	думать что	5	3
90	то же	23	3
91	но все	2	3
92	далеко не	4	3
93	несмотря на	2	3
94	в этих	1	3
95	точки зрения	2	3
96	к тем	2	3
97	таким же	1	3
98	с точки	1	3
99	народной поэзии	2	3
100	тем не	3	3
101	их в	2	3
102	не менее	5	3
103	в пищу	1	3
104	в разных	2	3
105	ничего не	1	3
106	в поле	1	3
107	говорится что	1	3
108	не с	1	3
109	начиная с	1	3
110	то есть	34	3
111	или на	2	3
112	от них	2	3
113	как например	1	3
114	по этому	1	3
115	только на	3	3
116	слова в	7	3
117	в одном	2	3
118	к ним	1	3
119	в области	2	3
120	на этот	1	3
121	так же	3	3
122	других случаях	1	3
123	по содержанию	2	3
124	этого слова	11	3
125	не будем	1	3
126	в свою	3	3
127	но эти	1	3
128	например в	6	2
129	которого в	2	2
130	но тем	2	2
131	к нам	1	2
132	но она	1	2
133	в числе	1	2
134	в ней	8	2
135	он был	1	2
136	природы и	2	2
137	на самом	1	2
138	но не	7	2
139	к слову	2	2
140	тогда как	2	2
141	как по	1	2
142	независимо от	5	2
143	что именно	4	2
144	с этим	6	2
145	мы можем	3	2
146	хотя и	1	2
147	и как	5	2
148	его к	2	2
149	но в	1	2
150	та же	2	2
151	в целом	3	2
152	все эти	1	2
153	и до	2	2
154	как он	1	2
155	что она	3	2
156	в нем	9	2
157	в силу	3	2
158	в каждом	3	2
159	главным образом	1	2
160	в старину	1	2
161	и с	2	2
162	разница между	3	2
163	в жизни	1	2
164	многие другие	2	2
165	это сходство	1	2
166	в один	4	2
167	как символ	1	2
168	такое толкование	1	2
169	и более	1	2
