N	2gram	Vinokur_Vv_1	Dialekti
1	не есть	4	54
2	т е	38	48
3	и не	13	27
4	а не	3	26
5	точки зрения	7	25
6	и т	43	24
7	и в	27	24
8	значит что	1	24
9	это значит	1	24
10	есть нечто	1	23
11	не только	21	23
12	т д	37	23
13	что такое	10	21
14	по себе	9	20
15	не может	13	19
16	не просто	4	18
17	ничего не	2	17
18	и есть	3	16
19	и что	4	15
20	что все	1	14
21	с точки	2	14
22	то что	17	14
23	таким образом	19	13
24	что он	4	13
25	вовсе не	6	13
26	может быть	24	13
27	и даже	5	13
28	что это	3	12
29	есть только	2	12
30	того что	12	12
31	есть и	4	12
32	но тогда	1	11
33	не менее	8	11
34	не имеет	4	11
35	что же	3	11
36	в сущности	3	10
37	тем не	8	10
38	история есть	1	10
39	она есть	5	10
40	не существует	2	10
41	есть не	3	9
42	то это	3	9
43	что она	3	9
44	но и	5	9
45	в этом	34	8
46	и как	9	8
47	это есть	2	8
48	учение о	2	8
49	отличается от	1	8
50	так что	5	8
51	в виде	4	8
52	прежде всего	8	8
53	что мы	2	8
54	том что	26	8
55	если же	2	8
56	это и	1	7
57	в самом	12	7
58	как и	5	7
59	нет никакого	1	7
60	никогда не	3	7
61	как раз	4	7
62	потому что	14	7
63	что оно	2	7
64	ясно что	9	7
65	в виду	4	7
66	другими словами	1	7
67	только на	3	7
68	но что	3	7
69	даже и	3	7
70	в особенности	4	7
71	что в	11	7
72	самом деле	6	6
73	должна быть	2	6
74	д и	1	6
75	что иное	4	6
76	иное как	5	6
77	то же	8	6
78	об этом	5	6
79	и с	2	6
80	возможно только	1	6
81	вещей и	1	6
82	превращается в	1	6
83	оно не	1	6
84	утверждать что	1	6
85	если бы	2	6
86	что и	3	6
87	о том	15	6
88	история и	3	6
89	так как	13	6
90	не на	1	6
91	и все	1	6
92	все это	6	6
93	кроме того	1	6
94	но если	3	6
95	не что	4	6
96	есть то	1	6
97	сам по	1	5
98	вопрос о	8	5
99	что его	1	5
100	хотя и	3	5
101	и к	1	5
102	есть ли	1	5
103	само по	3	5
104	по крайней	4	5
105	одно и	1	5
106	так и	1	5
107	было бы	5	5
108	в них	4	5
109	мы не	2	5
110	и тогда	3	5
111	в том	31	5
112	в то	5	5
113	тогда когда	3	5
114	и сама	1	5
115	и его	5	5
116	только в	13	5
117	уже не	5	5
118	одно из	5	5
119	крайней мере	4	5
120	что не	5	5
121	как это	5	5
122	с этой	4	5
123	но это	1	5
124	или не	1	5
125	или нет	1	5
126	только как	6	5
127	жизни и	2	5
128	как на	11	5
129	и то	5	4
130	и ничего	1	4
131	в возможности	1	4
132	говорить о	3	4
133	в чем	4	4
134	нет и	1	4
135	сама по	3	4
136	в истории	9	4
137	что нет	2	4
138	подобно тому	1	4
139	и никакого	1	4
140	это не	8	4
141	истории и	4	4
142	от себя	3	4
143	тому что	2	4
144	как о	4	4
145	от того	3	4
146	не могут	5	4
147	и это	6	4
148	чтобы быть	1	4
149	можно только	2	4
150	жизнь и	1	4
151	к тому	4	4
152	с другой	8	4
153	е не	2	4
154	для него	1	4
155	или иной	1	4
156	говорит о	3	4
157	у нас	2	4
158	так же	3	4
159	тому как	1	4
160	хотя бы	5	4
161	только что	4	4
162	е в	4	4
163	сказать что	5	4
164	из самых	1	3
165	мы уже	1	3
166	той же	4	3
167	зависимости от	1	3
168	и на	3	3
169	и я	1	3
170	мере в	4	3
171	в одной	1	3
172	что именно	2	3
173	с этим	2	3
174	в своем	3	3
175	только тогда	1	3
176	все же	8	3
177	то ясно	1	3
178	все эти	3	3
179	тем более	2	3
180	на то	1	3
181	в нем	13	3
182	не значит	1	3
183	он должен	1	3
184	в силу	3	3
185	чем собственно	1	3
186	того или	1	3
187	он есть	1	3
188	на свои	2	3
189	он и	2	3
190	как целое	3	3
191	должно быть	2	3
192	не больше	1	3
193	и без	2	3
194	имеется в	1	3
195	не в	8	3
196	особого рода	4	3
197	знания но	1	3
198	есть еще	2	3
199	из которых	2	3
200	одна из	2	3
201	знания есть	1	3
202	же время	5	3
203	во всем	2	3
204	уже и	7	3
205	должны быть	1	3
206	и о	1	3
207	не наука	1	3
208	и этим	1	3
209	из двух	2	3
210	это было	1	3
211	к нему	2	3
212	все время	1	3
213	быть и	2	3
214	или же	3	3
215	и ее	4	3
216	вопрос об	1	3
217	с одной	4	3
218	есть в	1	3
219	при помощи	2	3
220	из них	3	3
221	мы знаем	1	3
222	тем что	6	3
223	для того	21	3
224	именно как	3	3
225	в каком	1	3
226	и прежде	1	3
227	не было	1	3
228	может ли	1	3
229	одной стороны	4	3
230	а если	2	3
231	как бы	5	3
232	сравнении с	1	3
233	если не	1	3
234	с полной	1	3
235	только одна	1	3
236	и от	1	3
237	ни к	2	3
238	в нечто	2	3
239	в сравнении	1	3
240	только о	2	3
241	понимать как	1	3
242	также не	1	3
243	все что	1	3
244	я и	1	2
245	также и	16	2
246	например в	2	2
247	же как	3	2
248	в частности	3	2
249	только потому	1	2
250	в чисто	4	2
251	в первом	5	2
252	что время	2	2
253	в зависимости	1	2
254	что если	2	2
255	так чтобы	3	2
256	из того	2	2
257	что можно	2	2
258	в ней	3	2
259	и говорить	1	2
260	целое и	2	2
261	еще не	4	2
262	бы то	1	2
263	но не	7	2
264	что история	6	2
265	и понимания	1	2
266	но в	10	2
267	то в	1	2
268	из этих	5	2
269	бы только	1	2
270	в себе	4	2
271	тому же	1	2
272	вообще не	3	2
273	при этом	3	2
274	перестает быть	1	2
275	и вот	3	2
276	что у	1	2
277	на этом	3	2
278	сознание но	1	2
279	объект и	1	2
280	говорил что	1	2
281	но совершенно	1	2
282	чаще всего	1	2
283	она и	1	2
284	все равно	1	2
285	показывает что	1	2
286	на основании	5	2
287	этого не	2	2
288	во внимание	2	2
289	и уже	3	2
290	несмотря на	2	2
291	она была	2	2
292	понятия и	1	2
293	от своего	1	2
294	к истории	6	2
295	всяком случае	3	2
296	в их	11	2
297	от его	1	2
298	что этот	1	2
299	нет вообще	1	2
300	же мы	1	2
301	иной раз	2	2
302	на котором	2	2
303	следовательно и	1	2
304	а для	1	2
305	о ней	1	2
306	и является	1	2
307	как не	1	2
308	не вполне	4	2
309	у меня	1	2
310	уже о	1	2
311	когда мы	2	2
312	истории не	2	2
313	могут быть	4	2
314	для такого	1	2
315	той или	1	2
316	из чего	1	2
317	для себя	1	2
318	как мы	9	2
319	меня в	1	2
320	говоря уже	2	2
321	то как	1	2
322	и многое	1	2
323	разного рода	1	2
324	для этого	3	2
325	и вообще	3	2
326	и нужно	1	2
327	никак не	1	2
328	не содержит	1	2
329	однако что	1	2
330	смысле не	1	2
331	ее от	2	2
332	в его	10	2
333	природы и	1	2
334	есть действительно	2	2
335	получается что	1	2
336	тех пор	1	2
337	как например	5	2
338	и воспринимать	1	2
339	целое не	1	2
340	не мешает	1	2
341	и тем	5	2
342	себя в	2	2
343	имеет права	1	2
344	и у	1	2
345	своим собственным	1	2
346	же в	1	2
347	она действительно	1	2
348	руки и	1	2
349	ведь это	1	2
350	у него	1	2
351	так или	4	2
352	со стороны	12	2
353	как особое	1	2
354	что объект	1	2
355	или иначе	4	2
356	именно в	8	2
357	а именно	6	2
358	еще и	3	2
359	своего собственного	1	2
360	зависит от	3	2
361	однако не	4	2
362	но как	2	2
363	как именно	1	2
364	мы говорим	2	2
365	в данном	11	2
366	оказалось что	2	2
367	по существу	2	2
368	быть не	1	2
369	в который	1	2
370	но для	1	2
371	тех или	3	2
372	и для	4	2
373	или в	1	2
374	лишь как	2	2
375	из себя	1	2
376	бы в	1	2
377	превратился в	1	2
378	а в	5	2
379	может и	1	2
380	слово в	1	2
381	не говоря	2	2
382	другой стороны	5	2
383	совершенно не	1	2
384	или иного	1	2
385	но еще	1	2
386	точно так	2	2
387	ее в	1	2
388	в своих	2	2
389	они не	1	2
390	во всяком	3	2
391	этой точки	1	2
392	за ее	1	1
393	от этой	1	1
394	речь идет	2	1
395	в применении	6	1
396	отношения к	1	1
397	чтобы не	1	1
398	д при	1	1
399	этом отношении	3	1
400	на самом	1	1
401	на одно	1	1
402	к сказанному	1	1
403	который хотя	1	1
404	как такового	2	1
405	с необходимыми	1	1
406	сразу и	1	1
407	и принципиально	1	1
408	и так	1	1
409	вещей в	1	1
410	культура не	1	1
411	что эти	1	1
412	ведь и	1	1
413	какими бы	1	1
414	и которая	1	1
415	и за	1	1
416	по его	2	1
417	а как	3	1
418	из всего	1	1
419	что уже	3	1
420	ответить на	1	1
421	науки и	2	1
422	и совсем	1	1
423	в учении	1	1
424	слова о	1	1
425	этого термина	2	1
426	есть совершенно	1	1
427	себе что	3	1
428	понятия в	2	1
429	которую можно	1	1
430	как таковые	1	1
431	и этого	3	1
432	истории в	2	1
433	во всех	2	1
434	есть такие	1	1
435	то очевидно	1	1
436	то мы	1	1
437	он умеет	1	1
438	виду когда	1	1
439	одна за	1	1
440	и вопрос	1	1
441	требует гораздо	1	1
442	сверх этого	1	1
443	а только	8	1
444	не то	1	1
445	одном и	1	1
446	о слове	1	1
447	в общем	12	1
448	самой идеи	2	1
449	это однако	2	1
450	тогда как	2	1
451	себе и	2	1
452	и будет	1	1
453	никакой истории	1	1
454	из таких	1	1
455	с какой	1	1
456	чем же	3	1
457	независимо от	3	1
458	но сущность	1	1
459	стороны и	3	1
460	как к	1	1
461	о жизни	1	1
462	понимать в	2	1
463	этой стороны	2	1
464	помнить что	1	1
465	ее пределами	1	1
466	просто как	1	1
467	с понятием	3	1
468	это тоже	1	1
469	себе не	1	1
470	словом все	1	1
471	от этого	5	1
472	в этот	2	1
473	тут нет	1	1
474	идея и	1	1
475	понятия о	1	1
476	та же	1	1
477	в которой	1	1
478	его содержания	1	1
479	во многих	1	1
480	что к	1	1
481	только один	1	1
482	говорят о	1	1
483	имеем в	1	1
484	но ведь	4	1
485	если он	1	1
486	после этого	2	1
487	в реальной	1	1
