N	3gram	Vinokur_Ku_1	Komedia
1	едва ли не	1	5
2	в том что	15	5
3	вместе с тем	3	4
4	на этот раз	1	4
5	о том что	5	4
6	для того чтобы	15	4
7	по отношению к	8	3
8	так или иначе	2	3
9	в связи с	3	3
10	в первую очередь	2	3
11	то же время	2	3
12	в то же	2	3
13	в силу этого	1	2
14	только потому что	6	2
15	чуть ли не	2	2
16	не говоря уже	1	2
17	в этом смысле	3	2
18	до сих пор	4	2
19	в отличие от	1	2
20	в это время	1	2
21	с одной стороны	1	2
22	и с этой	1	2
23	и в силу	1	2
24	во всяком случае	5	2
25	и т п	18	2
26	берет на себя	1	2
27	после того как	1	2
28	к тому что	2	2
29	можно было бы	3	2
30	что и в	1	2
31	речь идет о	2	2
32	должны были бы	1	1
33	сплошь да рядом	1	1
34	как например в	1	1
35	имеется в виду	1	1
36	сводится к тому	2	1
37	в какой мере	1	1
38	в самом деле	7	1
39	никак не может	1	1
40	то и вовсе	1	1
41	в соответствии с	3	1
42	так и не	1	1
43	идти речь о	1	1
44	с точки зрения	9	1
45	только в том	3	1
46	свои силы в	1	1
47	ли в этом	1	1
48	следует думать что	1	1
49	том случае если	1	1
50	и в то	1	1
51	меньше всего похожи	1	1
52	по своему содержанию	1	1
53	а может быть	1	1
54	в наше время	1	1
55	точно так же	1	1
56	а то и	1	1
57	и тогда в	1	1
58	и вовсе не	2	1
59	в том случае	1	1
60	а вместе с	1	1
61	того чтобы дать	2	1
62	той или иной	1	1
63	в первом случае	1	1
64	все это как	1	1
65	если не считать	1	1
66	само по себе	1	1
67	в г а	1	1
68	с другой стороны	6	1
69	мере в какой	5	1
70	вместо того чтобы	1	1
71	не может быть	3	1
72	не менее важно	1	1
73	того или иного	3	1
74	более или менее	3	1
75	в тех случаях	2	1
76	менее важно что	1	1
77	то обстоятельство что	8	1
78	так и в	2	1
79	в соединении с	1	1
80	в свою очередь	3	1
81	было ясно что	1	1
82	хотя бы в	4	1
83	и в самом	2	1
84	не только в	1	1
85	но все же	2	1
86	лет тому назад	1	1
87	друг от друга	1	1
88	тем более что	1	1
89	но не менее	1	1
90	тех случаях когда	2	1
91	в большинстве случаев	1	1
92	в каждом из	2	1
93	тем не менее	4	1
94	и свидетельствует о	1	1
95	и не столь	1	1
96	всего похожи на	1	1
97	своего времени в	1	1
98	можно было сомневаться	1	1
99	не следует думать	1	1
