N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	4	37
2	и в	19	30
3	в том	18	27
4	что в	6	24
5	и что	3	23
6	потому что	3	23
7	том что	8	21
8	того чтобы	2	20
9	таким образом	3	20
10	для того	2	20
11	как бы	9	19
12	на то	1	17
13	что он	3	17
14	не только	16	16
15	если мы	2	16
16	в этом	11	14
17	в самом	5	14
18	то есть	18	13
19	как раз	3	13
20	так же	2	13
21	в сущности	1	12
22	с одной	2	12
23	одной стороны	2	12
24	вместе с	1	12
25	может быть	14	11
26	если бы	3	11
27	о том	2	10
28	и то	4	9
29	никогда не	2	9
30	так как	1	9
31	с другой	7	9
32	для этого	1	9
33	не может	7	9
34	сказать что	4	9
35	мы имеем	6	8
36	на деле	3	8
37	что это	1	8
38	он должен	3	8
39	при этом	13	8
40	заключается в	2	8
41	не в	7	8
42	к тому	4	8
43	и это	2	8
44	тому что	2	8
45	того что	4	8
46	мы видим	1	8
47	а не	9	8
48	могут быть	4	8
49	то же	10	7
50	но не	11	7
51	и как	3	7
52	в нем	5	7
53	точки зрения	10	7
54	по себе	2	7
55	в основе	4	7
56	этих двух	2	7
57	действующих лиц	1	7
58	героя и	5	7
59	как это	5	7
60	в своем	2	6
61	говорит что	2	6
62	что она	2	6
63	на этом	1	6
64	что все	1	6
65	как и	2	6
66	и его	12	6
67	как будто	1	6
68	когда мы	1	6
69	произведение искусства	8	6
70	или в	2	6
71	и здесь	1	6
72	о котором	1	6
73	и тем	2	6
74	эстетическая реакция	1	6
75	тем что	1	6
76	но и	10	6
77	именно в	2	6
78	же точно	1	6
79	и не	15	6
80	и для	2	6
81	жизни и	1	6
82	в искусстве	7	6
83	и есть	1	5
84	еще не	3	5
85	по этому	1	5
86	что они	1	5
87	в себе	9	5
88	в целом	3	5
89	в этой	2	5
90	было бы	1	5
91	рядом с	1	5
92	же самое	1	5
93	как мы	1	5
94	но в	7	5
95	сводится к	7	5
96	искусства и	1	5
97	в новелле	1	5
98	один из	2	5
99	дело с	1	5
100	только в	5	5
101	а с	2	5
102	и потому	2	5
103	чувства и	1	5
104	художественное произведение	1	5
105	бы в	1	5
106	другой стороны	5	5
107	в своих	1	5
108	исходит из	1	4
109	в виду	5	4
110	как говорит	3	4
111	могли бы	1	4
112	и к	3	4
113	есть не	1	4
114	в них	2	4
115	в своей	5	4
116	не могли	1	4
117	из которых	1	4
118	действующие лица	1	4
119	казалось бы	1	4
120	заключает в	1	4
121	у нас	1	4
122	и страсти	1	4
123	мысль о	1	4
124	действия и	1	4
125	и совершенно	1	4
126	внимание на	1	4
127	в его	9	4
128	в конце	1	4
129	должен был	1	4
130	говорит о	1	4
131	прежде всего	4	4
132	как ни	1	4
133	в частности	13	4
134	о чем	2	4
135	искусства как	3	4
136	имеет дело	1	4
137	в результате	1	4
138	от него	1	4
139	а в	12	4
140	не есть	1	4
141	художественного произведения	3	3
142	в их	5	3
143	по его	1	3
144	той же	1	3
145	и о	3	3
146	из того	1	3
147	в каждой	1	3
148	и на	2	3
149	события в	1	3
150	в ее	5	3
151	он говорит	1	3
152	как в	2	3
153	в которой	2	3
154	из этих	3	3
155	на его	1	3
156	к искусству	1	3
157	он не	4	3
158	состоит в	16	3
159	не как	2	3
160	в силу	1	3
161	одно и	3	3
162	в другом	3	3
163	об этом	2	3
164	это не	2	3
165	эти два	1	3
166	ни в	5	3
167	в этих	3	3
168	но он	3	3
169	вовсе не	2	3
170	одна из	2	3
171	двоякого рода	2	3
172	иметь в	1	3
173	но только	1	3
174	в каком	2	3
175	эстетический объект	4	3
176	не могут	1	3
177	образом что	1	3
178	так в	4	3
179	так и	11	3
180	времени и	2	3
181	остановимся на	1	3
182	именно потому	1	3
183	в состав	6	3
184	и поэтому	1	3
185	что и	2	3
186	аффектов и	1	3
187	чем это	2	3
188	тот же	1	3
189	так что	1	3
190	для него	4	3
191	у него	1	3
192	со стороны	2	3
193	и составляет	3	3
194	была бы	3	3
195	художественной формы	1	3
196	с которым	1	3
197	в данном	4	3
198	в той	3	3
199	героя в	1	3
200	не существует	1	3
201	в свою	3	3
202	имеет место	2	3
203	и другие	2	3
204	по поводу	1	3
205	в таком	1	3
206	искусство есть	1	2
207	художественном произведении	1	2
208	ту же	1	2
209	же как	1	2
210	того же	2	2
211	это и	1	2
212	бы для	1	2
213	к другому	1	2
214	отношения между	1	2
215	по преимуществу	2	2
216	едва ли	1	2
217	отношения к	2	2
218	а как	1	2
219	но она	2	2
220	что иное	1	2
221	собой в	1	2
222	между собой	2	2
223	иное как	1	2
224	с его	6	2
225	во всех	3	2
226	по отношению	9	2
227	отличие от	7	2
228	друг от	1	2
229	в центре	1	2
230	в одной	1	2
231	от друга	1	2
232	перед нами	1	2
233	в противоположность	3	2
234	все эти	2	2
235	в нашем	2	2
236	еще один	2	2
237	образом и	2	2
238	что от	1	2
239	в каждом	1	2
240	а затем	1	2
241	искусства в	4	2
242	с героем	1	2
243	основу этого	1	2
244	из них	1	2
245	на сцене	1	2
246	только о	2	2
247	перейдем к	1	2
248	должно быть	1	2
249	и того	2	2
250	одного и	2	2
251	на первый	1	2
252	в котором	1	2
253	с точки	3	2
254	в отличие	7	2
255	всякий раз	2	2
256	искусства не	1	2
257	том и	2	2
258	в отношении	3	2
259	с которой	1	2
260	от нас	1	2
261	в то	6	2
262	же самую	1	2
263	дело в	1	2
264	в полной	1	2
265	входят в	1	2
266	все то	1	2
267	ли не	1	2
268	отличается от	2	2
269	части романа	1	2
270	должен быть	1	2
271	смерти в	1	2
272	в себя	2	2
273	приводит к	5	2
274	и другими	1	2
275	не с	2	2
276	мог бы	3	2
277	и даже	1	2
278	или иной	7	2
279	строго говоря	1	2
280	но мы	1	2
281	можно сказать	5	2
282	это может	1	2
283	но во	2	2
284	в форме	4	2
285	этом смысле	3	2
286	быть и	2	2
287	обе эти	1	2
288	что даже	1	2
289	которое существует	1	2
290	в качестве	24	2
291	читатель не	1	2
292	связи с	1	2
293	речь в	1	2
294	не дает	1	2
295	в душе	8	2
296	дает ему	1	2
297	представить себе	1	2
298	мы находим	1	2
299	в одном	2	2
300	в катарсисе	2	2
301	нет в	1	2
302	представляют собой	1	2
303	с той	1	2
304	героя о	1	2
305	в воображении	3	2
306	себя и	2	2
307	этот закон	1	2
308	полагал что	1	2
309	в рассказе	3	2
310	произведения искусства	4	2
311	с этой	1	2
312	этом случае	1	2
313	все это	2	2
314	именно эта	1	2
315	не является	4	2
316	той или	4	2
317	видим в	2	2
318	же в	1	2
319	для читателя	2	2
320	в романе	3	2
321	между ними	4	2
322	не знает	3	2
323	не что	1	2
324	из этого	2	2
325	повести белкина	1	2
326	во внешнем	1	2
327	событий в	1	2
328	одним из	1	1
329	например в	3	1
330	в сфере	1	1
331	в такой	1	1
332	идет о	1	1
333	здесь и	1	1
334	из его	1	1
335	др в	1	1
336	катарсис есть	1	1
337	шире и	1	1
338	принадлежит только	2	1
339	говоря и	2	1
340	случае это	1	1
341	из своих	1	1
342	в каждый	1	1
343	больше и	1	1
344	в составе	1	1
345	обладает двумя	1	1
346	но напротив	1	1
347	действующего лица	1	1
348	при сохранении	1	1
349	графика скульптура	1	1
350	на них	1	1
351	это возможно	1	1
352	столь же	1	1
353	брожу ли	1	1
354	в чем	2	1
355	как система	2	1
356	могло быть	2	1
357	но как	2	1
358	а только	4	1
359	для других	1	1
360	не все	2	1
361	если в	1	1
362	искусство в	1	1
363	пределами этой	1	1
364	души и	1	1
365	вступают в	1	1
366	отношение к	5	1
367	чтобы служить	1	1
368	времени то	1	1
369	или иное	1	1
370	данный момент	2	1
371	в художественном	4	1
372	еще и	1	1
373	и где	1	1
374	образом с	1	1
375	хотя и	3	1
376	неизмеримо более	1	1
377	имеет в	1	1
378	более или	5	1
379	в действительности	1	1
380	искусство и	1	1
381	отношение как	1	1
382	в литературном	1	1
383	представляет собой	10	1
384	большей части	2	1
385	в известном	1	1
386	имеем в	3	1
387	тому же	1	1
388	во многих	1	1
389	с чем	1	1
390	том в	1	1
391	время и	1	1
392	трагическое есть	1	1
393	к герою	2	1
394	первой части	2	1
395	в понимании	1	1
396	его сознание	1	1
397	из виду	2	1
398	по своему	2	1
399	эстетического переживания	1	1
400	на земле	1	1
401	можно даже	1	1
402	не бывает	1	1
403	и наоборот	1	1
404	подход к	1	1
405	могла бы	2	1
406	и может	1	1
407	тем оно	1	1
408	произведения с	1	1
409	том случае	1	1
410	полной мере	1	1
411	того или	3	1
412	свести к	1	1
413	и дает	1	1
414	в жизни	2	1
415	этого слова	2	1
416	далеко не	2	1
417	нас к	1	1
418	первые два	1	1
419	в научном	1	1
420	нигде не	1	1
421	жизни но	2	1
422	жизнь то	1	1
423	за ним	1	1
424	проявляется в	1	1
425	в объективную	1	1
426	же я	1	1
427	исчезает и	1	1
428	искусства может	2	1
429	или менее	5	1
430	о ком	1	1
431	говорится у	1	1
432	что такое	1	1
433	и помимо	1	1
434	все и	1	1
435	находятся между	1	1
436	от себя	3	1
437	любовь и	1	1
438	вдоль улиц	1	1
439	не менее	3	1
440	главы и	1	1
441	этого переживания	1	1
442	которые в	1	1
443	по крайней	1	1
444	и меньше	1	1
445	более сложные	1	1
446	их в	3	1
447	искусства по	1	1
448	бы быть	1	1
449	даже в	3	1
450	вбирает в	1	1
451	форму в	1	1
452	в эстетический	3	1
453	ли я	1	1
454	до известной	2	1
455	из нас	1	1
456	означает что	1	1
457	представляющие собой	1	1
458	на котором	1	1
459	принадлежат к	1	1
460	иллюзии и	1	1
461	в русской	3	1
462	с максимальной	1	1
463	которого он	1	1
464	героев и	1	1
465	к такому	1	1
466	в структуре	3	1
467	это еще	1	1
468	не могло	2	1
469	он мог	1	1
470	вытекает из	2	1
471	не имеет	1	1
472	того и	1	1
473	на язык	1	1
474	эстетическим объектом	1	1
475	обратим внимание	1	1
476	нее нет	1	1
477	в русском	1	1
478	и является	1	1
479	и теперь	1	1
480	ничто не	1	1
481	не принадлежит	2	1
482	что речь	1	1
483	и свою	1	1
484	не ее	1	1
485	в области	6	1
486	ему не	1	1
487	перед ним	1	1
488	поэтому не	1	1
489	те и	1	1
490	для такого	2	1
491	русском языке	1	1
492	в стихотворении	3	1
493	что отличает	2	1
494	на это	1	1
495	говоря словами	5	1
496	на наших	2	1
497	именно эту	1	1
498	с ее	5	1
499	двойственность трагического	1	1
500	свою очередь	2	1
501	как один	1	1
502	здесь не	2	1
503	живопись графика	1	1
504	только при	1	1
505	настоящей и	1	1
506	и от	1	1
507	в собственном	1	1
508	за пределами	3	1
509	то или	1	1
510	от обычного	1	1
511	только то	1	1
512	в произведении	3	1
513	то время	1	1
514	значение в	1	1
515	ритм является	1	1
516	по признаку	1	1
517	в последней	1	1
518	автор должен	1	1
519	быть может	1	1
520	и делают	1	1
521	мы рассмотрим	1	1
522	ними и	1	1
523	незаметно для	1	1
524	и т.д	3	1
525	имеем дело	2	1
526	и поступки	1	1
527	к действительности	3	1
528	после того	1	1
529	основе своей	1	1
530	в значительной	1	1
531	понимая что	1	1
532	в евгении	1	1
533	это была	1	1
534	в конечном	5	1
535	под именем	1	1
536	к нему	3	1
537	том или	1	1
538	между тем	4	1
539	русской литературе	2	1
540	области искусства	2	1
541	однако с	2	1
542	нуждается в	1	1
543	герои комедии	1	1
544	крайней мере	1	1
545	не обязательно	2	1
546	вслед за	1	1
547	через героя	1	1
548	не тот	1	1
549	первых же	1	1
550	не меньшими	1	1
551	искусство имеет	1	1
552	с этих	1	1
553	и пусть	1	1
554	эти последние	1	1
555	на которой	1	1
556	о его	1	1
557	всякое произведение	1	1
558	речь о	1	1
559	одной из	2	1
560	вступить в	1	1
561	однако в	4	1
562	в какой	2	1
563	то в	2	1
564	который в	2	1
565	в портрете	1	1
566	во времени	4	1
567	или же	1	1
568	между этими	1	1
569	и ее	3	1
570	тот что	1	1
571	с которыми	1	1
572	смыслу и	1	1
573	себя в	7	1
574	от одной	1	1
575	оказывается в	3	1
576	уже не	4	1
577	голубой цвет	1	1
578	в поэзии	1	1
579	условность и	1	1
580	сознание как	1	1
581	в разладе	1	1
582	искусства представляет	1	1
583	основе его	1	1
584	вступает в	1	1
585	или даже	3	1
586	конечном счете	5	1
587	что сама	2	1
588	к каким	1	1
589	никто не	2	1
590	слова в	2	1
591	которые одновременно	1	1
592	уклоняется от	1	1
593	у нее	1	1
594	тем как	1	1
595	отклонения от	1	1
596	или ином	1	1
597	встречаемся с	1	1
598	введено в	2	1
599	отделение эстетического	1	1
600	бунин в	1	1
601	нам уже	1	1
602	и т.п	4	1
603	для эстетической	1	1
604	и глубже	1	1
605	как у	1	1
606	на ее	1	1
607	связаны с	1	1
608	совпадает с	2	1
609	на чем	1	1
610	литературное произведение	1	1
611	на которые	1	1
612	и др	2	1
613	что не	1	1
614	что для	1	1
615	противоречие между	1	1
616	превращается в	2	1
617	не было	1	1
618	мы легко	2	1
619	его как	1	1
620	произведением искусства	1	1
621	при виде	1	1
622	речи и	3	1
623	мы встречаем	1	1
624	в одно	2	1
625	если не	1	1
626	трагический герой	1	1
627	здесь именно	1	1
