N	3gram	Tiupa_Vved_1	Narrotol
1	в данном случае	6	8
2	не только в	2	6
3	во времени и	1	6
4	времени и пространстве	1	6
5	в том что	3	5
6	к тому же	4	5
7	в соответствии с	6	4
8	то же время	3	4
9	и тем самым	2	4
10	той или иной	2	4
11	в то же	4	4
12	не может быть	3	4
13	этом и состоит	1	3
14	кадры ментального видения	2	3
15	по отношению к	7	3
16	подобно тому как	2	3
17	начала и конца	1	3
18	в этом отношении	4	3
19	свидетель и судия	2	3
20	по большей части	3	3
21	в этом и	1	3
22	в первом случае	1	3
23	начало и конец	2	3
24	тем не менее	3	3
25	речь идет о	1	3
26	о том что	4	2
27	дистанция между двумя	2	2
28	участников рассказываемой истории	2	2
29	несколькими социально-языковыми кругозорами	2	2
30	и чужого слова	2	2
31	вербализации нарративных структур	1	2
32	состоит в том	2	2
33	мы имеем дело	3	2
34	течения жизни и	1	2
35	повествуемого мира в	1	2
36	двумя или несколькими	2	2
37	действующее лицо события	2	2
38	в равной степени	1	2
39	то же самое	1	2
40	так и не	1	2
41	в рассказе о	1	2
42	что у нее	1	2
43	в маркированном положении	3	2
44	с установкой на	2	2
45	или несколькими социально-языковыми	2	2
46	не было и	1	2
47	в данном рассказе	4	2
48	своего и чужого	2	2
49	сами по себе	1	2
50	в отличие от	2	2
51	друг на друга	1	2
52	в нарративной структуре	1	2
53	но и в	2	2
54	присутствия в мире	2	2
55	заключает в себе	1	2
56	языковой картины мира	2	2
57	как если бы	1	2
58	и т.п и	1	2
59	в зависимости от	1	2
60	свидетеля и судии	3	2
61	кто говорит с	1	2
62	лицо события свидетель	2	2
63	войне и мире	2	2
64	главное действующее лицо	2	2
65	в современной нарратологии	3	2
66	в этом месте	1	2
67	между двумя или	2	2
68	может быть не	3	2
69	происходящего вокруг нас	2	2
70	не сводится к	4	2
71	чужого слова в	1	2
72	этом месте рассказа	1	2
73	принадлежат взрослому голосу	2	2
74	другим потому что	2	2
75	имеем дело с	2	2
76	картины мира в	1	2
77	в связи с	1	2
78	событие самого рассказывания	2	2
79	не только от	1	2
80	во втором эпизоде	1	2
81	когнитивные структуры наррации	1	2
82	и все же	4	2
83	события от сознания	1	2
84	во всяком случае	1	2
85	в войне и	2	2
86	о них как	2	2
87	события свидетель и	2	2
88	нести в себе	2	2
89	в свою очередь	4	2
90	из участников рассказываемой	2	2
91	один из участников	1	2
92	но и от	1	2
93	можно сказать что	1	2
94	на то что	1	2
95	нарративности как событийности	1	2
96	и т.д вплоть	1	2
97	семантических единиц текста	2	2
98	т.д вплоть до	1	2
99	называет такого автора	1	1
100	как известно по	1	1
101	нагнетаемом максимуме его	1	1
102	подлежат события однако	1	1
103	мы отчетливо слышим	1	1
104	написать невозможно но	1	1
105	поясняя это решение	1	1
106	xix столетия оперировала	1	1
107	нарратора и автора	1	1
108	высказываний пиететное цитирование	1	1
109	фрактальные участки нарративного	1	1
110	в строгом значении	1	1
111	видения создается местоположением	1	1
112	признак релевантности по	1	1
113	историю человечества написать	1	1
114	нарратора выступает в	1	1
115	одного из участников	1	1
116	количественно определять различие	1	1
117	современная нарратология включает	1	1
118	например приказывая или	1	1
119	словесный показ некоторые	1	1
120	оказываются в маркированном	1	1
121	человеческого присутствия во	1	1
122	нарративно-речевых практиках и	1	1
123	[...] его слово	1	1
124	затемняют все для	1	1
125	в нарратологию с	1	1
126	повторяющееся действие или	1	1
127	череда событий без	1	1
128	с написавшим этот	1	1
129	такая взаимодополнительность являет	1	1
130	солидарной взаимодополнительности ценностно	1	1
131	имеет место интерференция	1	1
132	текста голоса рассказчика	1	1
133	и семиотических структур	1	1
134	природа события стало	1	1
135	определяющей конструктивной роли	1	1
136	множеством речевых практик	1	1
137	напротив возвращают героиню	1	1
138	авторедактор своего текста	1	1
139	предполагаем что у	1	1
140	жизни а в	1	1
141	нарратология изучает тексты	1	1
142	и телосложение девочки	1	1
143	обладают способ не	1	1
144	намерения жизненные истории	1	1
145	рождение и безвременная	1	1
146	наказать и в	1	1
147	текстовая ткань способна	1	1
148	его событийной полноте	1	1
149	субъект а субъект	1	1
150	эпизоды и отдельные	1	1
151	виртуальную фигуру именуют	1	1
152	нового эпизода достаточно	1	1
153	которой чужое слово	1	1
154	иерархия здесь может	1	1
155	пожирание котят вполне	1	1
156	интерпретативных стратегий историзма	1	1
157	однако характер этой	1	1
158	также и форме	1	1
159	и в рамках	1	1
160	ужас приобретая статус	1	1
161	не только внешней	1	1
162	истории может входить	1	1
163	который от реципиента	1	1
164	эмоциональное восприятие отдельных	1	1
165	для детей событийность	2	1
166	по причине естественности	1	1
167	могут реализоваться не	1	1
168	нулевая гетероглоссия между	1	1
169	им не обладают	1	1
170	концептуальной позиции автора	1	1
171	поля рикёра temps	1	1
172	сообщают о событии	1	1
173	хвостом и самодовольно	1	1
174	фабулой это не	1	1
175	адресатом как иерархические	1	1
176	в итоге наррация	1	1
177	ни о каких	1	1
178	и того же	1	1
179	характеру актуализации все	1	1
180	рассказчика и героев	1	1
181	сидят покойно на	1	1
182	читательского восприятия в	1	1
183	[...] два смысловых	1	1
184	и визуальные искусства	1	1
185	ирреальной жизни а	1	1
186	стать историей? количественно	1	1
187	базируются на событийности	1	1
188	− в ходе	1	1
189	именно поэтому определенным	1	1
190	сознания поскольку согласно	1	1
191	возникает дистанция между	1	1
192	задана восприятию как	1	1
193	мы имеем неполное	1	1
194	зависимым от цензуры	1	1
195	модификаций говорящего как	1	1
196	некий голос иного	1	1
197	как дистанция между	1	1
198	последовательность чтобы стать	1	1
199	или положение дел	1	1
200	правомерно русской формальной	1	1
201	просто выросло из	1	1
202	нем о недавнем	1	1
203	мы можем мысленно	1	1
204	мышлению первобытного человека	1	1
205	этом проговаривании неизбежно	1	1
206	не самому бытию	1	1
207	истории идеи нашей	1	1
208	его текстовая ткань	1	1
209	длится обычно столько	1	1
210	персонажа осуществляемая в	1	1
211	служит общим родовым	1	1
212	состав такого кадра	1	1
213	сказать материально [...]	1	1
214	конца понимает и	1	1
215	из кругозора и	1	1
216	в состав истории	1	1
217	в сферы историографии	1	1
218	равноправных кругозоров обладающих	1	1
219	процесса б фрактальность	1	1
220	попросил этот мелкий	1	1
221	рефлексии над историей-в-целом	1	1
222	дискурсов в человеческой	1	1
223	одного изменения различие	1	1
224	ментального вúдения герои	1	1
225	нарратология становится междисциплинарный	1	1
226	некоторые напротив сводятся	1	1
227	своим формам интерференции	1	1
228	кошки котят однако	1	1
229	является искусством непрямого	1	1
230	и т.п как	1	1
231	русских ведомостей соболевский	1	1
232	стилистической окрашенностью определенной	1	1
233	что иное как	1	1
234	повторений все неожиданное	1	1
235	и мыслится закономерным	1	1
236	но рассказ об	1	1
237	смысл бытия признать	1	1
238	отличать повествование итеративное	1	1
239	ментальному зрению читателя	1	1
240	у них глаза	1	1
241	потенциальный адресат природа	1	1
242	преимущественно устная форма	1	1
243	гарант единого художественного	1	1
244	становится совершенно другим	1	1
245	они неразрывно объединены	1	1
246	воскресения толстого создает	1	1
247	сформулирована философская база	1	1
248	функционировала она появляется	1	1
249	событии кошка ощенилась	1	1
250	нарративы особенно стихотворные	1	1
251	социальной ритуальности повторяющееся	1	1
252	коммуникативные роли первого	1	1
253	физической реальности как	1	1
254	собой фрактальные цепи	1	1
255	физически тем же	1	1
256	и внутреннего формирования	1	1
257	автора означает углубиться	1	1
258	действий над детьми	1	1
259	для взрослых она	1	1
260	бытию а только	1	1
261	позволяющие определять меру	1	1
262	реальностей при этом	1	1
263	картины в своем	1	1
264	нарратор это не	1	1
265	непредсказуемости необратимости новое	1	1
266	двенадцатый здесь дети	1	1
267	t уже нетождественна	1	1
268	в ней отраженно	1	1
269	речи такова что	1	1
270	более развернуты в	1	1
271	мышов кошка ихняя	1	1
272	''картина'' не может	1	1
273	включает с круг	1	1
274	тексты способны нести	1	1
275	единственности протекающей жизни	1	1
276	реципиентов никакое нарративное	1	1
277	как со-бытие взаимодействие	1	1
278	получает в фундаментальном	1	1
279	будучи человеком говорящим	1	1
280	и действия системы	1	1
281	микрочастицы у нее	1	1
282	ее по своему	1	1
283	это эпизод-связка повседневные	1	1
284	нарратологический поворот гуманитарного	1	1
285	и подвижный образ	1	1
286	как гетероглоссия и	1	1
287	явно принадлежат взрослому	1	1
288	маркированном положении начального	1	1
289	в нарративности специфически	1	1
290	на самый задний	1	1
291	несколько поскольку его	1	1
292	по сути дела	1	1
293	в е годы	1	1
294	вообразительным зрением видим	1	1
295	это весь текст	1	1
296	обычно стремится выявить	1	1
297	какой базируется вербализация	1	1
298	исторически реален язык	1	1
299	втором эпизоде они	1	1
300	на отрезки это	1	1
301	это означает то	1	1
302	и миметически в	1	1
303	только от объективных	1	1
304	нищих порой в	1	1
305	мы можем обозначить	1	1
306	толстого где воспроизведение	1	1
307	иерархической гетероглоссии обратный	1	1
308	возрастают свойства волновые	1	1
309	динамичную вербальную культуру	1	1
310	говорящего действующего лица	1	1
311	аннулированию неповторяемости однократности	1	1
312	надбиологического бытия нуждалась	1	1
313	или в кино	1	1
314	персонажа причастного к	1	1
315	ее ценностной интерпретации	1	1
316	отрезки издавна именуемые	1	1
317	смыслопорождающего отбора элементов	1	1
318	история шире события	1	1
319	состоять лишь из	1	1
320	поздним освоение человеческим	1	1
321	литературная классика xix	1	1
322	вести речь о	1	1
323	из основополагающих элементов	1	1
324	temps et récit	1	1
325	историей-в-целом иначе говоря	1	1
326	разворачивает перед мысленным	1	1
327	подлежит референтная область	1	1
328	из нарративных кадров	1	1
329	повторяющееся почему оно	1	1
330	фрагменты стирая границы	1	1
331	мы предполагаем что	1	1
332	интерьер натюрморт не	1	1
333	летам просыпаются и	1	1
334	автора гарант единого	1	1
335	обозначением таких модификаций	1	1
336	времени в поле	1	1
337	единством их активного	1	1
338	излагающее предысторию персонажа	1	1
339	приходит обыкновенно не	2	1
340	обозначать уже не	1	1
341	детей но это	1	1
342	кадров ментального вѝдения	1	1
343	детей событийность происшествия	1	1
344	кудрявая пухленькая малорослая	1	1
345	опиравшегося на понятийное	1	1
346	и процессуальность состоят	1	1
347	не только внешние	1	1
348	чему стремилась школа	1	1
349	состояния смыслосообразность нарративных	1	1
350	к подлинному смыслу	1	1
351	отношению к слову	1	1
352	подошла к ящику	1	1
353	своей работе х	1	1
354	в корне изменилось	1	1
355	смысловых и ценностных	1	1
356	не вполне искренним	1	1
357	из научной историографии	1	1
358	никогда не было	1	1
359	гетероглоссию нарративного текста	1	1
