N	2gram	Potebnia_M_2	OGranits
1	и в	24	13
2	и его	2	12
3	прежде всего	7	9
4	может быть	23	8
5	не может	12	8
6	и не	19	8
7	в его	2	7
8	и их	5	7
9	только в	11	6
10	как бы	9	6
11	не только	15	6
12	то что	20	6
13	мы должны	2	6
14	таким образом	11	6
15	языка и	3	5
16	все же	5	5
17	и наконец	1	5
18	с точки	1	5
19	в процессе	1	5
20	хотя бы	2	5
21	мы не	11	4
22	но мы	3	4
23	слов и	1	4
24	тех пор	1	4
25	но в	4	4
26	до тех	1	4
27	мы можем	12	4
28	то же	12	4
29	лишь в	1	4
30	в сознании	23	4
31	было бы	13	4
32	все это	2	4
33	в выборе	1	4
34	в каждом	2	4
35	вряд ли	3	3
36	и то	3	3
37	в ее	1	3
38	самом деле	2	3
39	так и	5	3
40	похожим на	1	3
41	в их	1	3
42	по отношению	2	3
43	за пределы	2	3
44	только путем	1	3
45	тела и	1	3
46	общего с	2	3
47	с этим	7	3
48	в которой	5	3
49	в себе	10	3
50	языка как	1	3
51	к одному	1	3
52	не как	3	3
53	в одном	6	3
54	так как	10	3
55	одно и	2	3
56	но и	9	3
57	слово в	1	3
58	как и	7	3
59	и уже	5	3
60	что же	1	3
61	не в	13	3
62	есть прежде	2	3
63	но для	1	3
64	и для	3	3
65	никогда не	4	3
66	и все	3	3
67	превращается в	2	3
68	не столько	2	3
69	что в	16	3
70	ничего общего	1	3
71	для себя	1	2
72	ни одно	1	2
73	и др	1	2
74	представим себе	1	2
75	и может	3	2
76	на две	2	2
77	которое может	2	2
78	мы уже	1	2
79	те же	3	2
80	есть не	5	2
81	мог бы	3	2
82	человеческой речи	5	2
83	представлений и	3	2
84	не исчерпывается	1	2
85	если бы	11	2
86	может в	2	2
87	с самого	2	2
88	себе что	1	2
89	в ней	3	2
90	ее в	1	2
91	в чем	7	2
92	мы понимаем	1	2
93	между тем	6	2
94	в ряд	1	2
95	в общем	2	2
96	в языке	3	2
97	что они	5	2
98	вслед за	3	2
99	и следовательно	2	2
