N	2gram	Losev_Vlad_1	Istorich
1	и в	31	22
2	мы имеем	1	19
3	в этом	14	17
4	и т	2	16
5	т д	2	15
6	что в	14	15
7	не только	24	14
8	в брак	1	14
9	в доме	7	12
10	но и	19	12
11	и не	17	12
12	в дом	1	12
13	в этих	1	11
14	может быть	6	11
15	и пр	1	11
16	или в	1	11
17	но в	12	10
18	таким образом	3	10
19	еще не	2	10
20	в нем	4	9
21	что и	5	9
22	в том	11	9
23	что он	12	9
24	вместе с	3	9
25	как мы	9	8
26	что они	3	8
27	не знаю	1	8
28	том что	14	8
29	но не	3	7
30	то что	18	7
31	и здесь	3	7
32	мы должны	2	7
33	уже не	3	7
34	из них	2	7
35	так как	8	7
36	с другой	3	7
37	другой стороны	3	7
38	к этому	6	7
39	то же	6	6
40	мы уже	7	6
41	не вполне	1	6
42	это не	1	6
43	во время	3	6
44	ничего не	3	6
45	связи с	1	6
46	так в	1	6
47	если бы	1	6
48	в них	2	6
49	что здесь	1	6
50	то и	2	6
51	друг друга	1	6
52	мы можем	1	6
53	а не	1	6
54	связь с	1	6
55	в течение	9	6
56	а в	9	6
57	с ней	1	6
58	с большим	1	5
59	все же	3	5
60	он не	10	5
61	что она	2	5
62	здесь мы	3	5
63	в этой	4	5
64	тем не	2	5
65	не менее	2	5
66	к нему	4	5
67	того что	2	5
68	один из	4	5
69	так что	10	5
70	у меня	2	5
71	в частности	2	5
72	одним из	2	4
73	мы здесь	1	4
74	и на	3	4
75	все эти	3	4
76	видели что	1	4
77	отношение к	3	4
78	не в	5	4
79	на этом	2	4
80	в большой	1	4
81	и с	14	4
82	лет в	1	4
83	у нас	6	4
84	как это	7	4
85	но он	5	4
86	дом и	1	4
87	к ней	4	4
88	и его	7	4
89	тем что	2	4
90	что на	2	4
91	она не	1	4
92	в дальнейшем	8	4
93	в другой	1	4
94	только в	9	4
95	в других	1	4
96	а именно	2	4
97	в данном	1	4
98	для нас	4	4
99	в свою	1	4
100	не может	6	4
101	и другие	1	4
102	несколько лет	1	3
