N	3gram	Bakhtin_Fr_3	Poddanst
1	в то же	6	7
2	то же время	6	7
3	в том что	1	4
4	с точки зрения	1	3
5	в том числе	3	2
6	но и в	2	2
7	и потому в	1	2
8	в значительной мере	1	2
9	заключается в том	1	2
10	том что в	1	1
11	одна из важнейших	1	1
12	же в этой	1	1
13	в настоящее время	1	1
14	и в этом	1	1
15	и не может	1	1
16	в эту эпоху	1	1
17	хотя бы и	1	1
18	в отличие от	3	1
19	в собственном смысле	1	1
20	за то что	1	1
21	и еще в	1	1
22	и в частности	1	1
23	в применении к	1	1
24	там где он	1	1
25	в xix веке	1	1
26	по сравнению с	2	1
27	во всяком случае	1	1
28	с другой стороны	1	1
29	не может быть	2	1
30	но также и	1	1
31	само по себе	1	1
32	но в то	4	1
33	выходцы с того	1	1
34	мы знаем что	1	1
35	с того света	2	1
36	можно судить по	1	1
37	для того чтобы	3	1
38	в отрыве от	1	1
39	том числе и	2	1
