N	3gram	Bakhtin_Pr_4	VLabPisa
1	в письме к	1	9
2	с другой стороны	3	8
3	не может быть	8	8
4	по отношению к	5	7
5	более или менее	3	6
6	в художественном творчестве	1	5
7	хотя бы и	1	5
8	то же время	5	5
9	в то же	5	5
10	в связи с	1	4
11	можно сказать что	2	4
12	в том что	2	4
13	и в то	1	3
14	о том же	2	3
15	большей или меньшей	2	3
16	о том что	2	3
17	в одном из	2	3
18	к тому что	1	3
19	не может не	1	2
20	одной стороны и	1	2
21	также и в	1	2
22	в том числе	4	2
23	до сих пор	8	2
24	можно было бы	2	2
25	и не может	7	2
26	и через это	1	2
27	или меньшей степени	2	2
28	с одной стороны	1	2
29	в конце концов	1	2
30	для него в	1	2
31	в большей или	2	2
32	во всяком случае	1	2
33	в точном смысле	1	2
34	том числе и	3	2
35	еще и не	1	2
36	во всех его	2	2
37	бы не было	1	2
38	если бы он	1	1
39	то это вовсе	1	1
40	на этот вопрос	2	1
41	нет и не	2	1
42	хотя и не	2	1
43	следует отметить что	1	1
44	в той или	1	1
45	лицом к лицу	1	1
46	и ту же	1	1
47	иметь в виду	1	1
48	как один из	1	1
49	в самом деле	4	1
50	в этом смысле	2	1
51	между собою и	1	1
52	в том же	1	1
53	же как и	1	1
54	и во всех	1	1
55	как и все	4	1
56	что мы имеем	1	1
57	сами по себе	2	1
58	сама по себе	2	1
59	и так или	1	1
60	но и в	2	1
61	это вовсе не	2	1
62	он сам по	1	1
63	может быть и	1	1
64	в любой области	1	1
65	как если бы	2	1
66	одно и то	1	1
67	хотя оно и	1	1
68	даже и не	1	1
69	так или иначе	1	1
70	в том или	1	1
71	в данном случае	1	1
72	время работы над	1	1
73	может быть даже	1	1
74	но в то	2	1
75	не только в	1	1
76	таким образом и	1	1
77	и в процессе	1	1
78	но она не	1	1
79	и то же	1	1
80	так же как	1	1
81	может обойтись без	1	1
82	по сравнению с	1	1
83	и в их	1	1
84	сюда относится например	1	1
85	все же не	1	1
86	один из его	1	1
87	а между тем	1	1
88	сих пор не	2	1
89	между этими двумя	1	1
90	у него в	1	1
91	имеем в виду	3	1
92	но между ними	1	1
93	и вместе с	1	1
94	никогда не может	1	1
95	ними нет и	1	1
96	между ними нет	1	1
97	той или иной	2	1
98	в силу самой	1	1
99	уже сама по	1	1
100	не может обойтись	1	1
101	после того как	1	1
102	а как бы	1	1
103	и для достижения	1	1
104	в братьях карамазовых	2	1
105	как он определяет	1	1
106	во время работы	1	1
107	одну и ту	1	1
108	все это не	1	1
109	дело не в	1	1
110	к тому же	1	1
111	не в этом	1	1
112	как мы знаем	1	1
