N	2gram	Bakhtin_Pr_1	NovoeSre
1	а не	20	17
2	и в	23	16
3	не может	11	16
4	совсем не	1	12
5	нового времени	1	12
6	и не	34	11
7	и есть	5	10
8	что в	8	9
9	как не	4	8
10	в том	11	8
11	жизни и	6	8
12	он не	4	8
13	в этом	25	7
14	может быть	21	7
15	не будет	1	7
16	как и	8	7
17	высшей степени	1	6
18	с его	6	6
19	не в	6	6
20	ни в	3	6
21	в высшей	1	6
22	никогда не	5	6
23	лишь в	3	6
24	но это	5	6
25	не знает	1	6
26	воля к	2	6
27	должен быть	1	5
28	с ее	2	5
29	в ней	1	5
30	и к	4	5
31	не только	13	5
32	в жизни	6	5
33	все это	7	5
34	в нем	20	5
35	со всех	1	4
36	не во	3	4
37	о том	2	4
38	наше время	1	4
39	перестает быть	1	4
40	в них	3	4
41	то что	18	4
42	это не	10	4
43	прежде всего	7	4
44	не было	3	4
45	должно быть	1	4
46	и потому	3	4
47	воли к	1	4
48	не менее	1	4
49	и для	3	4
50	и все	3	4
51	потому что	12	4
52	с другой	2	3
53	смысле слова	1	3
54	в ее	1	3
55	должна быть	2	3
56	верить в	1	3
57	вопрос о	4	3
58	еще не	5	3
59	во всех	5	3
60	за пределы	6	3
61	в истории	2	3
62	наряду с	1	3
63	как в	6	3
64	конечно не	1	3
65	не значит	2	3
66	подобно тому	3	3
67	перейти к	1	3
68	в мире	7	3
69	но и	11	3
70	это было	1	3
71	не есть	1	3
72	и пр	1	3
73	стремится к	1	3
74	в своей	11	3
75	тому как	3	3
76	в россии	1	3
77	она не	5	3
78	что такое	1	3
79	не существует	1	3
80	в основе	5	3
81	жизни в	1	3
82	в духе	3	3
83	к тому	1	3
84	сказать что	5	3
85	и это	5	2
86	же как	1	2
87	века но	1	2
88	это и	9	2
89	время как	1	2
90	роль в	2	2
91	переживает кризис	1	2
92	переход к	1	2
93	можно было	3	2
94	так и	10	2
95	времени и	1	2
96	мы не	2	2
97	общества и	1	2
98	мира и	7	2
99	и с	4	2
100	для этого	1	2
101	мира а	1	2
102	я не	3	2
103	жизни как	1	2
104	вот почему	1	2
105	жизни ни	1	2
106	и что	1	2
107	и на	10	2
108	времени в	1	2
109	но не	8	2
110	в новом	1	2
111	в свои	1	2
112	все время	1	2
113	с этим	1	2
114	нового типа	2	2
115	хотя и	1	2
116	но в	4	2
117	духа в	1	2
118	который в	1	2
119	все эти	8	2
120	себя в	3	2
121	с их	5	2
122	есть в	3	2
123	в себе	5	2
124	уже не	8	2
125	не к	1	2
126	том чтобы	1	2
127	у него	6	2
128	что она	2	2
129	и заключается	1	2
130	что все	3	2
131	нет и	1	2
132	и даже	3	2
133	и т.п	3	2
134	этом смысле	9	2
135	бытия в	1	2
136	к более	2	2
137	и было	1	2
138	том что	9	2
139	вместе с	2	2
140	так же	6	2
141	место в	1	2
142	к содержанию	1	2
143	не знал	1	2
144	мысли и	2	2
145	центр тяжести	1	2
146	такого рода	1	2
147	мир и	6	2
148	другой стороны	2	2
149	по существу	4	2
150	не могли	2	2
151	том и	1	2
152	xviii века	1	2
153	ни одна	1	2
154	как будто	3	2
155	этот мир	3	2
156	будет и	1	2
157	такой же	1	2
158	но для	2	2
159	равно как	1	2
160	в смысле	2	2
161	в то	10	2
162	одна из	2	2
163	мысли в	2	2
164	того чтобы	4	2
165	формы и	1	2
166	и от	1	2
167	самой жизни	1	2
168	и весь	1	2
169	хотя бы	2	2
170	все они	1	2
171	а в	7	2
172	я называю	1	2
173	могут быть	1	2
174	капитализм и	1	2
175	от этой	1	1
176	также что	1	1
177	оно может	1	1
178	становится в	1	1
179	людей в	1	1
180	ни одно	1	1
181	для себя	2	1
182	он может	3	1
183	характер и	1	1
184	чтобы быть	1	1
185	этого мира	4	1
186	по преимуществу	3	1
187	приводит к	3	1
188	и до	1	1
189	капиталистического общества	1	1
190	на западе	2	1
191	не их	1	1
192	слова а	2	1
193	природе своей	1	1
194	почвы и	3	1
195	времени он	1	1
196	значение они	1	1
197	мы уже	2	1
198	очень долго	1	1
199	и которые	1	1
200	по природе	1	1
201	во многом	1	1
202	героя но	1	1
203	это делали	1	1
204	с ним	6	1
205	сказать ни	1	1
206	можно сказать	2	1
207	говорить о	2	1
208	о самом	1	1
209	оно есть	1	1
210	на себя	3	1
211	то это	1	1
212	под этим	2	1
213	разобраться в	2	1
214	во внешних	1	1
215	зависимости от	3	1
216	и отраженной	1	1
217	творческий процесс	1	1
218	на их	1	1
219	в какие	1	1
220	в чем	1	1
221	и мира	1	1
222	и во	2	1
223	все в	6	1
224	не могут	6	1
225	своего рода	1	1
226	он легко	1	1
227	к нему	3	1
228	то он	3	1
229	значение и	1	1
230	в его	24	1
231	менее всего	4	1
232	к своеобразному	1	1
233	себе и	3	1
234	отличие от	2	1
235	ее он	2	1
236	и только	1	1
237	значение для	1	1
238	последних пределов	1	1
239	путь которым	1	1
240	и ложь	1	1
241	нужно признать	1	1
242	и она	1	1
243	вся жизнь	1	1
244	нет надобности	1	1
245	к ложным	1	1
246	в значительной	1	1
247	к которому	1	1
248	в своем	8	1
249	как например	2	1
250	и нет	1	1
251	известном смысле	1	1
252	глубже чем	1	1
253	материализмом с	1	1
254	человека в	5	1
255	единого духа	4	1
256	что он	10	1
257	церковь как	1	1
258	только в	8	1
259	по своей	1	1
260	от этого	1	1
261	в этот	2	1
262	и групп	1	1
263	в самом	8	1
264	он действует	1	1
265	бы сказать	1	1
266	то время	2	1
267	он в	2	1
268	из этих	2	1
269	тоже не	1	1
270	в известном	1	1
271	было так	1	1
272	же и	1	1
273	человеке и	1	1
274	к идее	1	1
275	но во	1	1
276	и у	4	1
277	мира но	2	1
278	уже в	5	1
279	в большинстве	2	1
280	человеческого духа	2	1
281	вообще не	1	1
282	него и	1	1
283	от других	1	1
284	вступить на	1	1
285	вера в	1	1
286	большинстве случаев	2	1
287	из них	2	1
288	бы к	2	1
289	шекспира и	2	1
290	все еще	1	1
291	мир в	2	1
292	борьбу за	1	1
293	для того	2	1
294	и их	2	1
295	всяком случае	3	1
296	к одному	1	1
297	иная форма	1	1
298	сами по	3	1
299	духа как	1	1
300	в конце	5	1
301	не для	1	1
302	но ведь	1	1
303	кризис и	1	1
304	часто не	1	1
305	друг друга	3	1
306	и гибель	1	1
307	бытия и	1	1
308	смысле как	1	1
309	людей и	1	1
310	тем что	3	1
311	к той	2	1
312	от того	2	1
313	вот что	2	1
314	но все	4	1
315	значительной степени	1	1
316	лишь для	1	1
317	в платоновском	1	1
318	значение в	1	1
319	чего он	1	1
320	ней и	1	1
321	выходит за	2	1
322	из всех	1	1
323	них не	1	1
324	перестать быть	1	1
325	знает что	1	1
326	на ее	1	1
327	с другими	7	1
328	нельзя сказать	1	1
329	было бы	6	1
330	он есть	3	1
331	оставалось в	1	1
332	лишь на	2	1
333	весь мир	1	1
334	себя и	2	1
335	в отличие	2	1
336	что не	1	1
337	социальной жизни	2	1
338	для них	1	1
339	превращается в	1	1
340	нет в	1	1
341	а на	1	1
342	его принципом	1	1
343	они не	3	1
344	в этой	4	1
345	с большей	1	1
346	ничем не	1	1
347	не на	3	1
348	земная жизнь	1	1
349	для сознания	1	1
350	жизнь в	1	1
351	платоновском смысле	1	1
352	он стремится	3	1
353	человеческой жизни	2	1
354	ее на	1	1
355	новые формы	1	1
356	что мы	1	1
357	не больше	1	1
358	он и	5	1
359	и еще	1	1
360	в эту	1	1
361	в этих	2	1
362	особого типа	1	1
363	с идеями	1	1
364	на это	1	1
365	к себе	2	1
366	в котором	2	1
367	что вся	1	1
368	одну из	1	1
369	к самосознанию	1	1
370	на новых	1	1
371	не столько	3	1
372	форме он	1	1
373	нет ни	2	1
374	у нас	1	1
375	в зависимости	3	1
376	с миром	2	1
377	и нами	1	1
378	но он	2	1
379	творчества и	2	1
380	о человеке	1	1
381	быть только	1	1
382	в мир	3	1
383	эти черты	1	1
384	мы должны	2	1
385	и более	1	1
386	их в	2	1
387	в человеческом	1	1
388	времени а	1	1
389	в состоянии	1	1
390	он видел	1	1
391	распадается на	1	1
392	и религиозном	1	1
