N	3gram	Losev_Prob_2	Dialekti
1	и т д	6	15
2	по крайней мере	6	9
3	это значит что	3	8
4	сама по себе	4	7
5	не есть ни	3	6
6	не потому что	1	6
7	в том что	4	6
8	и не только	1	5
9	то или иное	2	4
10	и то же	1	4
11	в связи с	5	4
12	только то что	3	4
13	о том что	14	4
14	содержать в себе	1	4
15	с другой стороны	5	4
16	все на свете	3	4
17	только тогда когда	3	4
18	что иное как	3	3
19	не может не	1	3
20	в самом деле	2	3
21	в таком случае	10	3
22	сами по себе	2	3
23	как будто бы	5	3
24	в то же	4	3
25	может быть и	2	3
26	не есть только	4	3
27	то время как	1	3
28	не что иное	3	3
29	содержит в себе	2	3
30	может содержать в	1	3
31	той или другой	4	3
32	ни в каком	4	3
33	не может быть	3	3
34	в то время	1	3
35	можно сказать что	3	3
36	что имеется в	1	2
37	крайней мере в	2	2
38	в той или	1	2
39	иметь в виду	1	2
40	с первого взгляда	1	2
41	ведь мы же	2	2
42	более или менее	4	2
43	имеется в виду	2	2
44	до сих пор	4	2
45	в зависимости от	1	2
46	тех или других	3	2
47	это вовсе не	1	2
48	говоря уже о	4	2
49	ни в какой	1	2
50	тем или другим	1	2
51	может быть только	2	2
52	и в частности	3	2
53	в каком-то смысле	3	2
54	что это за	1	2
55	в данном случае	5	2
56	не только в	2	2
57	тем не менее	12	2
58	или по крайней	3	2
59	так или иначе	6	2
60	при этом условии	1	2
61	во всяком случае	10	2
62	в каком случае	3	2
63	есть не что	3	2
64	нельзя сказать что	1	2
65	в одно время	1	2
66	вовсе не есть	10	2
67	от того что	1	2
68	само по себе	2	2
69	та или иная	2	2
70	и все на	1	2
71	с самого начала	2	2
72	что в нем	1	2
73	есть та или	1	2
74	но это не	1	2
75	и прежде всего	2	2
76	как же это	3	2
77	потому что они	1	2
78	то же самое	5	2
79	не говоря уже	4	2
80	том что в	2	1
81	сейчас мы можем	1	1
82	и то что	7	1
83	но как раз	1	1
84	по себе вовсе	2	1
85	что она не	1	1
86	сказать что он	1	1
87	только потому что	1	1
88	это то что	4	1
89	того что в	1	1
90	как только мы	2	1
91	то это значит	2	1
92	но только не	1	1
93	но и необходима	1	1
94	да и не	1	1
95	так же и	2	1
96	не есть какая-нибудь	1	1
97	ни в каких	1	1
98	это было бы	1	1
99	на самом деле	2	1
100	имея в виду	2	1
101	подобно тому как	2	1
102	в этом смысле	5	1
103	нет никакой возможности	1	1
104	мере в том	1	1
105	так что в	2	1
106	все это есть	1	1
107	тогда получится что	1	1
108	нами раньше как	1	1
109	будет ли она	1	1
110	ли сказать что	2	1
111	о том как	1	1
112	есть тоже результат	1	1
113	одной стороны и	3	1
114	да и то	2	1
115	важно то что	1	1
116	же как и	1	1
117	совмещает в себе	1	1
118	только возможна но	1	1
119	во что бы	1	1
120	можно ли сказать	2	1
121	и во многих	1	1
122	и не может	1	1
123	он сам а	1	1
124	и в то	1	1
125	в другое время	1	1
126	бы то ни	2	1
127	сказать несколько слов	1	1
128	видно что в	1	1
129	но и в	3	1
130	на самом же	1	1
131	в этом отношении	1	1
132	главное это то	1	1
133	что не только	1	1
134	с тем чтобы	1	1
135	он не был	1	1
136	точно так же	3	1
137	может быть даже	1	1
138	а в конце	1	1
139	на свете существует	1	1
140	сразу и одновременно	1	1
141	что все на	1	1
142	то и другое	1	1
143	вместе с тем	1	1
144	что оба они	1	1
145	не то что	1	1
146	эти понятия и	1	1
147	тому и другому	1	1
148	говорить не о	1	1
149	же это может	1	1
150	ту или иную	1	1
151	же в таком	1	1
152	это может быть	1	1
153	что бы то	1	1
154	что не есть	1	1
155	многих отношениях даже	1	1
156	в данном месте	1	1
157	так же как	1	1
158	о котором уже	1	1
159	сих пор мы	1	1
160	в подлинном смысле	1	1
161	не есть просто	2	1
162	с одной стороны	5	1
163	на первый взгляд	1	1
164	в конце концов	7	1
165	то ни стало	1	1
166	и в этом	3	1
167	можно только тогда	1	1
168	время содержит в	1	1
169	как и вообще	1	1
170	в последнее время	1	1
171	все более и	1	1
172	а не просто	2	1
173	да и тут	1	1
174	то вовсе не	1	1
175	о чем мы	1	1
176	мы отнюдь не	1	1
177	хотя бы например	1	1
178	о котором мы	1	1
179	по себе и	2	1
180	когда мы говорим	2	1
181	и не очень	1	1
182	в свое время	1	1
183	возможна но и	1	1
184	того или иного	5	1
185	то не только	1	1
186	заключается в том	2	1
187	говорить о том	1	1
188	то что мы	7	1
189	и что такое	3	1
190	это и есть	2	1
191	связи с этим	2	1
192	и независимо от	2	1
193	об этом мы	1	1
194	мы должны сказать	1	1
195	во многих отношениях	1	1
196	тогда когда есть	1	1
197	к выводу что	1	1
198	ни с чем	1	1
199	того или другого	2	1
200	вопрос о том	2	1
201	более и более	1	1
202	несмотря на всю	2	1
203	той или иной	1	1
204	не менее в	1	1
205	но все же	1	1
206	каком случае не	2	1
207	но даже и	1	1
208	взятые сами по	2	1
209	себе вовсе не	1	1
210	до тех пор	4	1
211	ни тем более	1	1
212	вовсе не значит	1	1
213	в каком смысле	1	1
214	не только на	1	1
215	в другом случае	1	1
216	есть прежде всего	4	1
217	как мы уже	1	1
218	каком смысле не	1	1
219	может быть так	1	1
220	мы говорим об	1	1
221	есть ли он	1	1
222	и когда мы	1	1
223	такое положение дела	2	1
224	котором уже нельзя	1	1
225	самом же деле	1	1
226	в предыдущем изложении	1	1
227	но как только	1	1
228	не только возможна	1	1
229	и даже вне	1	1
230	обратим внимание на	1	1
231	в отдельности и	1	1
