N	2gram	Vygotskiy__5	EvropaiC
1	таким образом	20	32
2	в том	27	31
3	и в	30	24
4	том что	21	20
5	все эти	2	19
6	не может	9	18
7	то что	37	17
8	может быть	11	15
9	все же	7	15
10	точки зрения	7	13
11	самом деле	8	12
12	в своем	6	12
13	до сих	5	12
14	в этом	14	12
15	сих пор	5	12
16	с этим	2	11
17	между тем	1	11
18	все это	2	11
19	во всех	2	10
20	по отношению	2	10
21	так и	3	10
22	мы знаем	2	10
23	как бы	19	10
24	отношению к	1	10
25	все что	1	10
26	того же	2	9
27	на то	17	9
28	при этом	8	9
29	как и	6	9
30	с другом	3	9
31	друг с	3	9
32	в результате	4	9
33	что в	24	9
34	в самом	14	8
35	чем у	3	8
36	с точки	2	8
37	мы говорили	4	8
38	знаем что	2	8
39	не в	8	8
40	идет речь	3	8
41	ясно что	6	8
42	если бы	11	8
43	так же	13	8
44	и все	4	8
45	на самом	2	7
46	из этих	3	7
47	в силу	3	7
48	о которых	2	7
49	или менее	1	7
50	не менее	1	7
51	по существу	2	7
52	того чтобы	20	7
53	к тому	8	7
54	для этого	9	7
55	о том	10	7
56	и что	23	7
57	что он	17	7
58	для того	20	7
59	но и	6	7
60	и не	6	7
61	более или	1	7
62	о котором	6	7
63	из этого	2	7
64	должна быть	2	6
65	в каждый	1	6
66	еще не	5	6
67	и на	3	6
68	что касается	2	6
69	в этой	5	6
70	в сознании	1	6
71	несмотря на	5	6
72	и при	2	6
73	от друга	2	6
74	что и	3	6
75	того что	8	6
76	говорили выше	2	6
77	только в	5	6
78	все они	1	6
79	так что	3	6
80	так как	9	6
81	мы можем	7	6
82	друг от	2	6
83	с другой	9	6
84	вместе с	12	6
85	отличается от	2	6
86	у них	1	6
87	как на	11	6
88	из всех	1	5
89	столь же	1	5
90	основано на	1	5
91	как к	1	5
92	и к	4	5
93	но в	5	5
94	в которой	3	5
95	что это	8	5
96	в целом	5	5
97	в себе	5	5
98	тому же	1	5
99	не только	16	5
100	и если	6	5
101	но все	2	5
102	что все	6	5
103	и с	2	5
104	между собою	1	5
105	что с	6	5
106	в то	2	5
107	как будто	6	5
108	что при	3	5
109	по сравнению	4	5
110	в его	4	5
111	потому что	23	5
112	и их	1	5
113	у него	3	5
114	именно в	6	5
115	далеко не	1	5
116	другой стороны	5	5
117	по своему	1	5
118	сравнению с	4	5
119	быть и	2	5
120	и для	6	5
121	и от	1	5
122	к этому	3	5
123	одним из	1	4
124	в такой	1	4
125	и то	9	4
126	то же	7	4
127	мы уже	6	4
128	та же	1	4
129	из того	3	4
130	между собой	2	4
131	отношение к	1	4
132	данный момент	1	4
133	хотя и	1	4
134	ни один	2	4
135	чем больше	3	4
136	он не	3	4
137	мало того	1	4
138	в одну	1	4
139	факт что	6	4
140	том случае	1	4
141	из них	2	4
142	должно быть	2	4
143	иначе говоря	1	4
144	в их	3	4
145	оказывается что	1	4
146	признать что	1	4
147	выше мы	1	4
148	из которых	4	4
149	что эта	4	4
150	связи с	2	4
151	и сейчас	3	4
152	никогда не	9	4
153	и т.д	1	4
154	каждый данный	1	4
155	пор не	1	4
156	если мы	16	4
157	не есть	4	4
158	в виде	1	4
159	не так	1	4
160	в конце	4	4
161	в области	1	4
162	а с	5	4
163	которых мы	4	4
164	конце концов	2	4
165	тот факт	4	4
166	не могут	3	4
167	в течение	2	4
168	это есть	3	4
169	в состоянии	3	4
170	этом случае	2	4
171	мы должны	3	4
172	хотя бы	3	4
173	состоит из	1	4
174	совершенно не	6	4
175	в таком	3	4
176	же как	2	3
177	с в	1	3
178	вопрос о	3	3
179	но по	1	3
180	в данном	3	3
181	мы будем	1	3
182	очевидно что	2	3
183	которые не	1	3
184	целый ряд	3	3
185	что по	2	3
186	и наконец	3	3
187	в нашем	2	3
188	к которой	1	3
189	в нем	7	3
190	в степени	1	3
191	на земле	1	3
192	и может	1	3
193	они должны	1	3
194	в совершенно	6	3
195	на этой	1	3
196	заключается в	8	3
197	это не	3	3
198	в жизни	1	3
199	с тем	8	3
200	чем в	2	3
201	и того	2	3
202	одного и	2	3
203	в этих	3	3
204	что если	6	3
205	представление о	1	3
206	даже в	1	3
207	что их	2	3
208	лучше и	1	3
209	для нас	3	3
210	в разных	1	3
211	во всем	2	3
212	от того	4	3
213	у нас	4	3
214	должны быть	1	3
215	что оно	6	3
216	ничего общего	1	3
217	и это	8	3
218	данном случае	3	3
219	коренным образом	1	3
220	сказано выше	1	3
221	и вообще	1	3
222	с одной	12	3
223	различия между	2	3
224	тот же	3	3
225	в эти	1	3
226	конечно не	1	3
227	в начале	1	3
228	при помощи	1	3
229	может служить	1	3
230	каждый из	1	3
231	отличие от	2	3
232	как у	1	3
233	прежде всего	4	3
234	же не	2	3
235	ко всем	1	3
236	и потому	5	3
237	по одному	1	3
238	целом ряде	1	3
239	мы сказали	1	3
240	сейчас же	8	3
241	что только	1	3
242	не то	1	3
243	от него	4	3
244	бы в	5	3
245	тем более	1	3
246	только что	4	3
247	а в	4	3
248	возможно ли	1	3
249	что мы	11	3
250	в психологии	3	3
251	можно назвать	1	3
252	ту же	2	2
253	в котором	2	2
254	и до	2	2
255	что эти	2	2
256	по его	3	2
257	почти все	1	2
258	в сущности	12	2
259	с ее	1	2
260	и ее	1	2
261	мы и	1	2
262	в ней	4	2
263	свою очередь	1	2
264	что оба	1	2
265	своем целом	1	2
266	от себя	1	2
267	тем как	1	2
268	во всяком	1	2
269	друг к	4	2
270	к такому	1	2
271	но как	1	2
272	совершенно ясно	7	2
273	вступают в	1	2
274	что они	5	2
275	общего с	1	2
276	и где	1	2
277	то в	1	2
278	и там	1	2
279	этот процесс	1	2
280	что она	6	2
281	о которой	1	2
282	при виде	1	2
283	он должен	8	2
284	том чтобы	2	2
285	одной и	2	2
