N	2gram	Berdyaev_V_1	Myshleni
1	в этом	4	29
2	и в	16	26
3	для себя	1	24
4	то что	9	24
5	не только	2	24
6	того чтобы	2	19
7	в том	3	18
8	и не	20	18
9	для того	1	18
10	том что	2	17
11	потому что	4	16
12	как и	4	15
13	так же	1	14
14	того что	5	14
15	как мы	1	14
16	так как	9	14
17	что в	3	12
18	вместе с	1	12
19	но и	5	11
20	в которой	1	11
21	что они	7	10
22	по сравнению	1	9
23	тем что	2	9
24	в самом	1	9
25	тому что	3	9
26	что мы	4	9
27	сравнению с	1	8
28	то же	1	8
29	ее в	2	8
30	что он	4	8
31	только в	2	8
32	и то	2	7
33	прежде всего	2	7
34	к тому	3	7
35	мы не	2	7
36	может быть	1	7
37	все эти	3	6
38	от слова	1	6
39	все же	1	6
40	вопрос о	1	6
41	в сознании	1	6
42	что это	1	6
43	во всех	3	6
44	и тем	1	6
45	в ее	1	6
46	и что	3	6
47	а не	7	6
48	все что	4	6
49	как бы	5	6
50	и с	1	5
51	бы в	1	5
52	и для	3	5
53	как это	1	5
54	с тем	2	5
55	в целом	1	5
56	с этой	1	5
57	как она	1	5
58	могли бы	1	5
59	в процессе	1	5
60	она не	1	5
61	в виду	1	5
62	является в	2	5
63	еще не	8	4
64	не по	1	4
65	не в	3	4
66	в конце	3	4
67	и во	2	4
68	по этому	3	4
69	в его	4	4
70	как в	1	4
71	то и	1	4
72	если в	1	4
73	и от	1	4
74	никогда не	3	4
75	о чем	1	4
76	в котором	4	4
77	не могут	2	4
78	но в	3	4
79	с другой	1	4
80	слова с	1	4
81	что оно	1	4
82	не есть	6	4
83	его с	1	3
84	так и	4	3
85	к нему	1	3
86	но мы	2	3
87	с ним	2	3
88	на котором	1	3
89	в своей	3	3
90	для него	2	3
91	менее всего	1	3
92	и другое	1	3
93	но не	2	3
94	есть не	1	3
95	нет и	2	3
96	это не	2	3
97	что и	3	3
98	но это	3	3
99	есть то	1	3
100	в чем	3	3
101	мы в	1	3
102	во всем	1	3
103	этого слова	1	3
104	в этой	1	3
105	чем у	1	3
106	значения и	2	3
107	мы видим	1	3
108	и столь	1	3
109	я не	1	3
110	и потому	7	3
111	все это	5	3
112	в ней	4	3
113	пути и	1	3
114	и по	1	3
115	вовсе не	1	2
116	может и	1	2
117	но с	1	2
118	для нас	2	2
119	во всяком	2	2
120	это мы	2	2
121	ее от	1	2
122	мы и	2	2
123	себя от	1	2
124	о своем	1	2
125	и ее	1	2
126	что не	4	2
127	известном смысле	1	2
128	и вместе	1	2
129	и которые	1	2
130	в нем	4	2
131	его и	2	2
132	и против	3	2
133	могут быть	2	2
134	в их	1	2
135	его к	2	2
136	в старой	2	2
137	отношение к	1	2
138	которого не	1	2
139	этому же	1	2
140	в этих	3	2
141	от всякой	1	2
142	ко всем	1	2
143	у нас	1	2
144	чтобы сделать	2	2
145	нас и	3	2
146	лишь в	3	2
147	что на	1	2
148	что было	2	2
149	нельзя не	1	2
150	на этих	2	2
151	с которыми	1	2
152	находится в	1	2
153	ни в	3	2
154	один из	2	2
155	должно быть	3	2
156	ничего не	1	2
157	можно ли	1	2
158	что все	4	2
159	значение в	1	2
160	того как	1	2
161	себя и	1	2
162	а в	2	2
163	в своих	1	2
164	в известном	1	2
165	не имеет	3	2
166	говорит что	1	2
167	всего в	2	2
168	и до	1	2
169	и есть	4	2
170	бы все	1	2
171	в которых	1	2
172	к этому	1	2
173	напоминает о	1	2
174	уже в	1	2
175	можно было	2	2
176	во власть	1	2
177	еще с	1	1
178	в словах	1	1
179	всегда в	1	1
180	но она	1	1
181	это значит	1	1
182	самого себя	2	1
183	мы слышим	2	1
184	своей сущности	1	1
185	и самые	1	1
186	вся история	1	1
187	связь с	1	1
188	ее но	1	1
189	в одно	1	1
190	конце концов	1	1
191	говорить о	4	1
192	с внутренним	1	1
193	должна иметь	1	1
194	от этого	3	1
195	только мы	1	1
196	в состоянии	1	1
197	к ее	1	1
198	не был	1	1
199	любви к	1	1
200	по пути	5	1
201	не к	2	1
202	это слово	1	1
203	но прежде	1	1
204	для них	2	1
205	все равно	2	1
206	не было	3	1
207	после того	1	1
208	себя с	1	1
209	и все	4	1
210	себя но	1	1
211	в виде	1	1
212	наконец не	1	1
213	в образах	1	1
214	на два	1	1
215	так часто	1	1
216	и вообще	1	1
217	как не	3	1
218	в новых	1	1
219	и другие	1	1
220	это факт	1	1
221	слова для	1	1
222	не были	1	1
223	что я	3	1
224	которые не	2	1
225	образом по	1	1
226	слышим от	1	1
227	вот почему	2	1
228	в форме	2	1
229	и внешней	1	1
230	в одном	1	1
231	слова не	1	1
232	если не	3	1
233	вместо того	2	1
234	каким образом	1	1
235	но все	1	1
236	и самое	1	1
237	общественной жизни	1	1
238	ничем не	1	1
239	из всего	1	1
240	основной вопрос	1	1
241	к чему	3	1
242	в себя	2	1
243	это имеет	1	1
244	и т	2	1
245	на путь	1	1
246	человека не	1	1
247	было не	1	1
248	не так	2	1
249	мы взяли	2	1
250	о которой	1	1
251	раз навсегда	2	1
252	между тем	2	1
253	хотя и	5	1
254	что есть	5	1
255	на него	1	1
256	в понимании	1	1
257	и сделали	1	1
258	они и	2	1
259	есть прежде	1	1
260	его связь	1	1
261	переход к	1	1
262	но как	1	1
263	в прошлом	2	1
264	они будут	4	1
265	более глубокое	1	1
266	они в	3	1
267	но к	1	1
268	зависимости от	1	1
269	в двух	1	1
270	в результате	1	1
271	что от	2	1
272	мы увидим	1	1
273	заключается что	1	1
274	природы в	1	1
275	их на	1	1
276	а с	2	1
277	это случилось	1	1
278	перестает быть	1	1
279	к ним	1	1
280	и мы	3	1
281	в изображении	1	1
282	в разных	1	1
283	их сознания	1	1
284	происхождении и	2	1
285	так ли	1	1
286	в них	3	1
287	слово от	1	1
288	одна из	2	1
289	другой стороны	1	1
290	третье и	2	1
291	и свободу	1	1
292	у него	1	1
293	а к	2	1
294	и свою	1	1
295	ее на	1	1
296	будет с	1	1
297	но я	1	1
298	никогда еще	2	1
299	не для	1	1
300	по видимости	2	1
301	он говорит	1	1
302	и будет	3	1
303	существует как	1	1
304	о проблеме	1	1
305	которую рисует	1	1
306	мы будем	1	1
307	на этом	1	1
308	их в	3	1
309	у людей	2	1
310	и говорит	1	1
311	и развитием	1	1
312	от них	1	1
313	эта новая	1	1
314	этих трех	3	1
315	за ним	3	1
316	если оно	1	1
317	царство и	1	1
318	ее к	1	1
319	с которым	1	1
320	таким же	1	1
321	оторванное от	1	1
322	бытия и	1	1
323	обратился к	1	1
324	этом пути	1	1
325	так много	2	1
326	раз и	1	1
327	в глазах	1	1
328	идет по	1	1
329	и уже	1	1
330	и это	2	1
331	они не	1	1
332	конечно не	2	1
333	что уже	1	1
334	и могут	1	1
335	от необходимости	1	1
336	быть может	1	1
337	она с	1	1
338	что во	3	1
339	и тогда	2	1
340	свое особое	1	1
341	свободного и	1	1
342	в своем	1	1
