N	3gram	Losev_Prob_5	KulturaY
1	с точки зрения	8	16
2	в самом деле	1	11
3	для того чтобы	2	11
4	можно было бы	1	10
5	тем не менее	5	9
6	до сих пор	2	8
7	в том что	8	8
8	и т д	1	8
9	той или иной	1	5
10	в данном случае	2	4
11	с одной стороны	3	4
12	и в этом	1	4
13	в связи с	7	4
14	после того как	3	4
15	только тогда когда	3	4
16	на самом деле	1	3
17	сам по себе	1	3
18	то обстоятельство что	1	3
19	не только в	1	3
20	а с другой	3	3
21	не только как	1	3
22	с другой стороны	5	3
23	не может быть	2	3
24	так и в	1	3
25	о том что	9	3
26	одним и тем	1	2
27	и тем же	1	2
28	по отношению к	2	2
29	не говоря уже	1	2
30	в том числе	2	2
31	как раз и	1	2
32	говоря уже о	1	2
33	в таком случае	2	2
34	том что не	1	2
35	ни в какой	1	2
36	от того что	1	2
37	то или иное	1	2
38	сама по себе	1	2
39	к тому же	1	2
40	в большей степени	1	2
41	таким образом если	1	1
42	потому что он	2	1
43	хотя и не	1	1
44	одному тому что	1	1
45	мере в какой	1	1
46	по одному тому	1	1
47	то ни стало	1	1
48	чуть ли не	1	1
49	о том чтобы	1	1
50	а вовсе не	1	1
51	должны сказать что	1	1
52	также и в	2	1
53	в этом смысле	3	1
54	в силу того	1	1
55	во что бы	1	1
56	в одной из	1	1
57	свое значение и	1	1
58	здесь можно сказать	1	1
59	не удивительно что	1	1
60	бы то ни	2	1
61	но и в	2	1
62	а так как	1	1
63	мы находим в	2	1
64	по крайней мере	4	1
65	обратить внимание на	3	1
66	с этой точки	1	1
67	вместе с тем	3	1
68	ту или иную	1	1
69	что бы то	1	1
70	в то время	3	1
71	к другому и	1	1
72	в виду не	1	1
73	не потому что	1	1
74	сделать в связи	1	1
75	той и другой	1	1
76	уже по одному	1	1
77	во всяком случае	2	1
78	только о том	1	1
79	этой точки зрения	1	1
80	если мы будем	1	1
81	силу того что	1	1
82	то же время	1	1
83	и о том	2	1
84	во-вторых с точки	1	1
85	вовсе не в	1	1
86	а именно что	1	1
87	том смысле что	1	1
88	и вместе с	1	1
89	что в ней	1	1
90	мы должны сказать	1	1
91	о котором он	1	1
92	но все же	2	1
93	в то же	1	1
94	для нас в	2	1
95	по этому поводу	2	1
96	в том смысле	1	1
97	в котором можно	1	1
98	тех или иных	2	1
99	имеется в виду	1	1
100	а именно в	3	1
101	уже о том	1	1
102	до самого последнего	1	1
