N	3gram	Tiupa_Lite_3	Formalny
1	не может быть	3	10
2	в связи с	1	10
3	и т п	1	9
4	с точки зрения	3	7
5	в этом отношении	5	7
6	в самом деле	2	5
7	то же время	7	5
8	в то же	7	5
9	вместе с тем	1	4
10	на самом деле	1	3
11	но и в	2	3
12	в значительной степени	1	3
13	с другой стороны	2	3
14	для того чтобы	1	3
15	в отличие от	5	2
16	к тому что	1	2
17	в том что	4	2
18	художественного произведения в	1	2
19	что иное как	1	1
20	как например в	2	1
21	как бы не	1	1
22	более или менее	1	1
23	не говоря уже	4	1
24	по аналогии со	1	1
25	новые и новые	1	1
26	и там где	1	1
27	потому что не	2	1
28	с одной стороны	4	1
29	самим собой но	2	1
30	исполнения и восприятия	1	1
31	только в том	1	1
32	говоря уже о	3	1
33	при этом не	1	1
34	же время в	1	1
35	из того что	2	1
36	во всей ее	1	1
37	самого по себе	1	1
38	именно в этом	1	1
39	вместе с ними	1	1
40	рассматривается с точки	1	1
41	исследования в области	1	1
42	и теперь эта	1	1
43	в данном случае	4	1
44	в том чтобы	2	1
45	тем что он	2	1
46	одним из первых	1	1
47	но при этом	1	1
48	искусства с точки	1	1
49	так или иначе	2	1
50	это и есть	1	1
51	не тем что	1	1
52	а не как	2	1
53	бы то ни	2	1
54	но и с	1	1
55	органической связи с	1	1
56	слово как таковое	1	1
57	и в прозе	1	1
58	все новые и	1	1
59	а лишь поскольку	1	1
60	и тем самым	2	1
61	в свою очередь	1	1
62	ничего общего с	1	1
63	в историю литературы	1	1
64	по аналогии с	1	1
65	не что иное	1	1
66	сама по себе	1	1
67	тем не менее	1	1
68	особое место в	2	1
