N	4gram	Potebnia_M_2	Myshleni
1	в то время как	3	4
2	одно и то же	2	2
3	то время как в	1	2
4	одной и той же	1	2
5	с одной стороны и	1	1
6	ничем не связанных между	1	1
7	в то же время	2	1
8	одном и том же	1	1
9	для того чтобы сделать	1	1
10	в том виде в	1	1
11	звук сам по себе	2	1
12	с другой стороны если	1	1
13	или по крайней мере	2	1
14	в одном и том	1	1
15	есть прежде всего средство	1	1
16	но тем не менее	3	1
17	и та и другая	1	1
18	том виде в каком	1	1
19	в том что он	1	1
20	дело в том что	1	1
