N	2gram	Vygotskiy__2	Problemy
1	и в	15	35
2	как бы	7	31
3	и не	7	27
4	что он	12	24
5	в его	2	21
6	но в	6	19
7	как и	6	18
8	к себе	2	18
9	не может	9	18
10	в нем	1	16
11	то же	5	15
12	с самим	1	15
13	и все	3	15
14	в сущности	9	14
15	в этом	19	14
16	и его	4	14
17	для него	3	14
18	может быть	9	14
19	но и	10	14
20	все это	4	14
21	он не	7	13
22	к нему	1	13
23	и с	4	12
24	в другом	2	12
25	прежде всего	4	12
26	и к	6	12
27	в пределах	1	11
28	самом деле	6	10
29	не только	15	10
30	не в	8	10
31	то что	20	10
32	на самом	3	9
33	в отношении	6	9
34	ни одного	1	9
35	мы уже	6	8
36	я не	1	8
37	все же	4	8
38	самого начала	1	8
39	как мы	6	8
40	с самого	1	8
41	так и	8	8
42	о мире	3	8
43	и для	2	8
44	потому что	7	8
45	с его	4	7
46	себе и	1	7
47	и наконец	1	7
48	лишь в	3	7
49	там где	6	7
50	таким образом	14	7
51	для себя	3	7
52	и сам	3	7
53	в виде	1	7
54	вовсе не	6	7
55	так же	4	7
56	что же	2	7
57	точки зрения	26	7
58	с ним	3	7
59	а в	4	7
60	отношению к	5	7
61	и на	1	6
62	он сам	3	6
63	но не	3	6
64	по отношению	6	6
65	что они	3	6
66	в самом	11	6
67	что у	3	6
68	к тому	7	6
69	в одном	2	6
70	и что	8	6
71	только в	4	6
72	слова в	1	6
73	и т.п	7	6
74	но это	1	6
75	от него	1	6
76	не знает	1	6
77	что в	14	6
78	и то	1	5
79	как в	4	5
80	в себе	2	5
81	внутренней речи	5	5
82	на протяжении	2	5
83	даже в	4	5
84	во время	3	5
85	на него	1	5
86	да и	1	5
87	уже говорили	3	5
88	его с	2	5
89	и это	3	5
90	в том	33	5
91	так что	1	5
92	и даже	5	5
93	к своему	1	5
94	этого слова	3	5
95	он как	2	4
96	так чтобы	1	4
97	он в	3	4
98	в чем	1	4
99	нет и	2	4
100	же и	1	4
101	та же	1	4
102	что это	6	4
103	но на	3	4
104	и вот	1	4
105	друг с	2	4
106	но все	2	4
107	его в	1	4
108	в них	4	4
109	рядом с	1	4
110	в эту	4	4
111	в своей	4	4
112	в такой	2	4
113	друг другу	1	4
114	по себе	7	4
115	никогда не	8	4
116	он хочет	1	4
117	во всем	2	4
118	как раз	4	4
119	и делает	1	4
120	протяжении всего	2	4
121	той или	2	4
122	где он	1	4
123	не хочу	1	4
124	говорили что	1	4
125	внутреннюю речь	1	4
126	сознания и	1	4
127	между тем	1	4
128	его мысль	2	4
129	говорит он	12	4
130	тотчас же	1	4
131	все время	3	4
132	которым он	1	4
133	и так	1	4
134	теперь в	2	4
135	только на	1	4
136	всяком случае	6	4
137	так как	4	4
138	у него	2	4
139	тем что	2	4
140	или иной	2	4
141	с другой	6	4
142	с другом	2	4
143	что не	1	4
144	до конца	1	4
145	а не	3	4
146	с которым	1	4
147	но как	1	4
148	его внутренней	2	4
149	вот как	1	4
150	в той	1	4
151	бы в	1	4
152	тот же	7	4
153	во всяком	7	4
154	себя как	1	3
155	как его	1	3
156	это и	1	3
157	за собой	2	3
158	высшей степени	7	3
159	говорить о	2	3
160	и со	1	3
161	в виду	6	3
162	это действительно	1	3
163	бы то	1	3
164	во всех	2	3
165	в общем	3	3
166	за пределы	2	3
167	с этим	3	3
168	когда он	3	3
169	его к	2	3
170	в целом	10	3
171	все эти	3	3
172	тому же	1	3
173	одно и	1	3
174	то ни	1	3
175	к другу	1	3
176	было бы	10	3
177	этом смысле	2	3
178	нет в	1	3
179	в высшей	7	3
180	с тем	1	3
181	такой же	1	3
182	в котором	2	3
183	знал что	1	3
184	которого он	1	3
185	появляется в	1	3
186	ничего не	3	3
187	или как	2	3
188	только с	1	3
189	и т.д	12	3
190	с ее	2	3
191	в ее	1	3
192	внутренняя речь	3	3
193	и говорит	1	3
194	под влиянием	1	3
195	сводится к	1	3
196	и во	1	3
197	что и	2	3
198	это не	5	3
199	друг к	1	3
200	того что	17	3
201	но так	1	3
202	словом и	1	3
203	человека с	1	3
204	уже в	5	3
205	из них	3	3
206	а с	4	3
207	эти слова	1	3
208	должно быть	2	3
209	дело идет	1	3
210	в начале	4	3
211	которой он	1	3
212	и от	1	3
213	это как	1	3
214	мы должны	6	3
215	в речь	1	3
216	только что	3	3
217	ни было	1	3
218	том что	27	3
219	сказать что	6	3
220	другой стороны	1	3
221	я и	1	2
222	в обычном	1	2
223	сам по	1	2
224	ибо как	2	2
225	показать что	5	2
226	через речь	1	2
227	не хочет	1	2
228	и этот	1	2
229	она в	1	2
230	мы говорили	1	2
231	еще до	1	2
232	в ней	1	2
233	в которых	3	2
234	столь же	2	2
235	что его	4	2
236	должна была	1	2
237	друг на	1	2
238	с которыми	1	2
239	отличие от	3	2
240	однако в	1	2
241	в своем	9	2
242	мы можем	10	2
243	и как	2	2
244	увидим что	2	2
245	внедряется в	1	2
246	в которой	4	2
247	бы и	3	2
248	автор в	1	2
249	бы с	3	2
250	еще один	2	2
251	раз в	2	2
252	но ведь	2	2
253	как он	6	2
254	так сказать	1	2
255	вообще не	1	2
256	при этом	3	2
257	собой не	1	2
258	с таким	6	2
259	их в	4	2
260	и по	3	2
261	на этом	1	2
262	без исключения	1	2
263	бы они	2	2
264	а затем	1	2
265	что все	4	2
266	той же	2	2
267	это было	1	2
268	много раз	2	2
269	с другими	3	2
270	ни в	2	2
271	все равно	2	2
272	человеческий голос	3	2
273	в этих	2	2
274	с точки	18	2
275	не удастся	1	2
276	в отличие	3	2
277	и другого	1	2
278	он снова	1	2
279	но эта	3	2
280	речи в	6	2
281	что сам	1	2
282	тому чтобы	2	2
283	на всю	1	2
284	как можно	1	2
285	тому что	1	2
286	вопрос о	5	2
287	что с	5	2
288	его внутреннего	1	2
289	мысли в	1	2
290	его собственного	1	2
291	но что	2	2
292	ничего что	1	2
293	к другим	1	2
294	подобно тому	2	2
295	этих двух	2	2
296	и лишь	1	2
297	к ней	2	2
298	по своей	6	2
299	и речь	2	2
300	лежит в	3	2
301	бы он	1	2
302	для его	1	2
303	слова с	1	2
304	и он	1	2
305	существенный момент	1	2
306	и самое	1	2
307	без всякого	2	2
308	всей своей	1	2
309	приводит к	5	2
310	в дальнейшем	1	2
311	он так	1	2
312	с собой	3	2
313	можно было	5	2
314	те же	3	2
315	особенно в	1	2
316	его мысли	4	2
317	понятно что	2	2
318	для этого	3	2
319	и вообще	2	2
320	именно потому	1	2
321	о том	9	2
322	на вопрос	4	2
323	переходит в	1	2
324	у другого	1	2
325	ибо и	1	2
326	себя но	1	2
327	и мир	1	2
328	на которой	2	2
329	среди других	1	2
330	одной из	3	2
331	мы увидим	2	2
332	что даже	1	2
333	но ни	1	2
334	конечно не	1	2
335	в жизни	1	2
336	за ним	1	2
337	этот раз	1	2
338	мы знаем	7	2
339	друг друга	5	2
340	уже и	2	2
341	с речью	2	2
342	всех тех	1	2
343	что на	2	2
344	здесь в	1	2
345	это кажется	1	2
346	такое же	1	2
347	на этот	6	2
348	всю жизнь	1	2
349	на друга	1	2
350	точек зрения	1	2
351	мы видели	6	2
352	вступает в	1	2
353	вместе с	6	2
354	смысле этого	3	2
355	тому как	2	2
356	когда она	2	2
357	из этого	1	2
358	материал для	1	2
359	с этой	2	2
360	но для	2	2
361	или в	3	2
362	что оно	4	2
363	в речи	1	2
364	хотя бы	4	2
365	и внутренне	1	2
366	сущности в	1	2
367	мысль и	2	2
368	от этой	1	1
369	ту же	2	1
370	такой форме	1	1
371	самим по	1	1
372	силы и	1	1
373	в стороне	2	1
374	но тем	1	1
375	в приведенном	1	1
376	он находится	2	1
377	здесь и	3	1
378	форме чтобы	1	1
379	правда и	1	1
380	по преимуществу	1	1
381	и до	3	1
382	что эти	1	1
383	все те	2	1
384	речи которая	2	1
385	слов с	1	1
386	в их	2	1
387	по его	1	1
388	есть не	1	1
389	или наоборот	1	1
390	мы не	10	1
391	которую мы	2	1
392	что уже	1	1
393	не находил	1	1
394	есть нечто	2	1
395	благодаря тому	1	1
396	оно вообще	1	1
397	но даже	1	1
398	один пример	1	1
399	то это	1	1
400	сторону этой	1	1
401	зависимости от	6	1
402	того же	3	1
403	здесь с	1	1
404	становясь на	1	1
405	и самого	2	1
406	он был	1	1
407	мысль что	6	1
408	без которого	1	1
409	отказ от	1	1
410	то он	2	1
411	к которой	1	1
412	тех же	1	1
413	его сознания	1	1
414	в качестве	4	1
415	с совершенно	1	1
416	менее всего	1	1
417	оно является	1	1
418	друг от	2	1
419	между словом	1	1
420	сама по	2	1
421	нас после	1	1
422	отнюдь не	2	1
423	чем же	1	1
424	независимо от	4	1
425	тем более	3	1
426	что действительно	1	1
427	того не	1	1
428	совершенно другой	1	1
429	ней в	2	1
430	в одних	1	1
431	перед нами	2	1
432	могли бы	4	1
433	говорит что	5	1
434	как всякая	1	1
435	всего как	1	1
436	самое важное	2	1
437	что слово	1	1
438	к чему	2	1
439	ни один	1	1
440	бы сказать	1	1
441	или во	2	1
442	в этой	6	1
443	не приводит	1	1
444	нами в	1	1
445	бы только	1	1
446	говорит не	1	1
447	жизнь как	1	1
448	в такую	1	1
449	не следует	2	1
450	раз когда	1	1
451	еще раньше	1	1
452	чтобы они	1	1
453	те две	1	1
454	он должен	2	1
455	как увидим	2	1
456	что еще	1	1
457	и если	1	1
458	из виду	2	1
459	свое время	1	1
460	языком и	1	1
461	его реального	1	1
462	мы обратимся	1	1
463	именно это	1	1
464	и заключается	1	1
465	здесь мы	1	1
466	мышления с	2	1
467	так развивается	1	1
468	об этом	3	1
469	момент и	1	1
470	на все	2	1
471	с целью	2	1
472	входит в	1	1
473	его личности	1	1
474	и мы	2	1
475	же если	1	1
476	и соответствующие	1	1
477	приходит в	1	1
478	он приходит	1	1
479	в итоге	1	1
480	его ум	1	1
481	позволяет ему	1	1
482	в реальной	1	1
483	личности не	3	1
484	и само	2	1
485	нигде не	1	1
486	собственные мысли	1	1
487	движется в	1	1
488	действительно не	3	1
489	в один	2	1
490	нисколько не	2	1
491	т.д и	2	1
492	том как	1	1
493	к внутренней	5	1
494	сказать так	1	1
495	что такое	1	1
496	таким же	3	1
497	и ее	3	1
498	и третий	1	1
499	же это	2	1
500	но у	1	1
501	его мнению	1	1
502	еще с	1	1
503	мысли и	1	1
504	с уверенностью	2	1
505	признать что	4	1
506	из области	1	1
507	которые в	1	1
508	с совершенной	2	1
509	по ту	2	1
510	и более	2	1
511	есть еще	1	1
512	том и	1	1
513	том же	2	1
514	еще короче	1	1
515	бы быть	1	1
516	может ни	1	1
517	нас к	2	1
518	в таких	1	1
519	она не	1	1
520	ту сторону	2	1
521	которых он	3	1
522	дело в	1	1
523	одна из	1	1
524	на два	1	1
525	что их	1	1
526	у кого	1	1
527	в процессе	11	1
528	в основе	3	1
529	к изучению	1	1
530	того чтобы	12	1
531	все без	1	1
532	для всего	2	1
533	только не	1	1
534	смысл то	1	1
535	в самой	3	1
536	слова как	1	1
537	того в	1	1
538	как она	1	1
539	не говорит	1	1
540	и после	1	1
541	ее внутренняя	1	1
542	вот что	1	1
543	связи с	9	1
544	здесь же	1	1
545	и при	1	1
546	доказать что	1	1
547	этом отношении	3	1
548	перед ним	1	1
549	прямо говорит	1	1
550	не могут	2	1
551	тех явлений	1	1
552	когда мы	1	1
553	и другой	2	1
554	отличается от	1	1
555	же самое	2	1
556	об одном	1	1
557	можно сравнить	1	1
558	всего в	1	1
559	не способен	1	1
560	я но	1	1
561	к речи	2	1
562	которые его	1	1
563	для того	10	1
564	оно не	1	1
