N	4gram	Bakhtin_Fr_1	Formalny
1	в то же время	1	8
2	и пр и пр	1	2
3	как бы ни были	1	2
4	чтобы убедиться в этом	1	2
5	и не может быть	1	2
6	нет и не может	1	2
7	ни на кого не	1	2
8	но в то же	1	2
9	все более и более	1	2
10	и ни на кого	1	1
11	нужно сказать что и	1	1
12	на самом же деле	3	1
13	в том числе и	7	1
14	с точки зрения этих	1	1
15	и до сих пор	1	1
16	очень большое место в	1	1
17	в применении к литературе	1	1
18	до сих пор недостаточно	1	1
19	и до настоящего времени	1	1
20	сводится к тому чтобы	1	1
21	убедиться в этом достаточно	1	1
22	и в том что	2	1
23	вполне понятно что при	1	1
