N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	9	5
2	мы имеем в виду	1	3
3	большей или меньшей степени	1	2
4	но в то же	5	2
5	в большей или меньшей	1	2
6	по себе еще не	2	2
7	дело в том что	1	1
8	сами по себе еще	2	1
9	то же время оно	1	1
10	как точка зрения как	1	1
11	отношению к себе самому	1	1
12	как и всякое иное	1	1
13	ее художественного видения и	1	1
14	в художественном мире достоевского	2	1
15	то же время их	1	1
16	в первых произведениях достоевского	1	1
17	совпадает с самим собою	1	1
18	слово о себе самом	1	1
19	в большинстве случаев в	1	1
20	чужое слово как слово	1	1
21	с другой стороны и	1	1
22	достоевского можно было бы	1	1
23	не совпадает с самим	1	1
24	ни в одном из	1	1
25	о себе самом и	4	1
26	человека по отношению к	1	1
27	в одной плоскости с	3	1
28	чужим словом но в	1	1
29	которые сами по себе	1	1
30	о себе самом с	1	1
31	и в то же	2	1
32	приходит в столкновение с	1	1
33	героя а не как	1	1
34	как чужое слово как	1	1
35	лежит в одной плоскости	1	1
36	по отношению к себе	1	1
37	приговоренного к смертной казни	1	1
